"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2010-01-01",4.942
"AL012","2010-01-01",12.16
"AL013","2010-01-01",3.987
"AL014","2010-01-01",9.264
"AL015","2010-01-01",6.709
"AL021","2010-01-01",7.613
"AL022","2010-01-01",10.709
"AL031","2010-01-01",7.829
"AL032","2010-01-01",11.738
"AL033","2010-01-01",7.197
"AL034","2010-01-01",3.86
"AL035","2010-01-01",11.479
"AT111","2010-01-01",-0.652
"AT112","2010-01-01",0.601
"AT113","2010-01-01",0.211
"AT121","2010-01-01",-0.756
"AT122","2010-01-01",-2.37
"AT123","2010-01-01",-0.443
"AT124","2010-01-01",-2.729
"AT125","2010-01-01",-1.176
"AT126","2010-01-01",-0.139
"AT127","2010-01-01",0.182
"AT211","2010-01-01",-1.07
"AT212","2010-01-01",-4.984
"AT213","2010-01-01",-2.483
"AT221","2010-01-01",-1.23
"AT222","2010-01-01",-4.147
"AT223","2010-01-01",-4.006
"AT224","2010-01-01",0.288
"AT225","2010-01-01",-1.256
"AT226","2010-01-01",-4.596
"AT311","2010-01-01",-0.841
"AT312","2010-01-01",-1.211
"AT313","2010-01-01",-2.407
"AT314","2010-01-01",-1.946
"AT315","2010-01-01",-0.479
"AT321","2010-01-01",-6.953
"AT322","2010-01-01",-5.035
"AT323","2010-01-01",-2.259
"AT331","2010-01-01",-4.556
"AT332","2010-01-01",-3.875
"AT333","2010-01-01",-7.404
"AT334","2010-01-01",-5.577
"AT335","2010-01-01",-2.835
"AT341","2010-01-01",-2.029
"AT342","2010-01-01",1.301
"BA","2010-01-01",1.612
"BE211","2010-01-01",1.89
"BE212","2010-01-01",2.448
"BE213","2010-01-01",2.091
"BE223","2010-01-01",1.615
"BE224","2010-01-01",2.253
"BE225","2010-01-01",2.022
"BE231","2010-01-01",2.74
"BE234","2010-01-01",2.968
"BE235","2010-01-01",2.386
"BE236","2010-01-01",1.755
"BE241","2010-01-01",2.48
"BE242","2010-01-01",1.993
"BE251","2010-01-01",2.559
"BE252","2010-01-01",2.487
"BE253","2010-01-01",2.857
"BE254","2010-01-01",2.857
"BE255","2010-01-01",3.104
"BE256","2010-01-01",2.831
"BE258","2010-01-01",2.626
"BE310","2010-01-01",1.694
"BE323","2010-01-01",1.963
"BE328","2010-01-01",2.786
"BE329","2010-01-01",1.72
"BE32A","2010-01-01",2.443
"BE32B","2010-01-01",1.408
"BE32C","2010-01-01",2.467
"BE32D","2010-01-01",1.079
"BE331","2010-01-01",0.784
"BE332","2010-01-01",0.98
"BE334","2010-01-01",1.194
"BE335","2010-01-01",-0.184
"BE336","2010-01-01",-1.361
"BE342","2010-01-01",-0.763
"BE343","2010-01-01",-0.171
"BE344","2010-01-01",-0.3
"BE345","2010-01-01",0.347
"BE351","2010-01-01",0.518
"BE352","2010-01-01",1.08
"BE353","2010-01-01",0.992
"BG311","2010-01-01",-0.488
"BG312","2010-01-01",-0.543
"BG313","2010-01-01",0.793
"BG314","2010-01-01",0.503
"BG315","2010-01-01",1.596
"BG321","2010-01-01",2.216
"BG322","2010-01-01",0.913
"BG323","2010-01-01",1.264
"BG324","2010-01-01",1.316
"BG325","2010-01-01",0.827
"BG331","2010-01-01",2.859
"BG332","2010-01-01",1.031
"BG333","2010-01-01",0.544
"BG334","2010-01-01",1.797
"BG341","2010-01-01",4.058
"BG342","2010-01-01",2.583
"BG343","2010-01-01",4.668
"BG344","2010-01-01",3.344
"BG411","2010-01-01",3.166
"BG412","2010-01-01",1.778
"BG413","2010-01-01",2.692
"BG414","2010-01-01",2.692
"BG415","2010-01-01",4.665
"BG421","2010-01-01",3.686
"BG422","2010-01-01",4.963
"BG423","2010-01-01",1.997
"BG424","2010-01-01",-0.23
"BG425","2010-01-01",4.444
"CH011","2010-01-01",-0.675
"CH012","2010-01-01",-7.16
"CH021","2010-01-01",-1.156
"CH022","2010-01-01",1.108
"CH023","2010-01-01",0.223
"CH024","2010-01-01",-1.269
"CH025","2010-01-01",0.428
"CH032","2010-01-01",0.425
"CH033","2010-01-01",0.499
"CH040","2010-01-01",0.127
"CH051","2010-01-01",-6.181
"CH055","2010-01-01",-1.3
"CH056","2010-01-01",-7.132
"CH057","2010-01-01",0.955
"CH061","2010-01-01",1.43
"CH062","2010-01-01",-6.676
"CH063","2010-01-01",-1.029
"CH064","2010-01-01",-1.884
"CH065","2010-01-01",-2.492
"CH070","2010-01-01",-2.99
"CY000","2010-01-01",18.343
"CZ010","2010-01-01",-1.762
"CZ020","2010-01-01",-1.7
"CZ031","2010-01-01",-1.61
"CZ032","2010-01-01",-1.685
"CZ041","2010-01-01",-3.4
"CZ042","2010-01-01",-2.314
"CZ051","2010-01-01",-2.952
"CZ052","2010-01-01",-2.191
"CZ053","2010-01-01",-2.826
"CZ063","2010-01-01",-2.936
"CZ064","2010-01-01",-1.941
"CZ071","2010-01-01",-3.037
"CZ072","2010-01-01",-2.741
"CZ080","2010-01-01",-3.464
"DE112","2010-01-01",-0.18
"DE113","2010-01-01",0.43
"DE114","2010-01-01",-0.739
"DE115","2010-01-01",1.167
"DE116","2010-01-01",0.287
"DE118","2010-01-01",1.186
"DE119","2010-01-01",-0.452
"DE11A","2010-01-01",-0.65
"DE11B","2010-01-01",-0.601
"DE11C","2010-01-01",-1.254
"DE11D","2010-01-01",-1.4
"DE123","2010-01-01",1.321
"DE127","2010-01-01",-0.302
"DE128","2010-01-01",0.593
"DE12A","2010-01-01",-0.965
"DE12B","2010-01-01",0.628
"DE12C","2010-01-01",-1.056
"DE132","2010-01-01",0.704
"DE133","2010-01-01",0.34
"DE134","2010-01-01",1.189
"DE135","2010-01-01",-0.822
"DE136","2010-01-01",-1.158
"DE137","2010-01-01",-1.986
"DE138","2010-01-01",-0.063
"DE139","2010-01-01",1.202
"DE13A","2010-01-01",-0.219
"DE141","2010-01-01",-0.68
"DE143","2010-01-01",-0.16
"DE145","2010-01-01",-1.504
"DE146","2010-01-01",-0.367
"DE147","2010-01-01",1.698
"DE148","2010-01-01",0.419
"DE149","2010-01-01",-0.054
"DE214","2010-01-01",-0.094
"DE215","2010-01-01",-1.7
"DE216","2010-01-01",0.004
"DE217","2010-01-01",-0.854
"DE218","2010-01-01",0.036
"DE219","2010-01-01",-1.12
"DE21A","2010-01-01",-0.463
"DE21B","2010-01-01",-0.808
"DE21C","2010-01-01",-0.333
"DE21D","2010-01-01",-0.393
"DE21E","2010-01-01",-0.836
"DE21F","2010-01-01",-0.55
"DE21G","2010-01-01",-0.282
"DE21H","2010-01-01",-0.068
"DE21I","2010-01-01",-0.799
"DE21J","2010-01-01",-0.561
"DE21K","2010-01-01",-0.231
"DE21L","2010-01-01",-0.185
"DE21M","2010-01-01",-0.283
"DE21N","2010-01-01",0.171
"DE224","2010-01-01",-1.419
"DE225","2010-01-01",-2.934
"DE226","2010-01-01",-0.6
"DE227","2010-01-01",-0.983
"DE228","2010-01-01",-0.773
"DE229","2010-01-01",-2.75
"DE22A","2010-01-01",-0.977
"DE22B","2010-01-01",-1.325
"DE22C","2010-01-01",-1.133
"DE234","2010-01-01",-2.088
"DE235","2010-01-01",-1.162
"DE236","2010-01-01",-1.283
"DE237","2010-01-01",-1.954
"DE238","2010-01-01",-1.133
"DE239","2010-01-01",-1.474
"DE23A","2010-01-01",-2.738
"DE245","2010-01-01",-1.63
"DE246","2010-01-01",-2.182
"DE247","2010-01-01",-1.535
"DE248","2010-01-01",-1.002
"DE249","2010-01-01",-3.685
"DE24A","2010-01-01",-3.549
"DE24B","2010-01-01",-2.53
"DE24C","2010-01-01",-1.879
"DE24D","2010-01-01",-3.457
"DE256","2010-01-01",-0.925
"DE257","2010-01-01",-0.509
"DE258","2010-01-01",-0.405
"DE259","2010-01-01",-1.432
"DE25A","2010-01-01",-0.746
"DE25B","2010-01-01",-0.532
"DE25C","2010-01-01",-0.815
"DE264","2010-01-01",-1.17
"DE265","2010-01-01",-1.1
"DE266","2010-01-01",-1.714
"DE267","2010-01-01",-1.632
"DE268","2010-01-01",-0.232
"DE269","2010-01-01",-0.088
"DE26A","2010-01-01",-0.936
"DE26B","2010-01-01",-0.716
"DE26C","2010-01-01",-0.579
"DE275","2010-01-01",-1.211
"DE276","2010-01-01",-1.006
"DE277","2010-01-01",-0.815
"DE278","2010-01-01",-1.159
"DE279","2010-01-01",-1.331
"DE27A","2010-01-01",0.859
"DE27B","2010-01-01",-0.706
"DE27C","2010-01-01",-0.445
"DE27D","2010-01-01",-1.038
"DE27E","2010-01-01",-0.344
"DE300","2010-01-01",-2.979
"DE405","2010-01-01",-4.05
"DE406","2010-01-01",-3.136
"DE407","2010-01-01",-3.527
"DE408","2010-01-01",-2.888
"DE409","2010-01-01",-4.323
"DE40A","2010-01-01",-3.487
"DE40B","2010-01-01",-3.265
"DE40C","2010-01-01",-3.608
"DE40D","2010-01-01",-3.599
"DE40E","2010-01-01",-3.28
"DE40F","2010-01-01",-3.139
"DE40G","2010-01-01",-3.516
"DE40H","2010-01-01",-3.332
"DE40I","2010-01-01",-4.271
"DE501","2010-01-01",-1.815
"DE600","2010-01-01",-2.646
"DE712","2010-01-01",0.46
"DE715","2010-01-01",0.969
"DE716","2010-01-01",0.375
"DE717","2010-01-01",0.985
"DE719","2010-01-01",-0.741
"DE71A","2010-01-01",-0.728
"DE71B","2010-01-01",-0.634
"DE71D","2010-01-01",-0.729
"DE71E","2010-01-01",-0.65
"DE721","2010-01-01",-0.356
"DE722","2010-01-01",-0.424
"DE723","2010-01-01",-0.68
"DE724","2010-01-01",-1.21
"DE725","2010-01-01",-1.635
"DE732","2010-01-01",-1.567
"DE733","2010-01-01",-1.145
"DE734","2010-01-01",-1.336
"DE735","2010-01-01",-1.541
"DE736","2010-01-01",-1.79
"DE737","2010-01-01",-1.69
"DE80J","2010-01-01",-4.153
"DE80K","2010-01-01",-3.289
"DE80L","2010-01-01",-2.559
"DE80M","2010-01-01",-3.121
"DE80N","2010-01-01",-3.468
"DE80O","2010-01-01",-3.39
"DE912","2010-01-01",-2.241
"DE914","2010-01-01",-2.473
"DE916","2010-01-01",-1.992
"DE917","2010-01-01",-2.526
"DE918","2010-01-01",-1.788
"DE91A","2010-01-01",-2.673
"DE91B","2010-01-01",-2.267
"DE91C","2010-01-01",-1.908
"DE922","2010-01-01",-0.793
"DE923","2010-01-01",-1.098
"DE925","2010-01-01",-1.816
"DE926","2010-01-01",-1.547
"DE927","2010-01-01",-0.991
"DE928","2010-01-01",-0.942
"DE929","2010-01-01",-1.528
"DE931","2010-01-01",-1.825
"DE932","2010-01-01",-1.633
"DE933","2010-01-01",-2.318
"DE934","2010-01-01",-3.026
"DE935","2010-01-01",-3.001
"DE936","2010-01-01",-1.698
"DE937","2010-01-01",-2.231
"DE938","2010-01-01",-2.565
"DE939","2010-01-01",-2.482
"DE93A","2010-01-01",-2.916
"DE93B","2010-01-01",-1.734
"DE945","2010-01-01",-1.487
"DE946","2010-01-01",-1.065
"DE947","2010-01-01",-0.684
"DE948","2010-01-01",-0.741
"DE949","2010-01-01",-0.124
"DE94A","2010-01-01",-0.62
"DE94B","2010-01-01",-0.153
"DE94C","2010-01-01",-0.526
"DE94D","2010-01-01",-1.153
"DE94E","2010-01-01",-0.484
"DE94F","2010-01-01",0.134
"DE94G","2010-01-01",-1.553
"DE94H","2010-01-01",-0.601
"DEA13","2010-01-01",-0.262
"DEA14","2010-01-01",0.792
"DEA1B","2010-01-01",0.864
"DEA1C","2010-01-01",0.735
"DEA1D","2010-01-01",1.136
"DEA1E","2010-01-01",0.753
"DEA1F","2010-01-01",0.6
"DEA26","2010-01-01",1.201
"DEA27","2010-01-01",1.165
"DEA28","2010-01-01",0.187
"DEA29","2010-01-01",1.434
"DEA2A","2010-01-01",-0.395
"DEA2B","2010-01-01",-0.15
"DEA2C","2010-01-01",1.33
"DEA2D","2010-01-01",0.196
"DEA33","2010-01-01",0.197
"DEA34","2010-01-01",0.091
"DEA35","2010-01-01",-0.317
"DEA36","2010-01-01",0.493
"DEA37","2010-01-01",0.112
"DEA38","2010-01-01",0.138
"DEA42","2010-01-01",-0.2
"DEA43","2010-01-01",-0.363
"DEA44","2010-01-01",-1.43
"DEA45","2010-01-01",-0.962
"DEA46","2010-01-01",-0.419
"DEA47","2010-01-01",-0.797
"DEA54","2010-01-01",0.241
"DEA56","2010-01-01",-0.248
"DEA57","2010-01-01",-2.451
"DEA58","2010-01-01",-0.99
"DEA59","2010-01-01",-1.643
"DEA5A","2010-01-01",-1.554
"DEA5B","2010-01-01",-0.48
"DEA5C","2010-01-01",0.422
"DEB12","2010-01-01",0.537
"DEB13","2010-01-01",-0.641
"DEB14","2010-01-01",-0.495
"DEB15","2010-01-01",-0.968
"DEB17","2010-01-01",0.583
"DEB18","2010-01-01",0.479
"DEB1A","2010-01-01",-0.34
"DEB1B","2010-01-01",-1.379
"DEB1C","2010-01-01",-0.217
"DEB1D","2010-01-01",-0.536
"DEB22","2010-01-01",-0.038
"DEB23","2010-01-01",-0.536
"DEB24","2010-01-01",-0.23
"DEB25","2010-01-01",-0.816
"DEB3B","2010-01-01",0.364
"DEB3C","2010-01-01",-0.194
"DEB3D","2010-01-01",-0.361
"DEB3E","2010-01-01",1.105
"DEB3F","2010-01-01",-0.48
"DEB3G","2010-01-01",-0.322
"DEB3H","2010-01-01",1.143
"DEB3I","2010-01-01",1.044
"DEB3K","2010-01-01",0.273
"DEC02","2010-01-01",-0.049
"DEC03","2010-01-01",-0.393
"DEC04","2010-01-01",-0.088
"DED2C","2010-01-01",-2.366
"DED2D","2010-01-01",-2.975
"DED2E","2010-01-01",-2.244
"DED2F","2010-01-01",-2.548
"DED42","2010-01-01",-3.01
"DED43","2010-01-01",-2.411
"DED44","2010-01-01",-2.864
"DED45","2010-01-01",-2.014
"DED51","2010-01-01",-2.447
"DED52","2010-01-01",-2.134
"DED53","2010-01-01",-3.162
"DEE03","2010-01-01",-2.55
"DEE04","2010-01-01",-3.182
"DEE05","2010-01-01",-3.032
"DEE06","2010-01-01",-3.254
"DEE07","2010-01-01",-2.914
"DEE08","2010-01-01",-2.144
"DEE09","2010-01-01",-2.282
"DEE0A","2010-01-01",-3.099
"DEE0B","2010-01-01",-2.574
"DEE0C","2010-01-01",-2.421
"DEE0D","2010-01-01",-3.156
"DEE0E","2010-01-01",-3.585
"DEF05","2010-01-01",-2.176
"DEF06","2010-01-01",-2.689
"DEF07","2010-01-01",-1.434
"DEF08","2010-01-01",-2.348
"DEF09","2010-01-01",-1.23
"DEF0A","2010-01-01",-2.478
"DEF0B","2010-01-01",-2.218
"DEF0C","2010-01-01",-1.939
"DEF0D","2010-01-01",-2.637
"DEF0E","2010-01-01",-2.351
"DEF0F","2010-01-01",-3.221
"DEG06","2010-01-01",-2.04
"DEG07","2010-01-01",-2.275
"DEG09","2010-01-01",-1.995
"DEG0A","2010-01-01",-2.609
"DEG0B","2010-01-01",-2.88
"DEG0C","2010-01-01",-2.694
"DEG0D","2010-01-01",-2.635
"DEG0E","2010-01-01",-2.198
"DEG0F","2010-01-01",-3.989
"DEG0G","2010-01-01",-2.924
"DEG0H","2010-01-01",-3.203
"DEG0I","2010-01-01",-2.8
"DEG0J","2010-01-01",-2.736
"DEG0K","2010-01-01",-3.011
"DEG0L","2010-01-01",-2.423
"DEG0M","2010-01-01",-1.958
"DEG0P","2010-01-01",-2.006
"DK011","2010-01-01",-1.987
"DK012","2010-01-01",-1.809
"DK013","2010-01-01",-2.412
"DK014","2010-01-01",-0.974
"DK021","2010-01-01",-2.528
"DK022","2010-01-01",-2.033
"DK031","2010-01-01",-1.435
"DK032","2010-01-01",-1.084
"DK041","2010-01-01",-1.481
"DK042","2010-01-01",-1.603
"DK050","2010-01-01",-2.206
"EE001","2010-01-01",-8.416
"EE004","2010-01-01",-7.667
"EE008","2010-01-01",-10.893
"EE009","2010-01-01",-9.929
"EE00A","2010-01-01",-10.521
"EL305","2010-01-01",13.896
"EL306","2010-01-01",10.288
"EL307","2010-01-01",17.295
"EL411","2010-01-01",11.806
"EL412","2010-01-01",15.34
"EL413","2010-01-01",13.552
"EL421","2010-01-01",16.9
"EL422","2010-01-01",15.683
"EL431","2010-01-01",19.139
"EL432","2010-01-01",18.137
"EL433","2010-01-01",16.474
"EL434","2010-01-01",19.083
"EL511","2010-01-01",6.858
"EL512","2010-01-01",6.242
"EL513","2010-01-01",6.399
"EL514","2010-01-01",4.515
"EL515","2010-01-01",8.247
"EL521","2010-01-01",8.395
"EL522","2010-01-01",8.864
"EL523","2010-01-01",9.744
"EL524","2010-01-01",5.763
"EL525","2010-01-01",9.263
"EL526","2010-01-01",8.919
"EL527","2010-01-01",10.355
"EL531","2010-01-01",5.71
"EL532","2010-01-01",4.513
"EL533","2010-01-01",4.605
"EL541","2010-01-01",10.391
"EL542","2010-01-01",9.978
"EL543","2010-01-01",5.204
"EL611","2010-01-01",8.59
"EL612","2010-01-01",10.008
"EL613","2010-01-01",13.084
"EL621","2010-01-01",20.63
"EL622","2010-01-01",14.241
"EL623","2010-01-01",14.89
"EL624","2010-01-01",13.58
"EL631","2010-01-01",11.471
"EL632","2010-01-01",9.483
"EL633","2010-01-01",14.162
"EL641","2010-01-01",10.958
"EL642","2010-01-01",12.85
"EL643","2010-01-01",5.058
"EL644","2010-01-01",9.46
"EL645","2010-01-01",9.526
"EL651","2010-01-01",10.918
"EL652","2010-01-01",12.251
"EL653","2010-01-01",15.549
"ES111","2010-01-01",10.5
"ES112","2010-01-01",8.419
"ES113","2010-01-01",7.645
"ES114","2010-01-01",10.117
"ES120","2010-01-01",9.152
"ES130","2010-01-01",9.938
"ES211","2010-01-01",5.575
"ES212","2010-01-01",10.883
"ES213","2010-01-01",9.681
"ES220","2010-01-01",6.338
"ES230","2010-01-01",6.346
