"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2014-01-01",7.064
"AL012","2014-01-01",13.92
"AL013","2014-01-01",5.678
"AL014","2014-01-01",10.491
"AL015","2014-01-01",8.388
"AL021","2014-01-01",10.5
"AL022","2014-01-01",13.576
"AL031","2014-01-01",11.543
"AL032","2014-01-01",14.725
"AL033","2014-01-01",9.727
"AL034","2014-01-01",6.208
"AL035","2014-01-01",13.795
"AT111","2014-01-01",3.646
"AT112","2014-01-01",5.538
"AT113","2014-01-01",3.987
"AT121","2014-01-01",4.61
"AT122","2014-01-01",3.754
"AT123","2014-01-01",4.833
"AT124","2014-01-01",2.053
"AT125","2014-01-01",3.382
"AT126","2014-01-01",4.23
"AT127","2014-01-01",4.78
"AT211","2014-01-01",2.904
"AT212","2014-01-01",-1.046
"AT213","2014-01-01",1.711
"AT221","2014-01-01",3.217
"AT222","2014-01-01",1.242
"AT223","2014-01-01",1.223
"AT224","2014-01-01",4.465
"AT225","2014-01-01",3.248
"AT226","2014-01-01",0.098
"AT311","2014-01-01",4.257
"AT312","2014-01-01",3.204
"AT313","2014-01-01",3.002
"AT314","2014-01-01",3.262
"AT315","2014-01-01",4.372
"AT321","2014-01-01",-1.953
"AT322","2014-01-01",0.962
"AT323","2014-01-01",3.43
"AT331","2014-01-01",1.056
"AT332","2014-01-01",1.25
"AT333","2014-01-01",-3.435
"AT334","2014-01-01",-0.376
"AT335","2014-01-01",2.891
"AT341","2014-01-01",2.999
"AT342","2014-01-01",7.111
"BA","2014-01-01",5.914
"BE211","2014-01-01",8.955
"BE212","2014-01-01",9.039
"BE213","2014-01-01",9.091
"BE223","2014-01-01",9.065
"BE224","2014-01-01",9.208
"BE225","2014-01-01",9.172
"BE231","2014-01-01",9.14
"BE234","2014-01-01",9.468
"BE235","2014-01-01",8.786
"BE236","2014-01-01",9.455
"BE241","2014-01-01",9.13
"BE242","2014-01-01",9.098
"BE251","2014-01-01",9.04
"BE252","2014-01-01",9.098
"BE253","2014-01-01",9.357
"BE254","2014-01-01",9.357
"BE255","2014-01-01",9.215
"BE256","2014-01-01",9.331
"BE258","2014-01-01",9.137
"BE310","2014-01-01",8.75
"BE323","2014-01-01",8.363
"BE328","2014-01-01",9.286
"BE329","2014-01-01",8.22
"BE32A","2014-01-01",8.643
"BE32B","2014-01-01",7.797
"BE32C","2014-01-01",8.467
"BE32D","2014-01-01",7.479
"BE331","2014-01-01",8.194
"BE332","2014-01-01",8.48
"BE334","2014-01-01",8.603
"BE335","2014-01-01",7.066
"BE336","2014-01-01",5.64
"BE342","2014-01-01",6.38
"BE343","2014-01-01",7.079
"BE344","2014-01-01",6.355
"BE345","2014-01-01",7.158
"BE351","2014-01-01",7.479
"BE352","2014-01-01",7.739
"BE353","2014-01-01",7.492
"BG311","2014-01-01",4.034
"BG312","2014-01-01",4.594
"BG313","2014-01-01",4.208
"BG314","2014-01-01",3.587
"BG315","2014-01-01",3.731
"BG321","2014-01-01",2.498
"BG322","2014-01-01",1.991
"BG323","2014-01-01",2.063
"BG324","2014-01-01",3.66
"BG325","2014-01-01",2.083
"BG331","2014-01-01",4.662
"BG332","2014-01-01",3.539
"BG333","2014-01-01",2.415
"BG334","2014-01-01",1.475
"BG341","2014-01-01",7.188
"BG342","2014-01-01",4.62
"BG343","2014-01-01",6.553
"BG344","2014-01-01",5.747
"BG411","2014-01-01",3.813
"BG412","2014-01-01",4.097
"BG413","2014-01-01",3.478
"BG414","2014-01-01",3.425
"BG415","2014-01-01",4.871
"BG421","2014-01-01",6.848
"BG422","2014-01-01",8.373
"BG423","2014-01-01",4.171
"BG424","2014-01-01",1.787
"BG425","2014-01-01",7.854
"CH011","2014-01-01",4.959
"CH012","2014-01-01",-1.923
"CH021","2014-01-01",4.564
"CH022","2014-01-01",6.695
"CH023","2014-01-01",5.486
"CH024","2014-01-01",3.332
"CH025","2014-01-01",6.166
"CH032","2014-01-01",5.525
"CH033","2014-01-01",5.958
"CH040","2014-01-01",5.814
"CH051","2014-01-01",-1.458
"CH055","2014-01-01",4.468
"CH056","2014-01-01",-2.514
"CH057","2014-01-01",6.227
"CH061","2014-01-01",7.035
"CH062","2014-01-01",-2.065
"CH063","2014-01-01",4.644
"CH064","2014-01-01",3.623
"CH065","2014-01-01",2.973
"CH070","2014-01-01",0.01
"CY000","2014-01-01",19.333
"CZ010","2014-01-01",3.705
"CZ020","2014-01-01",3.48
"CZ031","2014-01-01",3.163
"CZ032","2014-01-01",3.204
"CZ041","2014-01-01",1.886
"CZ042","2014-01-01",2.667
"CZ051","2014-01-01",2.042
"CZ052","2014-01-01",2.335
"CZ053","2014-01-01",1.764
"CZ063","2014-01-01",0.937
"CZ064","2014-01-01",2.635
"CZ071","2014-01-01",1.939
"CZ072","2014-01-01",2.524
"CZ080","2014-01-01",1.51
"DE112","2014-01-01",6.936
"DE113","2014-01-01",7.53
"DE114","2014-01-01",5.12
"DE115","2014-01-01",7.712
"DE116","2014-01-01",6.526
"DE118","2014-01-01",7.538
"DE119","2014-01-01",6.682
"DE11A","2014-01-01",5.809
"DE11B","2014-01-01",5.885
"DE11C","2014-01-01",4.002
"DE11D","2014-01-01",5.293
"DE123","2014-01-01",8.214
"DE127","2014-01-01",6.017
"DE128","2014-01-01",7.264
"DE12A","2014-01-01",5.868
"DE12B","2014-01-01",7.461
"DE12C","2014-01-01",6.01
"DE132","2014-01-01",6.811
"DE133","2014-01-01",6.928
"DE134","2014-01-01",7.689
"DE135","2014-01-01",6.072
"DE136","2014-01-01",4.755
"DE137","2014-01-01",4.895
"DE138","2014-01-01",5.16
"DE139","2014-01-01",7.152
"DE13A","2014-01-01",5.966
"DE141","2014-01-01",4.12
"DE143","2014-01-01",5.977
"DE145","2014-01-01",4.067
"DE146","2014-01-01",5.633
"DE147","2014-01-01",6.701
"DE148","2014-01-01",5.983
"DE149","2014-01-01",5.173
"DE214","2014-01-01",5.497
"DE215","2014-01-01",4.432
"DE216","2014-01-01",5.086
"DE217","2014-01-01",6.055
"DE218","2014-01-01",5.99
"DE219","2014-01-01",4.997
"DE21A","2014-01-01",4.902
"DE21B","2014-01-01",6.019
"DE21C","2014-01-01",6.334
"DE21D","2014-01-01",5.189
"DE21E","2014-01-01",5.992
"DE21F","2014-01-01",4.328
"DE21G","2014-01-01",5.309
"DE21H","2014-01-01",7.023
"DE21I","2014-01-01",5.669
"DE21J","2014-01-01",5.157
"DE21K","2014-01-01",6.042
"DE21L","2014-01-01",6.906
"DE21M","2014-01-01",5.49
"DE21N","2014-01-01",6.052
"DE224","2014-01-01",4.572
"DE225","2014-01-01",2.896
"DE226","2014-01-01",5.225
"DE227","2014-01-01",5.465
"DE228","2014-01-01",5.129
"DE229","2014-01-01",3.19
"DE22A","2014-01-01",4.905
"DE22B","2014-01-01",4.936
"DE22C","2014-01-01",5.068
"DE234","2014-01-01",4.351
"DE235","2014-01-01",4.366
"DE236","2014-01-01",4.794
"DE237","2014-01-01",3.839
"DE238","2014-01-01",5.244
"DE239","2014-01-01",4.583
"DE23A","2014-01-01",2.655
"DE245","2014-01-01",5.024
"DE246","2014-01-01",3.86
"DE247","2014-01-01",4.716
"DE248","2014-01-01",5.558
"DE249","2014-01-01",2.497
"DE24A","2014-01-01",2.034
"DE24B","2014-01-01",3.51
"DE24C","2014-01-01",4.371
"DE24D","2014-01-01",2.42
"DE256","2014-01-01",4.131
"DE257","2014-01-01",5.537
"DE258","2014-01-01",5.14
"DE259","2014-01-01",4.523
"DE25A","2014-01-01",5.477
"DE25B","2014-01-01",5.382
"DE25C","2014-01-01",4.913
"DE264","2014-01-01",5.419
"DE265","2014-01-01",4.877
"DE266","2014-01-01",4.987
"DE267","2014-01-01",4.686
