"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2002-01-01",3.397
"AL012","2002-01-01",10.725
"AL013","2002-01-01",2.129
"AL014","2002-01-01",7.84
"AL015","2002-01-01",6.085
"AL021","2002-01-01",6.178
"AL022","2002-01-01",10.305
"AL031","2002-01-01",5.352
"AL032","2002-01-01",10.338
"AL033","2002-01-01",5.282
"AL034","2002-01-01",1.208
"AL035","2002-01-01",10.271
"AT111","2002-01-01",2.908
"AT112","2002-01-01",4.879
"AT113","2002-01-01",4.617
"AT121","2002-01-01",3.723
"AT122","2002-01-01",1.33
"AT123","2002-01-01",3.472
"AT124","2002-01-01",2.139
"AT125","2002-01-01",4.643
"AT126","2002-01-01",4.582
"AT127","2002-01-01",4.788
"AT211","2002-01-01",1.982
"AT212","2002-01-01",-2.598
"AT213","2002-01-01",0.517
"AT221","2002-01-01",3.479
"AT222","2002-01-01",-1.797
"AT223","2002-01-01",-0.504
"AT224","2002-01-01",4.058
"AT225","2002-01-01",4.751
"AT226","2002-01-01",-1.957
"AT311","2002-01-01",2.983
"AT312","2002-01-01",3.616
"AT313","2002-01-01",1.44
"AT314","2002-01-01",1.197
"AT315","2002-01-01",1.423
"AT321","2002-01-01",-4.183
"AT322","2002-01-01",-1.629
"AT323","2002-01-01",0.83
"AT331","2002-01-01",0.159
"AT332","2002-01-01",-0.25
"AT333","2002-01-01",-4.139
"AT334","2002-01-01",-1.668
"AT335","2002-01-01",0.209
"AT341","2002-01-01",1.629
"AT342","2002-01-01",4.711
"BA","2002-01-01",3.723
"BE211","2002-01-01",6.955
"BE212","2002-01-01",6.948
"BE213","2002-01-01",7.162
"BE223","2002-01-01",6.644
"BE224","2002-01-01",6.993
"BE225","2002-01-01",6.903
"BE231","2002-01-01",6.673
"BE234","2002-01-01",6.704
"BE235","2002-01-01",6.719
"BE236","2002-01-01",6.955
"BE241","2002-01-01",6.98
"BE242","2002-01-01",7.102
"BE251","2002-01-01",6.698
"BE252","2002-01-01",6.32
"BE253","2002-01-01",6.857
"BE254","2002-01-01",6.79
"BE255","2002-01-01",6.604
"BE256","2002-01-01",6.831
"BE258","2002-01-01",6.795
"BE310","2002-01-01",6.22
"BE323","2002-01-01",6.296
"BE328","2002-01-01",6.652
"BE329","2002-01-01",6.153
"BE32A","2002-01-01",6.576
"BE32B","2002-01-01",5.446
"BE32C","2002-01-01",6.467
"BE32D","2002-01-01",5.017
"BE331","2002-01-01",6.097
"BE332","2002-01-01",6.287
"BE334","2002-01-01",6.389
"BE335","2002-01-01",5.162
"BE336","2002-01-01",3.997
"BE342","2002-01-01",4.012
"BE343","2002-01-01",5.596
"BE344","2002-01-01",4.355
"BE345","2002-01-01",4.716
"BE351","2002-01-01",5.266
"BE352","2002-01-01",5.701
"BE353","2002-01-01",5.415
"BG311","2002-01-01",5.67
"BG312","2002-01-01",5.681
"BG313","2002-01-01",5.774
"BG314","2002-01-01",5.816
"BG315","2002-01-01",5.043
"BG321","2002-01-01",5.281
"BG322","2002-01-01",3.875
"BG323","2002-01-01",5.31
"BG324","2002-01-01",4.439
"BG325","2002-01-01",4.246
"BG331","2002-01-01",5.079
"BG332","2002-01-01",4.119
"BG333","2002-01-01",4.417
"BG334","2002-01-01",4.173
"BG341","2002-01-01",5.442
"BG342","2002-01-01",4.211
"BG343","2002-01-01",4.834
"BG344","2002-01-01",4.589
"BG411","2002-01-01",1.107
"BG412","2002-01-01",2.062
"BG413","2002-01-01",0.127
"BG414","2002-01-01",1.073
"BG415","2002-01-01",-0.593
"BG421","2002-01-01",4.839
"BG422","2002-01-01",5.693
"BG423","2002-01-01",2.306
"BG424","2002-01-01",-0.891
"BG425","2002-01-01",4.535
"CH011","2002-01-01",3.25
"CH012","2002-01-01",-3.038
"CH021","2002-01-01",2.617
"CH022","2002-01-01",3.983
"CH023","2002-01-01",3.256
"CH024","2002-01-01",2.293
