"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2006-01-01",1.461
"AL012","2006-01-01",9.427
"AL013","2006-01-01",0.222
"AL014","2006-01-01",6.35
"AL015","2006-01-01",4.382
"AL021","2006-01-01",3.942
"AL022","2006-01-01",8.543
"AL031","2006-01-01",4.99
"AL032","2006-01-01",9.004
"AL033","2006-01-01",4.173
"AL034","2006-01-01",0.167
"AL035","2006-01-01",8.877
"AT111","2006-01-01",-2.592
"AT112","2006-01-01",-1.253
"AT113","2006-01-01",-0.942
"AT121","2006-01-01",-1.902
"AT122","2006-01-01",-2.287
"AT123","2006-01-01",-1.625
"AT124","2006-01-01",-3.847
"AT125","2006-01-01",-1.926
"AT126","2006-01-01",-1.556
"AT127","2006-01-01",-1.382
"AT211","2006-01-01",-2.586
"AT212","2006-01-01",-5.793
"AT213","2006-01-01",-3.577
"AT221","2006-01-01",-2.778
"AT222","2006-01-01",-4.58
"AT223","2006-01-01",-4.165
"AT224","2006-01-01",-0.309
"AT225","2006-01-01",-2.267
"AT226","2006-01-01",-5.334
"AT311","2006-01-01",-1.932
"AT312","2006-01-01",-2.1
"AT313","2006-01-01",-3.081
"AT314","2006-01-01",-2.749
"AT315","2006-01-01",-2.024
"AT321","2006-01-01",-5.758
"AT322","2006-01-01",-4.983
"AT323","2006-01-01",-3.37
"AT331","2006-01-01",-2.965
"AT332","2006-01-01",-2.417
"AT333","2006-01-01",-7.062
"AT334","2006-01-01",-3.464
"AT335","2006-01-01",-0.931
"AT341","2006-01-01",-1.911
"AT342","2006-01-01",0.483
"BA","2006-01-01",-0.131
"BE211","2006-01-01",4.864
"BE212","2006-01-01",4.857
"BE213","2006-01-01",4.756
"BE223","2006-01-01",3.965
"BE224","2006-01-01",4.526
"BE225","2006-01-01",3.967
"BE231","2006-01-01",4.24
"BE234","2006-01-01",4.724
"BE235","2006-01-01",4.286
"BE236","2006-01-01",4.455
"BE241","2006-01-01",4.435
"BE242","2006-01-01",4.152
"BE251","2006-01-01",4.916
"BE252","2006-01-01",5.587
"BE253","2006-01-01",4.457
"BE254","2006-01-01",4.357
"BE255","2006-01-01",5.104
"BE256","2006-01-01",4.331
"BE258","2006-01-01",5.208
"BE310","2006-01-01",3.947
"BE323","2006-01-01",4.181
"BE328","2006-01-01",4.186
"BE329","2006-01-01",4.038
"BE32A","2006-01-01",4.252
"BE32B","2006-01-01",3.635
"BE32C","2006-01-01",4.285
"BE32D","2006-01-01",3.579
"BE331","2006-01-01",3.094
"BE332","2006-01-01",3.28
"BE334","2006-01-01",3.921
"BE335","2006-01-01",2.043
"BE336","2006-01-01",-0.061
"BE342","2006-01-01",0.789
"BE343","2006-01-01",2.179
"BE344","2006-01-01",1.755
"BE345","2006-01-01",1.641
"BE351","2006-01-01",2.779
"BE352","2006-01-01",3.489
"BE353","2006-01-01",3.219
"BG311","2006-01-01",-0.039
"BG312","2006-01-01",0.703
"BG313","2006-01-01",0.364
"BG314","2006-01-01",0.458
"BG315","2006-01-01",0.574
"BG321","2006-01-01",0.172
"BG322","2006-01-01",-0.023
"BG323","2006-01-01",-0.222
"BG324","2006-01-01",-0.064
"BG325","2006-01-01",-0.041
"BG331","2006-01-01",0.968
"BG332","2006-01-01",-0.007
"BG333","2006-01-01",0.037
"BG334","2006-01-01",-0.4
"BG341","2006-01-01",1.683
"BG342","2006-01-01",-0.281
"BG343","2006-01-01",1.898
"BG344","2006-01-01",2.185
"BG411","2006-01-01",-0.12
"BG412","2006-01-01",-1.069
"BG413","2006-01-01",-1.064
"BG414","2006-01-01",-1.214
"BG415","2006-01-01",0.465
"BG421","2006-01-01",2.643
"BG422","2006-01-01",2.585
"BG423","2006-01-01",-0.013
"BG424","2006-01-01",-2.537
"BG425","2006-01-01",2.535
"CH011","2006-01-01",1.439
"CH012","2006-01-01",-3.906
"CH021","2006-01-01",0.844
"CH022","2006-01-01",2.425
"CH023","2006-01-01",1.042
"CH024","2006-01-01",-0.835
"CH025","2006-01-01",0.983
"CH032","2006-01-01",0.592
"CH033","2006-01-01",1.199
"CH040","2006-01-01",0.633
"CH051","2006-01-01",-5.792
"CH055","2006-01-01",-1.484
"CH056","2006-01-01",-5.052
"CH057","2006-01-01",0
"CH061","2006-01-01",2.98
"CH062","2006-01-01",-5.993
"CH063","2006-01-01",-1.029
"CH064","2006-01-01",0.207
"CH065","2006-01-01",-0.437
"CH070","2006-01-01",-2.073
"CY000","2006-01-01",17.397
"CZ010","2006-01-01",-2.915
"CZ020","2006-01-01",-2.742
"CZ031","2006-01-01",-2.988
"CZ032","2006-01-01",-1.923
"CZ041","2006-01-01",-2.27
"CZ042","2006-01-01",-2.593
"CZ051","2006-01-01",-3.611
