"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2022-01-01",5.23
"AL012","2022-01-01",11.545
"AL013","2022-01-01",4.025
"AL014","2022-01-01",9.261
"AL015","2022-01-01",7.494
"AL021","2022-01-01",8.068
"AL022","2022-01-01",9.919
"AL031","2022-01-01",9.772
"AL032","2022-01-01",12.26
"AL033","2022-01-01",7.561
"AL034","2022-01-01",3.753
"AL035","2022-01-01",11.635
"AT111","2022-01-01",5.69
"AT112","2022-01-01",6.957
"AT113","2022-01-01",6.565
"AT121","2022-01-01",5.088
"AT122","2022-01-01",4.001
"AT123","2022-01-01",5.709
"AT124","2022-01-01",3.9
"AT125","2022-01-01",6.024
"AT126","2022-01-01",6.106
"AT127","2022-01-01",6.913
"AT211","2022-01-01",2.549
"AT212","2022-01-01",-1.567
"AT213","2022-01-01",2.238
"AT221","2022-01-01",4.222
"AT222","2022-01-01",0.708
"AT223","2022-01-01",2.27
"AT224","2022-01-01",6.421
"AT225","2022-01-01",5.133
"AT226","2022-01-01",0.407
"AT311","2022-01-01",4.915
"AT312","2022-01-01",5.446
"AT313","2022-01-01",3.179
"AT314","2022-01-01",4.07
"AT315","2022-01-01",4.113
"AT321","2022-01-01",-1.369
"AT322","2022-01-01",-0.983
"AT323","2022-01-01",1.812
"AT331","2022-01-01",0.945
"AT332","2022-01-01",0.404
"AT333","2022-01-01",-2.864
"AT334","2022-01-01",-0.473
"AT335","2022-01-01",1.565
"AT341","2022-01-01",2.81
"AT342","2022-01-01",6.711
"BA","2022-01-01",4.899
"BE211","2022-01-01",8.386
"BE212","2022-01-01",8.493
"BE213","2022-01-01",7.814
"BE223","2022-01-01",7.765
"BE224","2022-01-01",7.344
"BE225","2022-01-01",7.672
"BE231","2022-01-01",7.64
"BE234","2022-01-01",8.084
"BE235","2022-01-01",7.686
"BE236","2022-01-01",7.855
"BE241","2022-01-01",7.548
"BE242","2022-01-01",6.866
"BE251","2022-01-01",8.331
"BE252","2022-01-01",8.26
"BE253","2022-01-01",8.312
"BE254","2022-01-01",8.221
"BE256","2022-01-01",8.731
"BE258","2022-01-01",8.609
"BE310","2022-01-01",6.12
"BE323","2022-01-01",6.818
"BE328","2022-01-01",7.149
"BE329","2022-01-01",6.97
"BE32A","2022-01-01",7.241
"BE32B","2022-01-01",6.453
"BE32C","2022-01-01",6.578
"BE32D","2022-01-01",6.035
"BE331","2022-01-01",6.794
"BE332","2022-01-01",7.18
"BE334","2022-01-01",7.303
"BE335","2022-01-01",5.998
"BE336","2022-01-01",4.64
"BE342","2022-01-01",4.965
"BE343","2022-01-01",5.424
"BE344","2022-01-01",4.764
"BE345","2022-01-01",5.898
"BE351","2022-01-01",6.249
"BE352","2022-01-01",6.557
"BE353","2022-01-01",5.947
"BG311","2022-01-01",6.757
"BG312","2022-01-01",6.803
"BG313","2022-01-01",6.575
"BG314","2022-01-01",7.138
"BG315","2022-01-01",6.177
"BG321","2022-01-01",6.75
"BG322","2022-01-01",4.324
"BG323","2022-01-01",6.8
"BG324","2022-01-01",6.944
"BG325","2022-01-01",6.207
"BG331","2022-01-01",6.478
"BG332","2022-01-01",6.154
"BG333","2022-01-01",6.037
"BG334","2022-01-01",5.828
"BG341","2022-01-01",6.831
"BG342","2022-01-01",5.233
"BG343","2022-01-01",7.559
"BG344","2022-01-01",6.198
"BG411","2022-01-01",3.28
"BG412","2022-01-01",2.661
"BG413","2022-01-01",2.231
"BG414","2022-01-01",2.311
"BG415","2022-01-01",1.936
"BG421","2022-01-01",5.778
"BG422","2022-01-01",7.077
"BG423","2022-01-01",2.181
"BG424","2022-01-01",0.024
"BG425","2022-01-01",6.002
"CH011","2022-01-01",4.605
"CH012","2022-01-01",-1.799
"CH021","2022-01-01",4.625
"CH022","2022-01-01",6.554
"CH023","2022-01-01",5.86
"CH024","2022-01-01",3.082
"CH025","2022-01-01",6.728
"CH032","2022-01-01",5.425
"CH033","2022-01-01",6.26
