"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2023-01-01",6.878
"AL012","2023-01-01",14.045
"AL013","2023-01-01",5.338
"AL014","2023-01-01",10.992
"AL015","2023-01-01",9.25
"AL021","2023-01-01",10.25
"AL022","2023-01-01",12.339
"AL031","2023-01-01",11.523
"AL032","2023-01-01",14.094
"AL033","2023-01-01",10.327
"AL034","2023-01-01",6.908
"AL035","2023-01-01",13.999
"AT111","2023-01-01",5.893
"AT112","2023-01-01",7.701
"AT113","2023-01-01",6.442
"AT121","2023-01-01",5.291
"AT122","2023-01-01",4.668
"AT123","2023-01-01",6.044
"AT124","2023-01-01",4.472
"AT125","2023-01-01",5.882
"AT126","2023-01-01",7.017
"AT127","2023-01-01",7.029
"AT211","2023-01-01",3.544
"AT212","2023-01-01",-1.629
"AT213","2023-01-01",2.267
"AT221","2023-01-01",4.717
"AT222","2023-01-01",0.483
"AT223","2023-01-01",2.113
"AT224","2023-01-01",5.873
"AT225","2023-01-01",6.065
"AT226","2023-01-01",-0.058
"AT311","2023-01-01",5.698
"AT312","2023-01-01",5.635
"AT313","2023-01-01",3.912
"AT314","2023-01-01",3.839
"AT315","2023-01-01",3.948
"AT321","2023-01-01",-1.953
"AT322","2023-01-01",0.391
"AT323","2023-01-01",2.763
"AT331","2023-01-01",-0.522
"AT332","2023-01-01",0.263
"AT333","2023-01-01",-2.556
"AT334","2023-01-01",-1.141
"AT335","2023-01-01",1.613
"AT341","2023-01-01",1.576
"AT342","2023-01-01",6.023
"BA","2023-01-01",5.981
"BE211","2023-01-01",6.89
"BE212","2023-01-01",6.948
"BE213","2023-01-01",6.847
"BE223","2023-01-01",6.6
"BE224","2023-01-01",7.136
"BE225","2023-01-01",6.707
"BE231","2023-01-01",7.169
"BE234","2023-01-01",6.884
"BE235","2023-01-01",7.247
"BE236","2023-01-01",6.724
"BE241","2023-01-01",6.73
"BE242","2023-01-01",7.126
"BE251","2023-01-01",6.929
"BE252","2023-01-01",7.351
"BE253","2023-01-01",7.402
"BE254","2023-01-01",6.78
"BE256","2023-01-01",6.831
"BE258","2023-01-01",8.026
"BE310","2023-01-01",6.558
"BE323","2023-01-01",6.363
"BE328","2023-01-01",6.709
"BE329","2023-01-01",6.22
"BE32A","2023-01-01",6.964
"BE32B","2023-01-01",5.908
"BE32C","2023-01-01",6.467
"BE32D","2023-01-01",5.479
"BE331","2023-01-01",5.765
"BE332","2023-01-01",5.98
"BE334","2023-01-01",6.103
"BE335","2023-01-01",4.893
"BE336","2023-01-01",4.306
"BE342","2023-01-01",4.637
"BE343","2023-01-01",4.871
"BE344","2023-01-01",4.739
"BE345","2023-01-01",6.388
"BE351","2023-01-01",5.479
"BE352","2023-01-01",5.739
"BE353","2023-01-01",5.492
