"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2005-01-01",4.608
"AL012","2005-01-01",10.76
"AL013","2005-01-01",3.352
"AL014","2005-01-01",8.401
"AL015","2005-01-01",6.375
"AL021","2005-01-01",7.25
"AL022","2005-01-01",10.376
"AL031","2005-01-01",7.523
"AL032","2005-01-01",11.254
"AL033","2005-01-01",6.853
"AL034","2005-01-01",3.956
"AL035","2005-01-01",11.019
"AT111","2005-01-01",2.575
"AT112","2005-01-01",4.395
"AT113","2005-01-01",4.317
"AT121","2005-01-01",2.477
"AT122","2005-01-01",1.957
"AT123","2005-01-01",3.293
"AT124","2005-01-01",2.453
"AT125","2005-01-01",3.785
"AT126","2005-01-01",4.181
"AT127","2005-01-01",4.244
"AT211","2005-01-01",0.597
"AT212","2005-01-01",-3.992
"AT213","2005-01-01",-0.642
"AT221","2005-01-01",3.646
"AT222","2005-01-01",-2.751
"AT223","2005-01-01",-0.599
"AT224","2005-01-01",5.188
"AT225","2005-01-01",2.633
"AT226","2005-01-01",-2.436
"AT311","2005-01-01",2.53
"AT312","2005-01-01",2.319
"AT313","2005-01-01",0.585
"AT314","2005-01-01",0.775
"AT315","2005-01-01",0.983
"AT321","2005-01-01",-4.765
"AT322","2005-01-01",-4.015
"AT323","2005-01-01",-0.97
"AT331","2005-01-01",-2.913
"AT332","2005-01-01",-3.204
"AT333","2005-01-01",-5.867
"AT334","2005-01-01",-4.969
"AT335","2005-01-01",-1.556
"AT341","2005-01-01",-1.166
"AT342","2005-01-01",2.744
"BA","2005-01-01",3.348
"BE211","2005-01-01",7.578
"BE212","2005-01-01",7.198
"BE213","2005-01-01",7.318
"BE223","2005-01-01",6.731
"BE224","2005-01-01",6.874
"BE225","2005-01-01",7.726
"BE231","2005-01-01",7.073
"BE234","2005-01-01",7.384
"BE235","2005-01-01",7.119
"BE236","2005-01-01",7.5
"BE241","2005-01-01",6.867
"BE242","2005-01-01",6.709
"BE251","2005-01-01",7.429
"BE252","2005-01-01",8.387
"BE253","2005-01-01",7.357
"BE254","2005-01-01",6.857
"BE255","2005-01-01",8.504
"BE256","2005-01-01",7.331
"BE258","2005-01-01",8.426
"BE310","2005-01-01",6.296
"BE323","2005-01-01",6.363
"BE328","2005-01-01",7.119
"BE329","2005-01-01",5.791
"BE32A","2005-01-01",6.915
"BE32B","2005-01-01",6.272
"BE32C","2005-01-01",6.082
"BE32D","2005-01-01",5.646
"BE331","2005-01-01",5.463
"BE332","2005-01-01",6.313
"BE334","2005-01-01",6.02
"BE335","2005-01-01",3.916
"BE336","2005-01-01",3.102
"BE342","2005-01-01",3.278
"BE343","2005-01-01",4.662
"BE344","2005-01-01",3.795
"BE345","2005-01-01",4.796
"BE351","2005-01-01",5.196
"BE352","2005-01-01",5.508
"BE353","2005-01-01",5.063
"BG311","2005-01-01",6.903
"BG312","2005-01-01",6.394
"BG313","2005-01-01",6.87
"BG314","2005-01-01",7.434
"BG315","2005-01-01",6.643
"BG321","2005-01-01",6.649
"BG322","2005-01-01",5.504
"BG323","2005-01-01",6.868
"BG324","2005-01-01",5.959
"BG325","2005-01-01",6.19
"BG331","2005-01-01",6.969
"BG332","2005-01-01",6.456
"BG333","2005-01-01",6.694
"BG334","2005-01-01",6.302
"BG341","2005-01-01",7.173
"BG342","2005-01-01",6.176
"BG343","2005-01-01",7.353
"BG344","2005-01-01",7.402
"BG411","2005-01-01",4.08
"BG412","2005-01-01",3.718
"BG413","2005-01-01",2.755
"BG414","2005-01-01",3.127
"BG415","2005-01-01",4.228
"BG421","2005-01-01",7.247
"BG422","2005-01-01",7.954
"BG423","2005-01-01",3.923
"BG424","2005-01-01",1.901
"BG425","2005-01-01",6.838
"CH011","2005-01-01",0.673
"CH012","2005-01-01",-5.286
"CH021","2005-01-01",-0.071
"CH022","2005-01-01",2.164
"CH023","2005-01-01",2.642
"CH024","2005-01-01",-0.294
"CH025","2005-01-01",2.919
"CH032","2005-01-01",1.55
"CH033","2005-01-01",1.915
"CH040","2005-01-01",1.974
"CH051","2005-01-01",-6.219
"CH055","2005-01-01",0.527
"CH056","2005-01-01",-5.779
"CH057","2005-01-01",2.321
"CH061","2005-01-01",1.474
"CH062","2005-01-01",-5.872
"CH063","2005-01-01",0.137
"CH064","2005-01-01",-1.365
"CH065","2005-01-01",-2.687
"CH070","2005-01-01",-0.907
"CY000","2005-01-01",18.418
"CZ010","2005-01-01",3.639
"CZ020","2005-01-01",3.26
"CZ031","2005-01-01",2.862
"CZ032","2005-01-01",2.741
"CZ041","2005-01-01",2.305
"CZ042","2005-01-01",3.074
"CZ051","2005-01-01",2.04
"CZ052","2005-01-01",2.612
"CZ053","2005-01-01",2.459
"CZ063","2005-01-01",2.393
"CZ064","2005-01-01",3.139
"CZ071","2005-01-01",2.056
"CZ072","2005-01-01",1.339
"CZ080","2005-01-01",1.836
"DE112","2005-01-01",3.994
