"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2020-01-01",5.55
"AL012","2020-01-01",12.402
"AL013","2020-01-01",3.888
"AL014","2020-01-01",9.42
"AL015","2020-01-01",7.607
"AL021","2020-01-01",8.625
"AL022","2020-01-01",10.982
"AL031","2020-01-01",9.96
"AL032","2020-01-01",13.031
"AL033","2020-01-01",8.702
"AL034","2020-01-01",5.22
"AL035","2020-01-01",12.499
"AT111","2020-01-01",4.53
"AT112","2020-01-01",5.837
"AT113","2020-01-01",5.632
"AT121","2020-01-01",5.64
"AT122","2020-01-01",5.121
"AT123","2020-01-01",6.094
"AT124","2020-01-01",3.392
"AT125","2020-01-01",4.038
"AT126","2020-01-01",5.042
"AT127","2020-01-01",5.236
"AT211","2020-01-01",4.836
"AT212","2020-01-01",0.881
"AT213","2020-01-01",3.767
"AT221","2020-01-01",2.453
"AT222","2020-01-01",1.439
"AT223","2020-01-01",2.891
"AT224","2020-01-01",6.188
"AT225","2020-01-01",5.133
"AT226","2020-01-01",1.703
"AT311","2020-01-01",5.423
"AT312","2020-01-01",4.919
"AT313","2020-01-01",3.402
"AT314","2020-01-01",4.562
"AT315","2020-01-01",5.133
"AT321","2020-01-01",-0.203
"AT322","2020-01-01",1.018
"AT323","2020-01-01",3.963
"AT331","2020-01-01",1.111
"AT332","2020-01-01",1.5
"AT333","2020-01-01",-2.157
"AT334","2020-01-01",-0.438
"AT335","2020-01-01",1.891
"AT341","2020-01-01",2.572
"AT342","2020-01-01",5.794
"BA","2020-01-01",4.637
"BE211","2020-01-01",7.442
"BE212","2020-01-01",7.448
"BE213","2020-01-01",7.37
"BE223","2020-01-01",7.602
"BE224","2020-01-01",7.208
"BE225","2020-01-01",7.331
"BE231","2020-01-01",7.24
"BE234","2020-01-01",7.718
"BE235","2020-01-01",7.286
"BE236","2020-01-01",7.455
"BE241","2020-01-01",7.435
"BE242","2020-01-01",7.402
"BE251","2020-01-01",8.059
"BE252","2020-01-01",8.209
"BE253","2020-01-01",8.257
"BE254","2020-01-01",7.357
"BE256","2020-01-01",7.558
"BE258","2020-01-01",8.026
"BE310","2020-01-01",7.038
"BE323","2020-01-01",6.999
"BE328","2020-01-01",7.286
"BE329","2020-01-01",7.32
"BE32A","2020-01-01",7.511
"BE32B","2020-01-01",6.408
"BE32C","2020-01-01",7.376
"BE32D","2020-01-01",6.388
"BE331","2020-01-01",6.902
"BE332","2020-01-01",7.525
"BE334","2020-01-01",7.012
"BE335","2020-01-01",6.316
"BE336","2020-01-01",5.165
"BE342","2020-01-01",5.38
"BE343","2020-01-01",6.14
"BE344","2020-01-01",5.716
"BE345","2020-01-01",7.192
"BE351","2020-01-01",6.479
"BE352","2020-01-01",6.444
"BE353","2020-01-01",5.992
"BG311","2020-01-01",7.498
"BG312","2020-01-01",7.068
"BG313","2020-01-01",6.684
"BG314","2020-01-01",7.825
"BG315","2020-01-01",6.343
"BG321","2020-01-01",6.848
"BG322","2020-01-01",5.691
"BG323","2020-01-01",6.383
"BG324","2020-01-01",6.49
"BG325","2020-01-01",5.833
"BG331","2020-01-01",7.103
"BG332","2020-01-01",5.936
"BG333","2020-01-01",5.804
"BG334","2020-01-01",6.005
"BG341","2020-01-01",7.512
"BG342","2020-01-01",6.348
"BG343","2020-01-01",8.047
"BG344","2020-01-01",8.122
"BG411","2020-01-01",4.813
"BG412","2020-01-01",4.507
"BG413","2020-01-01",3.841
"BG414","2020-01-01",4.096
"BG415","2020-01-01",5.047
"BG421","2020-01-01",8.406
"BG422","2020-01-01",9.164
"BG423","2020-01-01",4.939
"BG424","2020-01-01",2.68
"BG425","2020-01-01",7.869
"CH011","2020-01-01",5.182
"CH012","2020-01-01",-1.595
"CH021","2020-01-01",5.369
"CH022","2020-01-01",7.27
"CH023","2020-01-01",5.625
"CH024","2020-01-01",2.403
"CH025","2020-01-01",6.778
"CH032","2020-01-01",4.258
"CH033","2020-01-01",6.129
"CH040","2020-01-01",5.801
"CH051","2020-01-01",-1.681
"CH055","2020-01-01",4.081
"CH056","2020-01-01",-2.114
"CH057","2020-01-01",6.077
"CH061","2020-01-01",8.003
"CH062","2020-01-01",-1.676
"CH063","2020-01-01",4.416
"CH064","2020-01-01",4.007
"CH065","2020-01-01",3.73
"CH070","2020-01-01",2.01
"CY000","2020-01-01",14.7
"CZ010","2020-01-01",5.739
"CZ020","2020-01-01",5.42
"CZ031","2020-01-01",4.735
"CZ032","2020-01-01",5.225
"CZ041","2020-01-01",4.093
"CZ042","2020-01-01",4.786
"CZ051","2020-01-01",4.623
"CZ052","2020-01-01",5.128
"CZ053","2020-01-01",3.538
"CZ063","2020-01-01",2.757
"CZ064","2020-01-01",3.373
"CZ071","2020-01-01",3.279
"CZ072","2020-01-01",2.812
"CZ080","2020-01-01",3.875
"DE112","2020-01-01",6.43
"DE113","2020-01-01",7.113
"DE114","2020-01-01",5.21
"DE115","2020-01-01",6.719
"DE116","2020-01-01",6.903
"DE118","2020-01-01",6.87
"DE119","2020-01-01",6.695
"DE11A","2020-01-01",5.767
"DE11B","2020-01-01",6.158
"DE11C","2020-01-01",5.659
"DE11D","2020-01-01",5.336
"DE123","2020-01-01",7.515
"DE127","2020-01-01",6.498
"DE128","2020-01-01",7.055
"DE12A","2020-01-01",5.126
"DE12B","2020-01-01",6.086
"DE12C","2020-01-01",5.194
"DE132","2020-01-01",7.082
"DE133","2020-01-01",6.169
"DE134","2020-01-01",7.248
"DE135","2020-01-01",5.819
"DE136","2020-01-01",5.547
"DE137","2020-01-01",5.651
"DE138","2020-01-01",6.438
"DE139","2020-01-01",7.183
"DE13A","2020-01-01",6.182
"DE141","2020-01-01",4.987
"DE143","2020-01-01",6.522
"DE145","2020-01-01",4.826
"DE146","2020-01-01",5.404
"DE147","2020-01-01",6.024
"DE148","2020-01-01",5.652
"DE149","2020-01-01",5.576
"DE214","2020-01-01",6.088
"DE215","2020-01-01",4.391
"DE216","2020-01-01",6.018
"DE217","2020-01-01",6.699
"DE218","2020-01-01",6.172
"DE219","2020-01-01",4.762
"DE21A","2020-01-01",5.994
"DE21B","2020-01-01",6.276
"DE21C","2020-01-01",6.334
"DE21D","2020-01-01",5.34
"DE21E","2020-01-01",5.58
"DE21F","2020-01-01",4.637
"DE21G","2020-01-01",5.899
"DE21H","2020-01-01",6.368
"DE21I","2020-01-01",5.69
"DE21J","2020-01-01",5.543
"DE21K","2020-01-01",5.8
"DE21L","2020-01-01",7.201
"DE21M","2020-01-01",5.217
"DE21N","2020-01-01",6.745
"DE224","2020-01-01",4.987
"DE225","2020-01-01",3.604
"DE226","2020-01-01",5.108
"DE227","2020-01-01",5.261
"DE228","2020-01-01",6.129
"DE229","2020-01-01",4.028
"DE22A","2020-01-01",5.25
"DE22B","2020-01-01",4.736
"DE22C","2020-01-01",5.549
"DE234","2020-01-01",4.579
"DE235","2020-01-01",4.679
"DE236","2020-01-01",4.588
"DE237","2020-01-01",3.585
"DE238","2020-01-01",4.638
"DE239","2020-01-01",4.95
"DE23A","2020-01-01",4.941
"DE245","2020-01-01",5.719
"DE246","2020-01-01",5.619
"DE247","2020-01-01",5.119
"DE248","2020-01-01",5.571
"DE249","2020-01-01",4.587
"DE24A","2020-01-01",4.551
"DE24B","2020-01-01",5.292
"DE24C","2020-01-01",5.288
"DE24D","2020-01-01",4.366
"DE256","2020-01-01",5.088
"DE257","2020-01-01",5.992
"DE258","2020-01-01",5.595
"DE259","2020-01-01",4.705
"DE25A","2020-01-01",6.043
"DE25B","2020-01-01",5.415
"DE25C","2020-01-01",4.828
"DE264","2020-01-01",6.147
"DE265","2020-01-01",5.615
"DE266","2020-01-01",6.328
"DE267","2020-01-01",5.413
"DE268","2020-01-01",6.383
"DE269","2020-01-01",6.888
"DE26A","2020-01-01",6.068
"DE26B","2020-01-01",6.322
"DE26C","2020-01-01",5.898
"DE275","2020-01-01",6.706
"DE276","2020-01-01",6.47
"DE277","2020-01-01",5.829
"DE278","2020-01-01",6.198
"DE279","2020-01-01",6.385
"DE27A","2020-01-01",5.261
"DE27B","2020-01-01",5.183
"DE27C","2020-01-01",5.717
"DE27D","2020-01-01",5.517
"DE27E","2020-01-01",4.793
"DE300","2020-01-01",7.105
"DE405","2020-01-01",6.707
"DE406","2020-01-01",7.224
"DE407","2020-01-01",6.709
"DE408","2020-01-01",7.196
"DE409","2020-01-01",6.747
"DE40A","2020-01-01",6.695
"DE40B","2020-01-01",6.35
"DE40C","2020-01-01",7.402
"DE40D","2020-01-01",6.704
"DE40E","2020-01-01",7.137
"DE40F","2020-01-01",6.876
"DE40G","2020-01-01",6.617
"DE40H","2020-01-01",7.584
"DE40I","2020-01-01",6.681
"DE501","2020-01-01",6.589
"DE600","2020-01-01",7.149
"DE712","2020-01-01",7.543
"DE715","2020-01-01",7.584
"DE716","2020-01-01",6.907
"DE717","2020-01-01",7.439
"DE719","2020-01-01",6.275
"DE71A","2020-01-01",6.744
"DE71B","2020-01-01",6.167
"DE71D","2020-01-01",6.22
"DE71E","2020-01-01",6.739
"DE721","2020-01-01",6.779
"DE722","2020-01-01",7.076
"DE723","2020-01-01",6.876
"DE724","2020-01-01",6.832
"DE725","2020-01-01",6.143
"DE732","2020-01-01",6.309
"DE733","2020-01-01",6.272
"DE734","2020-01-01",5.703
"DE735","2020-01-01",6.205
"DE736","2020-01-01",5.428
"DE737","2020-01-01",6.121
"DE80J","2020-01-01",6.776
"DE80K","2020-01-01",7.172
"DE80L","2020-01-01",7.086
"DE80M","2020-01-01",7.138
"DE80N","2020-01-01",7.075
"DE80O","2020-01-01",7.382
"DE912","2020-01-01",8.077
"DE914","2020-01-01",7.224
"DE916","2020-01-01",7.185
"DE917","2020-01-01",7.749
"DE918","2020-01-01",6.486
"DE91A","2020-01-01",7.411
"DE91B","2020-01-01",8.051
"DE91C","2020-01-01",6.224
"DE922","2020-01-01",7.64
"DE923","2020-01-01",6.493
"DE925","2020-01-01",7.639
"DE926","2020-01-01",6.407
"DE927","2020-01-01",7.769
"DE928","2020-01-01",7.327
"DE929","2020-01-01",7.491
"DE931","2020-01-01",6.817
"DE932","2020-01-01",6.807
"DE933","2020-01-01",7.106
"DE934","2020-01-01",6.89
"DE935","2020-01-01",6.877
"DE936","2020-01-01",7.539
"DE937","2020-01-01",7.163
"DE938","2020-01-01",6.776
"DE939","2020-01-01",7.239
"DE93A","2020-01-01",7.206
"DE93B","2020-01-01",7.043
"DE945","2020-01-01",7.263
"DE946","2020-01-01",7.185
