"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2012-01-01",3.378
"AL012","2012-01-01",11.434
"AL013","2012-01-01",1.751
"AL014","2012-01-01",7.103
"AL015","2012-01-01",5.05
"AL021","2012-01-01",6.65
"AL022","2012-01-01",10.776
"AL031","2012-01-01",7.727
"AL032","2012-01-01",10.949
"AL033","2012-01-01",5.327
"AL034","2012-01-01",1.389
"AL035","2012-01-01",9.685
"AT111","2012-01-01",3.53
"AT112","2012-01-01",5.201
"AT113","2012-01-01",3.932
"AT121","2012-01-01",3.602
"AT122","2012-01-01",1.454
"AT123","2012-01-01",3.625
"AT124","2012-01-01",1.513
"AT125","2012-01-01",3.908
"AT126","2012-01-01",4.528
"AT127","2012-01-01",5.227
"AT211","2012-01-01",1.655
"AT212","2012-01-01",-3.125
"AT213","2012-01-01",-0.133
"AT221","2012-01-01",2.562
"AT222","2012-01-01",-2.356
"AT223","2012-01-01",-1.377
"AT224","2012-01-01",2.769
"AT225","2012-01-01",2.883
"AT226","2012-01-01",-2.287
"AT311","2012-01-01",3.46
"AT312","2012-01-01",3.719
"AT313","2012-01-01",1.169
"AT314","2012-01-01",1.418
"AT315","2012-01-01",2.164
"AT321","2012-01-01",-4.042
"AT322","2012-01-01",-3.379
"AT323","2012-01-01",0.13
"AT331","2012-01-01",-2.056
"AT332","2012-01-01",-1.75
"AT333","2012-01-01",-6.193
"AT334","2012-01-01",-3.532
"AT335","2012-01-01",-0.613
"AT341","2012-01-01",0.141
"AT342","2012-01-01",4.211
"BA","2012-01-01",2.375
"BE211","2012-01-01",6.025
"BE212","2012-01-01",6.486
"BE213","2012-01-01",6.412
"BE223","2012-01-01",6.701
"BE224","2012-01-01",6.246
"BE225","2012-01-01",6.672
"BE231","2012-01-01",6.823
"BE234","2012-01-01",7.468
"BE235","2012-01-01",6.786
"BE236","2012-01-01",7.409
"BE241","2012-01-01",7.185
"BE242","2012-01-01",6.698
"BE251","2012-01-01",7.059
"BE252","2012-01-01",6.756
"BE253","2012-01-01",7.557
"BE254","2012-01-01",6.857
"BE255","2012-01-01",7.74
"BE256","2012-01-01",6.831
"BE258","2012-01-01",7.248
"BE310","2012-01-01",5.758
"BE323","2012-01-01",6.613
"BE328","2012-01-01",7.331
"BE329","2012-01-01",6.387
"BE32A","2012-01-01",7.04
"BE32B","2012-01-01",6.272
"BE32C","2012-01-01",6.922
"BE32D","2012-01-01",5.729
"BE331","2012-01-01",5.777
"BE332","2012-01-01",6.252
"BE334","2012-01-01",5.641
"BE335","2012-01-01",5.747
"BE336","2012-01-01",4.04
"BE342","2012-01-01",4.335
"BE343","2012-01-01",4.92
"BE344","2012-01-01",4.638
"BE345","2012-01-01",5.186
"BE351","2012-01-01",5.594
"BE352","2012-01-01",6.004
"BE353","2012-01-01",5.659
"BG311","2012-01-01",2.834
"BG312","2012-01-01",3.348
"BG313","2012-01-01",3.444
"BG314","2012-01-01",2.911
"BG315","2012-01-01",0.926
"BG321","2012-01-01",2.407
"BG322","2012-01-01",1.066
"BG323","2012-01-01",1.952
"BG324","2012-01-01",1.449
"BG325","2012-01-01",1.79
"BG331","2012-01-01",1.88
"BG332","2012-01-01",1.567
"BG333","2012-01-01",0.889
"BG334","2012-01-01",1.071
"BG341","2012-01-01",2.655
"BG342","2012-01-01",0.595
"BG343","2012-01-01",2.766
"BG344","2012-01-01",1.882
"BG411","2012-01-01",0.396
"BG412","2012-01-01",0.431
"BG413","2012-01-01",-0.691
"BG414","2012-01-01",0.487
"BG415","2012-01-01",0.553
"BG421","2012-01-01",1.961
"BG422","2012-01-01",2.717
"BG423","2012-01-01",-0.356
"BG424","2012-01-01",-2.255
"BG425","2012-01-01",2.53
"CH011","2012-01-01",2.929
"CH012","2012-01-01",-3.673
"CH021","2012-01-01",2.453
"CH022","2012-01-01",5.054
"CH023","2012-01-01",3.625
"CH024","2012-01-01",2.132
"CH025","2012-01-01",3.8
"CH032","2012-01-01",3.425
"CH033","2012-01-01",4.59
"CH040","2012-01-01",3.815
"CH051","2012-01-01",-3.681
"CH055","2012-01-01",2.036
"CH056","2012-01-01",-4.689
"CH057","2012-01-01",4.621
"CH061","2012-01-01",5.139
"CH062","2012-01-01",-4.565
"CH063","2012-01-01",2.326
"CH064","2012-01-01",1.507
"CH065","2012-01-01",0.973
"CH070","2012-01-01",0.237
"CY000","2012-01-01",15.807
"CZ010","2012-01-01",4.315
"CZ020","2012-01-01",3.482
"CZ031","2012-01-01",2.12
"CZ032","2012-01-01",2.649
"CZ041","2012-01-01",1.437
"CZ042","2012-01-01",3.159
"CZ051","2012-01-01",2.419
"CZ052","2012-01-01",1.966
"CZ053","2012-01-01",1.49
"CZ063","2012-01-01",0.935
"CZ064","2012-01-01",2.732
"CZ071","2012-01-01",1.12
"CZ072","2012-01-01",0.793
"CZ080","2012-01-01",0.375
"DE112","2012-01-01",4.193
"DE113","2012-01-01",4.376
"DE114","2012-01-01",3.097
"DE115","2012-01-01",5.505
"DE116","2012-01-01",4.421
"DE118","2012-01-01",5.332
"DE119","2012-01-01",4.002
