"NUTS_CODE","TIMESTAMP","MEDIAN"
"AL011","2013-01-01",5.531
"AL012","2013-01-01",12.545
"AL013","2013-01-01",4.347
"AL014","2013-01-01",9.382
"AL015","2013-01-01",7.299
"AL021","2013-01-01",8.65
"AL022","2013-01-01",12.376
"AL031","2013-01-01",9.923
"AL032","2013-01-01",13.238
"AL033","2013-01-01",8.327
"AL034","2013-01-01",5.084
"AL035","2013-01-01",12.322
"AT111","2013-01-01",3.361
"AT112","2013-01-01",3.601
"AT113","2013-01-01",3.863
"AT121","2013-01-01",2.765
"AT122","2013-01-01",1.697
"AT123","2013-01-01",2.483
"AT124","2013-01-01",0.802
"AT125","2013-01-01",2.57
"AT126","2013-01-01",3.255
"AT127","2013-01-01",3.749
"AT211","2013-01-01",3.526
"AT212","2013-01-01",-0.598
"AT213","2013-01-01",1.449
"AT221","2013-01-01",1.646
"AT222","2013-01-01",-0.856
"AT223","2013-01-01",-0.214
"AT224","2013-01-01",3.133
"AT225","2013-01-01",3.419
"AT226","2013-01-01",-0.546
"AT311","2013-01-01",2.698
"AT312","2013-01-01",3.004
"AT313","2013-01-01",0.769
"AT314","2013-01-01",2.016
"AT315","2013-01-01",1.927
"AT321","2013-01-01",-2.508
"AT322","2013-01-01",-1.899
"AT323","2013-01-01",-0.188
"AT331","2013-01-01",-0.979
"AT332","2013-01-01",-1.25
"AT333","2013-01-01",-3.376
"AT334","2013-01-01",-3.056
"AT335","2013-01-01",-0.617
"AT341","2013-01-01",-0.035
"AT342","2013-01-01",3.068
"BA","2013-01-01",4.581
"BE211","2013-01-01",4.711
"BE212","2013-01-01",4.448
"BE213","2013-01-01",4.389
"BE223","2013-01-01",4.379
"BE224","2013-01-01",4.208
"BE225","2013-01-01",4.957
"BE231","2013-01-01",4.007
"BE234","2013-01-01",4.057
"BE235","2013-01-01",4.5
"BE236","2013-01-01",4.455
"BE241","2013-01-01",4.697
"BE242","2013-01-01",4.029
"BE251","2013-01-01",4.329
"BE252","2013-01-01",4.425
"BE253","2013-01-01",4.857
"BE254","2013-01-01",4.257
"BE255","2013-01-01",3.971
"BE256","2013-01-01",4.231
"BE258","2013-01-01",4.026
"BE310","2013-01-01",4.02
"BE323","2013-01-01",4.238
"BE328","2013-01-01",4.186
"BE329","2013-01-01",4.153
"BE32A","2013-01-01",4.08
"BE32B","2013-01-01",4.265
"BE32C","2013-01-01",4.61
"BE32D","2013-01-01",3.417
"BE331","2013-01-01",3.787
"BE332","2013-01-01",3.568
"BE334","2013-01-01",3.666
"BE335","2013-01-01",2.245
"BE336","2013-01-01",1.256
"BE342","2013-01-01",1.88
"BE343","2013-01-01",2.343
"BE344","2013-01-01",2.295
"BE345","2013-01-01",2.939
"BE351","2013-01-01",2.99
"BE352","2013-01-01",3.383
"BE353","2013-01-01",3.048
"BG311","2013-01-01",4.117
"BG312","2013-01-01",4.492
"BG313","2013-01-01",4.646
"BG314","2013-01-01",4.597
"BG315","2013-01-01",4.615
"BG321","2013-01-01",4.864
"BG322","2013-01-01",3.762
"BG323","2013-01-01",4.029
"BG324","2013-01-01",3.61
"BG325","2013-01-01",3.359
"BG331","2013-01-01",5.431
"BG332","2013-01-01",4.161
"BG333","2013-01-01",4.026
"BG334","2013-01-01",3.776
"BG341","2013-01-01",6.836
"BG342","2013-01-01",4.672
"BG343","2013-01-01",7.123
"BG344","2013-01-01",6.122
"BG411","2013-01-01",2.813
"BG412","2013-01-01",2.562
"BG413","2013-01-01",2.727
"BG414","2013-01-01",2.389
"BG415","2013-01-01",3.457
"BG421","2013-01-01",6.232
"BG422","2013-01-01",7.368
"BG423","2013-01-01",3.189
"BG424","2013-01-01",0.675
"BG425","2013-01-01",6.826
"CH011","2013-01-01",1.612
"CH012","2013-01-01",-4.195
"CH021","2013-01-01",1.659
"CH022","2013-01-01",3.966
"CH023","2013-01-01",2.756
"CH024","2013-01-01",0.546
"CH025","2013-01-01",2.678
"CH032","2013-01-01",1.733
"CH033","2013-01-01",3.751
"CH040","2013-01-01",3.641
"CH051","2013-01-01",-5.109
"CH055","2013-01-01",0.715
"CH056","2013-01-01",-3.852
"CH057","2013-01-01",3.598
"CH061","2013-01-01",3.83
"CH062","2013-01-01",-3.346
"CH063","2013-01-01",1.085
"CH064","2013-01-01",0.064
"CH065","2013-01-01",0.064
"CH070","2013-01-01",2.724
"CY000","2013-01-01",16.143
"CZ010","2013-01-01",1.905
"CZ020","2013-01-01",1.708
"CZ031","2013-01-01",0.723
"CZ032","2013-01-01",1.105
"CZ041","2013-01-01",0.892
"CZ042","2013-01-01",1.536
"CZ051","2013-01-01",0.535
"CZ052","2013-01-01",1.01
"CZ053","2013-01-01",0.867
"CZ063","2013-01-01",0.384
"CZ064","2013-01-01",1.236
"CZ071","2013-01-01",-0.349
"CZ072","2013-01-01",-0.05
"CZ080","2013-01-01",-0.331
"DE112","2013-01-01",3.286
"DE113","2013-01-01",3.863
"DE114","2013-01-01",2.394
"DE115","2013-01-01",4.845
"DE116","2013-01-01",4.186
"DE118","2013-01-01",4.788
"DE119","2013-01-01",3.634
"DE11A","2013-01-01",3.166
"DE11B","2013-01-01",2.946
"DE11C","2013-01-01",2.159
"DE11D","2013-01-01",2.484
"DE123","2013-01-01",4.622
"DE127","2013-01-01",3.784
"DE128","2013-01-01",4.555
"DE12A","2013-01-01",2.235
"DE12B","2013-01-01",3.842
"DE12C","2013-01-01",1.848
"DE132","2013-01-01",3.327
"DE133","2013-01-01",3.221
"DE134","2013-01-01",4.31
"DE135","2013-01-01",2.361
"DE136","2013-01-01",1.619
"DE137","2013-01-01",1.367
"DE138","2013-01-01",3.168
"DE139","2013-01-01",3.637
"DE13A","2013-01-01",2.496
"DE141","2013-01-01",1.587
"DE143","2013-01-01",2.581
"DE145","2013-01-01",1.716
"DE146","2013-01-01",2.289
"DE147","2013-01-01",3.33
"DE148","2013-01-01",2.886
"DE149","2013-01-01",2.211
"DE214","2013-01-01",3.151
"DE215","2013-01-01",1.873
"DE216","2013-01-01",2.404
"DE217","2013-01-01",3.116
"DE218","2013-01-01",3.626
"DE219","2013-01-01",2.866
"DE21A","2013-01-01",3.42
"DE21B","2013-01-01",3.828
"DE21C","2013-01-01",2.834
"DE21D","2013-01-01",2.161
"DE21E","2013-01-01",2.597
"DE21F","2013-01-01",1.173
"DE21G","2013-01-01",2.962
"DE21H","2013-01-01",3.183
"DE21I","2013-01-01",3.424
"DE21J","2013-01-01",3.828
"DE21K","2013-01-01",3.219
"DE21L","2013-01-01",3.066
"DE21M","2013-01-01",2.602
"DE21N","2013-01-01",3.165
"DE224","2013-01-01",2.554
"DE225","2013-01-01",0.705
"DE226","2013-01-01",3.316
"DE227","2013-01-01",3.121
"DE228","2013-01-01",3.186
"DE229","2013-01-01",0.917
"DE22A","2013-01-01",2.829
"DE22B","2013-01-01",3.067
"DE22C","2013-01-01",3.225
"DE234","2013-01-01",2.066
"DE235","2013-01-01",2.609
"DE236","2013-01-01",2.146
"DE237","2013-01-01",1.435
"DE238","2013-01-01",2.894
"DE239","2013-01-01",2.16
"DE23A","2013-01-01",0.674
"DE245","2013-01-01",2.814
"DE246","2013-01-01",1.761
"DE247","2013-01-01",2.823
"DE248","2013-01-01",2.796
"DE249","2013-01-01",0.627
"DE24A","2013-01-01",0.718
"DE24B","2013-01-01",1.877
"DE24C","2013-01-01",2.478
"DE24D","2013-01-01",0.714
"DE256","2013-01-01",2.932
"DE257","2013-01-01",2.992
"DE258","2013-01-01",2.862
"DE259","2013-01-01",2.461
"DE25A","2013-01-01",2.565
"DE25B","2013-01-01",2.994
"DE25C","2013-01-01",2.971
"DE264","2013-01-01",3.076
"DE265","2013-01-01",3.186
"DE266","2013-01-01",2.19
"DE267","2013-01-01",2.725
"DE268","2013-01-01",3.268
"DE269","2013-01-01",3.391
"DE26A","2013-01-01",3.516
"DE26B","2013-01-01",2.939
"DE26C","2013-01-01",3.192
"DE275","2013-01-01",2.789
