"NUTS_ID","TIMESTAMP","MEDIAN"
"AD","2013-01-01",-0.189
"AL011","2013-01-01",0.402
"AL012","2013-01-01",0.652
"AL013","2013-01-01",0.216
"AL014","2013-01-01",0.19
"AL015","2013-01-01",-0.045
"AL021","2013-01-01",0.67
"AL022","2013-01-01",0.205
"AL031","2013-01-01",0.499
"AL032","2013-01-01",0.412
"AL033","2013-01-01",0.747
"AL034","2013-01-01",0.755
"AL035","2013-01-01",0.471
"AT111","2013-01-01",-1.62
"AT112","2013-01-01",-1.173
"AT113","2013-01-01",-1.046
"AT121","2013-01-01",-0.766
"AT122","2013-01-01",-1.186
"AT123","2013-01-01",-1.054
"AT124","2013-01-01",0.565
"AT125","2013-01-01",0.749
"AT126","2013-01-01",-0.232
"AT127","2013-01-01",-0.416
"AT130","2013-01-01",0.102
"AT211","2013-01-01",-0.643
"AT212","2013-01-01",-0.101
"AT213","2013-01-01",-0.331
"AT221","2013-01-01",-0.503
"AT222","2013-01-01",-0.761
"AT223","2013-01-01",-0.602
"AT224","2013-01-01",-0.117
"AT225","2013-01-01",-0.092
"AT226","2013-01-01",-0.467
"AT311","2013-01-01",-0.77
"AT312","2013-01-01",-1.303
"AT313","2013-01-01",-1.179
"AT314","2013-01-01",-0.931
"AT315","2013-01-01",-0.252
"AT321","2013-01-01",-1.11
"AT322","2013-01-01",-0.776
"AT323","2013-01-01",-0.117
"AT331","2013-01-01",-0.862
"AT332","2013-01-01",-1.014
"AT333","2013-01-01",-0.419
"AT334","2013-01-01",-0.828
"AT335","2013-01-01",-0.854
"AT341","2013-01-01",-0.608
"AT342","2013-01-01",-0.23
"BA","2013-01-01",0.268
"BE211","2013-01-01",-0.278
"BE212","2013-01-01",0.248
"BE213","2013-01-01",0.686
"BE223","2013-01-01",0.177
"BE224","2013-01-01",-0.429
"BE225","2013-01-01",-0.34
"BE231","2013-01-01",1.06
"BE232","2013-01-01",1.104
"BE233","2013-01-01",0.785
"BE234","2013-01-01",0.869
"BE235","2013-01-01",0.502
"BE236","2013-01-01",1.053
"BE241","2013-01-01",0.712
"BE242","2013-01-01",0.679
"BE251","2013-01-01",0.125
"BE252","2013-01-01",0.037
"BE253","2013-01-01",-0.001
"BE254","2013-01-01",0.315
"BE255","2013-01-01",0.575
"BE256","2013-01-01",-0.007
"BE257","2013-01-01",0.022
"BE258","2013-01-01",0.359
"BE310","2013-01-01",-0.191
"BE323","2013-01-01",0.315
"BE328","2013-01-01",1.005
"BE329","2013-01-01",1.004
"BE32A","2013-01-01",0.456
"BE32B","2013-01-01",0.068
"BE32C","2013-01-01",0.338
"BE32D","2013-01-01",1.32
"BE331","2013-01-01",-0.586
"BE332","2013-01-01",0.345
"BE334","2013-01-01",0.272
"BE335","2013-01-01",-1.903
"BE336","2013-01-01",
"BE341","2013-01-01",
"BE342","2013-01-01",
"BE343","2013-01-01",
"BE344","2013-01-01",
"BE345","2013-01-01",
"BE351","2013-01-01",
"BE352","2013-01-01",-0.353
"BE353","2013-01-01",-0.19
"BG311","2013-01-01",-0.748
"BG312","2013-01-01",-0.963
"BG313","2013-01-01",-1.029
"BG314","2013-01-01",-1.005
"BG315","2013-01-01",-0.424
"BG321","2013-01-01",-0.443
"BG322","2013-01-01",-0.777
