"NUTS_ID","TIMESTAMP","MEDIAN"
"AD","2020-01-01",0.746
"AL011","2020-01-01",1.807
"AL012","2020-01-01",1.62
"AL013","2020-01-01",1.661
"AL014","2020-01-01",1.868
"AL015","2020-01-01",1.669
"AL021","2020-01-01",1.864
"AL022","2020-01-01",1.831
"AL031","2020-01-01",1.483
"AL032","2020-01-01",1.046
"AL033","2020-01-01",1.233
"AL034","2020-01-01",1.412
"AL035","2020-01-01",1.245
"AT111","2020-01-01",1.252
"AT112","2020-01-01",1.123
"AT113","2020-01-01",1.526
"AT121","2020-01-01",1.209
"AT122","2020-01-01",1.481
"AT123","2020-01-01",1.648
"AT124","2020-01-01",1.2
"AT125","2020-01-01",1.888
"AT126","2020-01-01",2.051
"AT127","2020-01-01",1.695
"AT130","2020-01-01",2.063
"AT211","2020-01-01",1.869
"AT212","2020-01-01",1.394
"AT213","2020-01-01",2.032
"AT221","2020-01-01",1.765
"AT222","2020-01-01",0.864
"AT223","2020-01-01",1.352
"AT224","2020-01-01",1.744
"AT225","2020-01-01",2.005
"AT226","2020-01-01",1.335
"AT311","2020-01-01",1.121
"AT312","2020-01-01",1.257
"AT313","2020-01-01",0.904
"AT314","2020-01-01",1.382
"AT315","2020-01-01",1.462
"AT321","2020-01-01",0.926
"AT322","2020-01-01",0.64
"AT323","2020-01-01",1.416
"AT331","2020-01-01",1.454
"AT332","2020-01-01",1.544
"AT333","2020-01-01",-0.67
"AT334","2020-01-01",0.926
"AT335","2020-01-01",1.141
"AT341","2020-01-01",1.498
"AT342","2020-01-01",1.716
"BA","2020-01-01",1.499
"BE211","2020-01-01",-0.674
"BE212","2020-01-01",-0.91
"BE213","2020-01-01",-1.182
"BE223","2020-01-01",-0.885
"BE224","2020-01-01",-0.338
"BE225","2020-01-01",-0.998
"BE231","2020-01-01",0.117
"BE232","2020-01-01",-1.277
"BE233","2020-01-01",0.751
"BE234","2020-01-01",0.331
"BE235","2020-01-01",1.222
"BE236","2020-01-01",-1.209
"BE241","2020-01-01",-0.838
"BE242","2020-01-01",0.094
"BE251","2020-01-01",1.011
"BE252","2020-01-01",1.062
"BE253","2020-01-01",1.149
"BE254","2020-01-01",1.383
"BE255","2020-01-01",1.21
"BE256","2020-01-01",0.951
"BE257","2020-01-01",0.887
"BE258","2020-01-01",1.086
"BE310","2020-01-01",-0.452
"BE323","2020-01-01",1.524
"BE328","2020-01-01",1.172
"BE329","2020-01-01",1.083
"BE32A","2020-01-01",0.923
"BE32B","2020-01-01",0.233
"BE32C","2020-01-01",0.356
"BE32D","2020-01-01",0.445
"BE331","2020-01-01",-0.786
"BE332","2020-01-01",-0.151
"BE334","2020-01-01",-1.011
"BE335","2020-01-01",-0.12
"BE336","2020-01-01",0.279
"BE341","2020-01-01",0.528
"BE342","2020-01-01",0.074
"BE343","2020-01-01",0.208
"BE344","2020-01-01",1.041
"BE345","2020-01-01",0.864
"BE351","2020-01-01",0.438
"BE352","2020-01-01",-0.398
"BE353","2020-01-01",-0.469
"BG311","2020-01-01",0.601
"BG312","2020-01-01",0.082
"BG313","2020-01-01",-0.325
"BG314","2020-01-01",-0.383
"BG315","2020-01-01",0.186
"BG321","2020-01-01",0.148
"BG322","2020-01-01",0.218
"BG323","2020-01-01",0.809
"BG324","2020-01-01",0.733
"BG325","2020-01-01",1.245
"BG331","2020-01-01",1.113
"BG332","2020-01-01",1.421
