"NUTS_ID","TIMESTAMP","MEDIAN"
"AD","2016-01-01",0.247
"AL011","2016-01-01",1.045
"AL012","2016-01-01",0.295
"AL013","2016-01-01",1.296
"AL014","2016-01-01",1.052
"AL015","2016-01-01",1.309
"AL021","2016-01-01",1.265
"AL022","2016-01-01",0.968
"AL031","2016-01-01",1.578
"AL032","2016-01-01",1.24
"AL033","2016-01-01",1.405
"AL034","2016-01-01",1.589
"AL035","2016-01-01",1.364
"AT111","2016-01-01",0.242
"AT112","2016-01-01",0.263
"AT113","2016-01-01",0.922
"AT121","2016-01-01",0.504
"AT122","2016-01-01",0.424
"AT123","2016-01-01",0.891
"AT124","2016-01-01",1.061
"AT125","2016-01-01",1.141
"AT126","2016-01-01",0.814
"AT127","2016-01-01",0.557
"AT130","2016-01-01",0.724
"AT211","2016-01-01",0.705
"AT212","2016-01-01",1.114
"AT213","2016-01-01",0.301
"AT221","2016-01-01",0.763
"AT222","2016-01-01",-0.474
"AT223","2016-01-01",0.287
"AT224","2016-01-01",0.977
"AT225","2016-01-01",0.641
"AT226","2016-01-01",0.557
"AT311","2016-01-01",0.837
"AT312","2016-01-01",0.55
"AT313","2016-01-01",0.201
"AT314","2016-01-01",-0.286
"AT315","2016-01-01",-0.24
"AT321","2016-01-01",0.315
"AT322","2016-01-01",-0.768
"AT323","2016-01-01",-0.38
"AT331","2016-01-01",-0.254
"AT332","2016-01-01",-0.065
"AT333","2016-01-01",0.943
"AT334","2016-01-01",-0.145
"AT335","2016-01-01",-0.303
"AT341","2016-01-01",-0.117
"AT342","2016-01-01",-0.321
"BA","2016-01-01",1.08
"BE211","2016-01-01",0.717
"BE212","2016-01-01",0.896
"BE213","2016-01-01",0.967
"BE223","2016-01-01",0.692
"BE224","2016-01-01",0.261
"BE225","2016-01-01",0.943
"BE231","2016-01-01",1.047
"BE232","2016-01-01",0.954
"BE233","2016-01-01",1.841
"BE234","2016-01-01",1.578
"BE235","2016-01-01",1.507
"BE236","2016-01-01",0.832
"BE241","2016-01-01",1.095
"BE242","2016-01-01",0.689
"BE251","2016-01-01",1.467
"BE252","2016-01-01",0.92
"BE253","2016-01-01",1.036
"BE254","2016-01-01",1.551
"BE255","2016-01-01",1.388
"BE256","2016-01-01",1.287
"BE257","2016-01-01",1.468
"BE258","2016-01-01",1.311
"BE310","2016-01-01",0.04
"BE323","2016-01-01",0.485
"BE328","2016-01-01",2.016
"BE329","2016-01-01",-0.951
"BE32A","2016-01-01",1.636
"BE32B","2016-01-01",-1.064
"BE32C","2016-01-01",0.254
"BE32D","2016-01-01",-1.01
"BE331","2016-01-01",-0.064
"BE332","2016-01-01",-0.231
"BE334","2016-01-01",0.245
"BE335","2016-01-01",-0.855
"BE336","2016-01-01",-0.507
"BE341","2016-01-01",-0.254
"BE342","2016-01-01",-1.555
"BE343","2016-01-01",-1.275
"BE344","2016-01-01",-1.411
"BE345","2016-01-01",-0.261
"BE351","2016-01-01",-0.903
"BE352","2016-01-01",-0.142
"BE353","2016-01-01",-1.157
"BG311","2016-01-01",1.43
"BG312","2016-01-01",1.077
"BG313","2016-01-01",1.032
"BG314","2016-01-01",1.411
"BG315","2016-01-01",1.455
"BG321","2016-01-01",1.455
"BG322","2016-01-01",1.228
"BG323","2016-01-01",1.188
"BG324","2016-01-01",1.081
"BG325","2016-01-01",0.892
"BG331","2016-01-01",1.208
"BG332","2016-01-01",1.097
"BG333","2016-01-01",1.207
"BG334","2016-01-01",1.113
"BG341","2016-01-01",1.433
"BG342","2016-01-01",1.284
"BG343","2016-01-01",1.379
"BG344","2016-01-01",1.22
"BG411","2016-01-01",1.075
"BG412","2016-01-01",1.382
"BG413","2016-01-01",1.504
"BG414","2016-01-01",1.528
"BG415","2016-01-01",1.56
"BG421","2016-01-01",1.129
"BG422","2016-01-01",1.528
"BG423","2016-01-01",1.298
"BG424","2016-01-01",1.412
"BG425","2016-01-01",1.348
"CH011","2016-01-01",0.047
"CH012","2016-01-01",0.463
"CH013","2016-01-01",1.065
"CH021","2016-01-01",-0.724
"CH022","2016-01-01",-0.483
"CH023","2016-01-01",-0.793
"CH024","2016-01-01",-1.472
"CH025","2016-01-01",-0.886
"CH032","2016-01-01",-0.442
"CH033","2016-01-01",-0.134
"CH040","2016-01-01",-0.408
"CH051","2016-01-01",0.146
"CH052","2016-01-01",-0.038
"CH053","2016-01-01",-0.735
"CH054","2016-01-01",-0.977
"CH055","2016-01-01",-0.431
"CH056","2016-01-01",0.604
"CH057","2016-01-01",0.482
"CH061","2016-01-01",-0.511
"CH062","2016-01-01",0.04
"CH063","2016-01-01",-0.532
"CH064","2016-01-01",-0.942
"CH065","2016-01-01",1.168
"CH066","2016-01-01",-0.069
"CH070","2016-01-01",1.404
"CY000","2016-01-01",-0.596
"CZ010","2016-01-01",1.94
"CZ020","2016-01-01",1.775
"CZ031","2016-01-01",1.337
"CZ032","2016-01-01",1.464
"CZ041","2016-01-01",1.347
"CZ042","2016-01-01",1.124
"CZ051","2016-01-01",0.877
"CZ052","2016-01-01",1.474
"CZ053","2016-01-01",1.618
"CZ063","2016-01-01",1.28
"CZ064","2016-01-01",0.46
"CZ071","2016-01-01",1.384
"CZ072","2016-01-01",1.407
"CZ080","2016-01-01",1.478
"DE112","2016-01-01",0.975
"DE113","2016-01-01",0.906
"DE114","2016-01-01",1.337
"DE115","2016-01-01",0.627
"DE116","2016-01-01",1.093
"DE118","2016-01-01",-0.224
"DE119","2016-01-01",1.529
"DE11A","2016-01-01",1.552
"DE11B","2016-01-01",1.503
"DE11C","2016-01-01",1.019
"DE11D","2016-01-01",1.346
"DE121","2016-01-01",0.424
"DE122","2016-01-01",1.311
"DE123","2016-01-01",1.101
"DE124","2016-01-01",0.176
"DE125","2016-01-01",0.696
"DE127","2016-01-01",1.451
"DE128","2016-01-01",1.142
"DE129","2016-01-01",0.114
"DE12A","2016-01-01",0.482
"DE12B","2016-01-01",-0.011
"DE12C","2016-01-01",-0.206
"DE131","2016-01-01",-0.064
"DE132","2016-01-01",-0.411
"DE133","2016-01-01",0.465
"DE134","2016-01-01",0.33
"DE135","2016-01-01",-0.595
"DE136","2016-01-01",-0.767
"DE137","2016-01-01",-0.929
"DE138","2016-01-01",0.085
"DE139","2016-01-01",-0.002
"DE13A","2016-01-01",-0.153
