"NUTS_ID","TIMESTAMP","MEDIAN"
"AD","2018-01-01",-0.257
"AL011","2018-01-01",0.533
"AL012","2018-01-01",0.269
"AL013","2018-01-01",0.483
"AL014","2018-01-01",0.757
"AL015","2018-01-01",0.749
"AL021","2018-01-01",0.281
"AL022","2018-01-01",0.583
"AL031","2018-01-01",-0.121
"AL032","2018-01-01",0.418
"AL033","2018-01-01",-0.01
"AL034","2018-01-01",0.299
"AL035","2018-01-01",-0.511
"AT111","2018-01-01",0.515
"AT112","2018-01-01",-0.461
"AT113","2018-01-01",0.237
"AT121","2018-01-01",0.375
"AT122","2018-01-01",0.23
"AT123","2018-01-01",-0.085
"AT124","2018-01-01",0.413
"AT125","2018-01-01",1.06
"AT126","2018-01-01",0.052
"AT127","2018-01-01",0.403
"AT130","2018-01-01",0.525
"AT211","2018-01-01",-0.533
"AT212","2018-01-01",-1.042
"AT213","2018-01-01",-0.164
"AT221","2018-01-01",0.051
"AT222","2018-01-01",-0.265
"AT223","2018-01-01",-0.219
"AT224","2018-01-01",-0.496
"AT225","2018-01-01",0.151
"AT226","2018-01-01",-0.201
"AT311","2018-01-01",0.407
"AT312","2018-01-01",0.039
"AT313","2018-01-01",0.268
"AT314","2018-01-01",0.947
"AT315","2018-01-01",0.329
"AT321","2018-01-01",-0.145
"AT322","2018-01-01",0.024
"AT323","2018-01-01",0.095
"AT331","2018-01-01",0.157
"AT332","2018-01-01",0.293
"AT333","2018-01-01",-1.072
"AT334","2018-01-01",0.011
"AT335","2018-01-01",0.19
"AT341","2018-01-01",0.278
"AT342","2018-01-01",0.972
"BA","2018-01-01",0.531
"BE211","2018-01-01",1.122
"BE212","2018-01-01",-1.25
"BE213","2018-01-01",-0.798
"BE223","2018-01-01",-0.842
"BE224","2018-01-01",0.02
"BE225","2018-01-01",0.175
"BE231","2018-01-01",1.281
"BE232","2018-01-01",1.138
"BE233","2018-01-01",0.994
"BE234","2018-01-01",0.955
"BE235","2018-01-01",1.898
"BE236","2018-01-01",0.715
"BE241","2018-01-01",0.539
"BE242","2018-01-01",-0.982
"BE251","2018-01-01",0.505
"BE252","2018-01-01",1.03
"BE253","2018-01-01",1.033
"BE254","2018-01-01",1.28
"BE255","2018-01-01",0.608
"BE256","2018-01-01",0.815
"BE257","2018-01-01",0.63
"BE258","2018-01-01",1.536
"BE310","2018-01-01",1.531
"BE323","2018-01-01",0.271
"BE328","2018-01-01",1.608
"BE329","2018-01-01",0.219
"BE32A","2018-01-01",1.616
"BE32B","2018-01-01",0.865
"BE32C","2018-01-01",1.051
"BE32D","2018-01-01",0.026
"BE331","2018-01-01",0.829
"BE332","2018-01-01",1.181
"BE334","2018-01-01",1.143
"BE335","2018-01-01",1.054
"BE336","2018-01-01",1.314
"BE341","2018-01-01",-0.027
"BE342","2018-01-01",0.858
"BE343","2018-01-01",0.811
"BE344","2018-01-01",0.615
"BE345","2018-01-01",-2.171
"BE351","2018-01-01",1.258
"BE352","2018-01-01",0.608
"BE353","2018-01-01",0.471
"BG311","2018-01-01",1.152
"BG312","2018-01-01",1.322
"BG313","2018-01-01",1.394
"BG314","2018-01-01",0.991
"BG315","2018-01-01",0.878
"BG321","2018-01-01",0.551
"BG322","2018-01-01",0.088
"BG323","2018-01-01",0.835
"BG324","2018-01-01",1.09
"BG325","2018-01-01",0.899
"BG331","2018-01-01",0.889
"BG332","2018-01-01",0.831
"BG333","2018-01-01",0.837
"BG334","2018-01-01",0.508
"BG341","2018-01-01",1.216
"BG342","2018-01-01",0.99
"BG343","2018-01-01",1.389
"BG344","2018-01-01",1.281
"BG411","2018-01-01",0.878
"BG412","2018-01-01",0.608
"BG413","2018-01-01",0.856
"BG414","2018-01-01",0.78
"BG415","2018-01-01",0.877
"BG421","2018-01-01",1.518
"BG422","2018-01-01",1.265
"BG423","2018-01-01",1.286
"BG424","2018-01-01",0.662
"BG425","2018-01-01",1.188
"CH011","2018-01-01",0.029
"CH012","2018-01-01",-0.401
