"NUTS_ID","TIMESTAMP","MEDIAN"
"AD","2014-01-01",-0.972
"AL011","2014-01-01",0.717
"AL012","2014-01-01",0.405
"AL013","2014-01-01",0.629
"AL014","2014-01-01",0.581
"AL015","2014-01-01",0.413
"AL021","2014-01-01",0.742
"AL022","2014-01-01",0.072
"AL031","2014-01-01",0.492
"AL032","2014-01-01",0.954
"AL033","2014-01-01",0.409
"AL034","2014-01-01",0.552
"AL035","2014-01-01",0.391
"AT111","2014-01-01",0.89
"AT112","2014-01-01",0.918
"AT113","2014-01-01",0.531
"AT121","2014-01-01",0.712
"AT122","2014-01-01",1.005
"AT123","2014-01-01",0.808
"AT124","2014-01-01",-0.343
"AT125","2014-01-01",-0.155
"AT126","2014-01-01",0.418
"AT127","2014-01-01",0.987
"AT130","2014-01-01",0.807
"AT211","2014-01-01",-0.184
"AT212","2014-01-01",-0.362
"AT213","2014-01-01",0.039
"AT221","2014-01-01",0.58
"AT222","2014-01-01",1.304
"AT223","2014-01-01",1.506
"AT224","2014-01-01",0.345
"AT225","2014-01-01",0.236
"AT226","2014-01-01",1.311
"AT311","2014-01-01",0.628
"AT312","2014-01-01",0.235
"AT313","2014-01-01",0.817
"AT314","2014-01-01",0.998
"AT315","2014-01-01",0.949
"AT321","2014-01-01",0.688
"AT322","2014-01-01",1.31
"AT323","2014-01-01",0.864
"AT331","2014-01-01",1.148
"AT332","2014-01-01",0.975
"AT333","2014-01-01",-0.93
"AT334","2014-01-01",1.301
"AT335","2014-01-01",1.081
"AT341","2014-01-01",0.61
"AT342","2014-01-01",0.572
"BA","2014-01-01",0.723
"BE211","2014-01-01",1.818
"BE212","2014-01-01",1.592
"BE213","2014-01-01",1.624
"BE223","2014-01-01",1.845
"BE224","2014-01-01",1.765
"BE225","2014-01-01",1.826
"BE231","2014-01-01",0.589
"BE232","2014-01-01",0.793
"BE233","2014-01-01",-0.758
"BE234","2014-01-01",-0.668
"BE235","2014-01-01",-0.206
"BE236","2014-01-01",1.227
"BE241","2014-01-01",1.231
"BE242","2014-01-01",1.877
"BE251","2014-01-01",-1.198
"BE252","2014-01-01",-1.925
"BE253","2014-01-01",-1.764
"BE254","2014-01-01",-0.916
"BE255","2014-01-01",-1.404
"BE256","2014-01-01",-2.095
"BE257","2014-01-01",-1.148
