NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2019-01-01,.674                                                           
AL013,2019-01-01,.799                                                           
AL014,2019-01-01,.354                                                           
AL015,2019-01-01,.464                                                           
AL021,2019-01-01,0                                                              
AL022,2019-01-01,0                                                              
AL031,2019-01-01,0                                                              
AL032,2019-01-01,0                                                              
AL033,2019-01-01,0                                                              
AL034,2019-01-01,0                                                              
AL035,2019-01-01,0                                                              
AT112,2019-01-01,0                                                              
AT113,2019-01-01,0                                                              
AT121,2019-01-01,0                                                              
AT122,2019-01-01,0                                                              
AT123,2019-01-01,0                                                              
AT124,2019-01-01,0                                                              
AT125,2019-01-01,0                                                              
AT126,2019-01-01,0                                                              
AT127,2019-01-01,0                                                              
AT130,2019-01-01,0                                                              
AT211,2019-01-01,.219                                                           
AT212,2019-01-01,0                                                              
AT213,2019-01-01,0                                                              
AT221,2019-01-01,0                                                              
AT222,2019-01-01,0                                                              
AT223,2019-01-01,0                                                              
AT224,2019-01-01,0                                                              
AT225,2019-01-01,0                                                              
AT226,2019-01-01,0                                                              
AT311,2019-01-01,0                                                              
AT312,2019-01-01,0                                                              
AT313,2019-01-01,0                                                              
AT314,2019-01-01,0                                                              
AT315,2019-01-01,0                                                              
AT321,2019-01-01,0                                                              
AT322,2019-01-01,0                                                              
AT323,2019-01-01,0                                                              
AT331,2019-01-01,0                                                              
AT332,2019-01-01,0                                                              
AT333,2019-01-01,0                                                              
AT334,2019-01-01,.796                                                           
AT335,2019-01-01,0                                                              
AT341,2019-01-01,0                                                              
AT342,2019-01-01,0                                                              
BE211,2019-01-01,.473                                                           
BE212,2019-01-01,.559                                                           
BE213,2019-01-01,0                                                              
BE223,2019-01-01,0                                                              
BE224,2019-01-01,0                                                              
BE225,2019-01-01,0                                                              
BE231,2019-01-01,0                                                              
BE232,2019-01-01,.56                                                            
BE233,2019-01-01,0                                                              
BE234,2019-01-01,.92                                                            
BE235,2019-01-01,.92                                                            
BE236,2019-01-01,.548                                                           
BE241,2019-01-01,0                                                              
BE242,2019-01-01,0                                                              
BE252,2019-01-01,0                                                              
BE253,2019-01-01,0                                                              
BE254,2019-01-01,.896                                                           
BE255,2019-01-01,0                                                              
BE257,2019-01-01,0                                                              
BE258,2019-01-01,0                                                              
BE323,2019-01-01,0                                                              
BE328,2019-01-01,.896                                                           
BE329,2019-01-01,0                                                              
BE32A,2019-01-01,0                                                              
BE32B,2019-01-01,0                                                              
BE32D,2019-01-01,0                                                              
BE331,2019-01-01,0                                                              
BE332,2019-01-01,0                                                              
BE334,2019-01-01,0                                                              
BE335,2019-01-01,0                                                              
BE343,2019-01-01,0                                                              
BE344,2019-01-01,0                                                              
BE351,2019-01-01,0                                                              
BE352,2019-01-01,0                                                              
BE353,2019-01-01,0                                                              
BG311,2019-01-01,0                                                              
BG312,2019-01-01,0                                                              
BG313,2019-01-01,0                                                              
BG314,2019-01-01,0                                                              
BG315,2019-01-01,0                                                              
BG321,2019-01-01,0                                                              
BG322,2019-01-01,0                                                              
BG323,2019-01-01,0                                                              
BG325,2019-01-01,0                                                              
BG331,2019-01-01,0                                                              
BG332,2019-01-01,0                                                              
BG333,2019-01-01,0                                                              
BG341,2019-01-01,0                                                              
BG342,2019-01-01,0                                                              
BG343,2019-01-01,0                                                              
BG344,2019-01-01,0                                                              
BG411,2019-01-01,0                                                              
BG412,2019-01-01,0                                                              
BG413,2019-01-01,0                                                              
BG414,2019-01-01,0                                                              
BG415,2019-01-01,0                                                              
BG421,2019-01-01,0                                                              
BG422,2019-01-01,0                                                              
BG423,2019-01-01,0                                                              
BG424,2019-01-01,0                                                              
BG425,2019-01-01,0                                                              
CH011,2019-01-01,.636                                                           
CH012,2019-01-01,.673                                                           
CH013,2019-01-01,.504                                                           
CH021,2019-01-01,0                                                              
CH022,2019-01-01,0                                                              
CH023,2019-01-01,0                                                              
CH024,2019-01-01,0                                                              
CH025,2019-01-01,0                                                              
CH031,2019-01-01,0                                                              
CH032,2019-01-01,0                                                              
CH033,2019-01-01,0                                                              
CH040,2019-01-01,0                                                              
CH051,2019-01-01,0                                                              
CH052,2019-01-01,0                                                              
CH053,2019-01-01,0                                                              
CH054,2019-01-01,0                                                              
CH055,2019-01-01,.203                                                           
CH056,2019-01-01,.932                                                           
CH057,2019-01-01,0                                                              
CH061,2019-01-01,0                                                              
CH062,2019-01-01,0                                                              
CH063,2019-01-01,0                                                              
CH065,2019-01-01,0                                                              
CH066,2019-01-01,0                                                              
CH070,2019-01-01,.432                                                           
CY000,2019-01-01,0                                                              
CZ010,2019-01-01,0                                                              
CZ020,2019-01-01,0                                                              
CZ031,2019-01-01,0                                                              
CZ032,2019-01-01,.481                                                           
CZ041,2019-01-01,0                                                              
CZ042,2019-01-01,0                                                              
