NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2021-01-01,0                                                              
AL013,2021-01-01,0                                                              
AL014,2021-01-01,0                                                              
AL015,2021-01-01,0                                                              
AL021,2021-01-01,0                                                              
AL022,2021-01-01,0                                                              
AL031,2021-01-01,0                                                              
AL032,2021-01-01,0                                                              
AL033,2021-01-01,0                                                              
AL034,2021-01-01,0                                                              
AL035,2021-01-01,0                                                              
AT112,2021-01-01,0                                                              
AT113,2021-01-01,0                                                              
AT121,2021-01-01,.24                                                            
AT122,2021-01-01,0                                                              
AT123,2021-01-01,.255                                                           
AT124,2021-01-01,.258                                                           
AT125,2021-01-01,0                                                              
AT126,2021-01-01,.255                                                           
AT127,2021-01-01,0                                                              
AT130,2021-01-01,0                                                              
AT211,2021-01-01,.097                                                           
AT212,2021-01-01,0                                                              
AT213,2021-01-01,0                                                              
AT221,2021-01-01,0                                                              
AT222,2021-01-01,0                                                              
AT223,2021-01-01,0                                                              
AT224,2021-01-01,0                                                              
AT225,2021-01-01,0                                                              
AT226,2021-01-01,0                                                              
AT311,2021-01-01,.268                                                           
AT312,2021-01-01,.277                                                           
AT313,2021-01-01,.268                                                           
AT314,2021-01-01,0                                                              
AT315,2021-01-01,0                                                              
AT321,2021-01-01,0                                                              
AT322,2021-01-01,0                                                              
AT323,2021-01-01,0                                                              
AT331,2021-01-01,0                                                              
AT332,2021-01-01,0                                                              
AT333,2021-01-01,0                                                              
AT334,2021-01-01,.686                                                           
AT335,2021-01-01,0                                                              
AT341,2021-01-01,0                                                              
AT342,2021-01-01,.062                                                           
BE211,2021-01-01,0                                                              
BE212,2021-01-01,0                                                              
BE213,2021-01-01,0                                                              
BE223,2021-01-01,0                                                              
BE224,2021-01-01,0                                                              
BE225,2021-01-01,0                                                              
BE231,2021-01-01,0                                                              
BE232,2021-01-01,0                                                              
BE233,2021-01-01,0                                                              
BE234,2021-01-01,0                                                              
BE235,2021-01-01,0                                                              
BE236,2021-01-01,0                                                              
BE241,2021-01-01,0                                                              
BE242,2021-01-01,0                                                              
BE252,2021-01-01,0                                                              
BE253,2021-01-01,0                                                              
BE254,2021-01-01,0                                                              
BE255,2021-01-01,0                                                              
BE257,2021-01-01,0                                                              
BE258,2021-01-01,0                                                              
BE323,2021-01-01,0                                                              
BE328,2021-01-01,0                                                              
BE329,2021-01-01,0                                                              
BE32A,2021-01-01,0                                                              
BE32B,2021-01-01,0                                                              
BE32D,2021-01-01,0                                                              
BE331,2021-01-01,0                                                              
BE332,2021-01-01,0                                                              
BE334,2021-01-01,0                                                              
BE335,2021-01-01,0                                                              
BE343,2021-01-01,0                                                              
BE344,2021-01-01,0                                                              
BE351,2021-01-01,0                                                              
BE352,2021-01-01,0                                                              
BE353,2021-01-01,0                                                              
BG311,2021-01-01,0                                                              
BG312,2021-01-01,0                                                              
BG313,2021-01-01,0                                                              
BG314,2021-01-01,0                                                              
BG315,2021-01-01,0                                                              
BG321,2021-01-01,0                                                              
BG322,2021-01-01,0                                                              
BG323,2021-01-01,0                                                              
BG325,2021-01-01,0                                                              
BG331,2021-01-01,0                                                              
BG332,2021-01-01,0                                                              
BG333,2021-01-01,0                                                              
BG341,2021-01-01,0                                                              
BG342,2021-01-01,0                                                              
BG343,2021-01-01,0                                                              
BG344,2021-01-01,0                                                              
BG411,2021-01-01,0                                                              
BG412,2021-01-01,0                                                              
BG413,2021-01-01,0                                                              
BG414,2021-01-01,0                                                              
BG415,2021-01-01,0                                                              
BG421,2021-01-01,0                                                              
BG422,2021-01-01,0                                                              
BG423,2021-01-01,0                                                              
BG424,2021-01-01,0                                                              
BG425,2021-01-01,0                                                              
CH011,2021-01-01,.49                                                            
CH012,2021-01-01,.576                                                           
CH013,2021-01-01,.334                                                           
CH021,2021-01-01,0                                                              
CH022,2021-01-01,0                                                              
CH023,2021-01-01,0                                                              
CH024,2021-01-01,0                                                              
CH025,2021-01-01,0                                                              
CH031,2021-01-01,0                                                              
CH032,2021-01-01,0                                                              
CH033,2021-01-01,0                                                              
CH040,2021-01-01,.099                                                           
CH051,2021-01-01,.036                                                           
CH052,2021-01-01,0                                                              
CH053,2021-01-01,.044                                                           
CH054,2021-01-01,.218                                                           
CH055,2021-01-01,.234                                                           
CH056,2021-01-01,.733                                                           
CH057,2021-01-01,0                                                              
CH061,2021-01-01,0                                                              
CH062,2021-01-01,0                                                              
CH063,2021-01-01,.099                                                           
CH065,2021-01-01,0                                                              
CH066,2021-01-01,0                                                              
CH070,2021-01-01,0                                                              
CY000,2021-01-01,0                                                              
