NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2008-01-01,0                                                              
AL013,2008-01-01,0                                                              
AL014,2008-01-01,0                                                              
AL015,2008-01-01,0                                                              
AL021,2008-01-01,0                                                              
AL022,2008-01-01,0                                                              
AL031,2008-01-01,0                                                              
AL032,2008-01-01,0                                                              
AL033,2008-01-01,0                                                              
AL034,2008-01-01,0                                                              
AL035,2008-01-01,0                                                              
AT112,2008-01-01,0                                                              
AT113,2008-01-01,0                                                              
AT121,2008-01-01,0                                                              
AT122,2008-01-01,0                                                              
AT123,2008-01-01,0                                                              
AT124,2008-01-01,0                                                              
AT125,2008-01-01,0                                                              
AT126,2008-01-01,0                                                              
AT127,2008-01-01,0                                                              
AT130,2008-01-01,0                                                              
AT211,2008-01-01,.864                                                           
AT212,2008-01-01,.028                                                           
AT213,2008-01-01,.642                                                           
AT221,2008-01-01,0                                                              
AT222,2008-01-01,0                                                              
AT223,2008-01-01,0                                                              
AT224,2008-01-01,0                                                              
AT225,2008-01-01,.452                                                           
AT226,2008-01-01,0                                                              
AT311,2008-01-01,0                                                              
AT312,2008-01-01,0                                                              
AT313,2008-01-01,0                                                              
AT314,2008-01-01,0                                                              
AT315,2008-01-01,0                                                              
AT321,2008-01-01,0                                                              
AT322,2008-01-01,0                                                              
AT323,2008-01-01,0                                                              
AT331,2008-01-01,0                                                              
AT332,2008-01-01,0                                                              
AT333,2008-01-01,0                                                              
AT334,2008-01-01,0                                                              
AT335,2008-01-01,0                                                              
AT341,2008-01-01,.097                                                           
AT342,2008-01-01,.097                                                           
BE211,2008-01-01,0                                                              
BE212,2008-01-01,0                                                              
BE213,2008-01-01,0                                                              
BE223,2008-01-01,0                                                              
BE224,2008-01-01,0                                                              
BE225,2008-01-01,0                                                              
BE231,2008-01-01,0                                                              
BE232,2008-01-01,0                                                              
BE233,2008-01-01,0                                                              
BE234,2008-01-01,0                                                              
BE235,2008-01-01,0                                                              
BE236,2008-01-01,0                                                              
BE241,2008-01-01,0                                                              
BE242,2008-01-01,0                                                              
BE252,2008-01-01,0                                                              
BE253,2008-01-01,0                                                              
BE254,2008-01-01,0                                                              
BE255,2008-01-01,0                                                              
BE257,2008-01-01,0                                                              
BE258,2008-01-01,0                                                              
BE323,2008-01-01,0                                                              
BE328,2008-01-01,0                                                              
BE329,2008-01-01,0                                                              
BE32A,2008-01-01,0                                                              
BE32B,2008-01-01,0                                                              
BE32D,2008-01-01,0                                                              
BE331,2008-01-01,0                                                              
BE332,2008-01-01,0                                                              
BE334,2008-01-01,0                                                              
BE335,2008-01-01,0                                                              
BE343,2008-01-01,0                                                              
BE344,2008-01-01,0                                                              
BE351,2008-01-01,0                                                              
BE352,2008-01-01,0                                                              
BE353,2008-01-01,0                                                              
BG311,2008-01-01,0                                                              
BG312,2008-01-01,0                                                              
BG313,2008-01-01,0                                                              
BG314,2008-01-01,.168                                                           
BG315,2008-01-01,.24                                                            
BG321,2008-01-01,0                                                              
BG322,2008-01-01,0                                                              
BG323,2008-01-01,0                                                              
BG325,2008-01-01,0                                                              
BG331,2008-01-01,0                                                              
BG332,2008-01-01,0                                                              
BG333,2008-01-01,0                                                              
BG341,2008-01-01,0                                                              
BG342,2008-01-01,0                                                              
BG343,2008-01-01,0                                                              
BG344,2008-01-01,0                                                              
BG411,2008-01-01,0                                                              
BG412,2008-01-01,0                                                              
BG413,2008-01-01,0                                                              
BG414,2008-01-01,0                                                              
