NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2002-01-01,.893                                                           
AL013,2002-01-01,.906                                                           
AL014,2002-01-01,0                                                              
AL015,2002-01-01,0                                                              
AL021,2002-01-01,.928                                                           
AL022,2002-01-01,0                                                              
AL031,2002-01-01,.963                                                           
AL032,2002-01-01,.801                                                           
AL033,2002-01-01,.892                                                           
AL034,2002-01-01,.884                                                           
AL035,2002-01-01,.562                                                           
AT112,2002-01-01,.881                                                           
AT113,2002-01-01,0                                                              
AT121,2002-01-01,0                                                              
AT122,2002-01-01,.718                                                           
AT123,2002-01-01,0                                                              
AT124,2002-01-01,.095                                                           
AT125,2002-01-01,.508                                                           
AT126,2002-01-01,.84                                                            
AT127,2002-01-01,.78                                                            
AT130,2002-01-01,.661                                                           
AT211,2002-01-01,.502                                                           
AT212,2002-01-01,.007                                                           
AT213,2002-01-01,.509                                                           
AT221,2002-01-01,.736                                                           
AT222,2002-01-01,.256                                                           
AT223,2002-01-01,.56                                                            
AT224,2002-01-01,.459                                                           
AT225,2002-01-01,.722                                                           
AT226,2002-01-01,.417                                                           
AT311,2002-01-01,.057                                                           
AT312,2002-01-01,.009                                                           
AT313,2002-01-01,0                                                              
AT314,2002-01-01,0                                                              
AT315,2002-01-01,.02                                                            
AT321,2002-01-01,.121                                                           
AT322,2002-01-01,.236                                                           
AT323,2002-01-01,.057                                                           
AT331,2002-01-01,0                                                              
AT332,2002-01-01,0                                                              
AT333,2002-01-01,0                                                              
AT334,2002-01-01,0                                                              
AT335,2002-01-01,0                                                              
AT341,2002-01-01,0                                                              
AT342,2002-01-01,0                                                              
BE211,2002-01-01,0                                                              
BE212,2002-01-01,0                                                              
BE213,2002-01-01,0                                                              
BE223,2002-01-01,0                                                              
BE224,2002-01-01,0                                                              
BE225,2002-01-01,0                                                              
BE231,2002-01-01,0                                                              
BE232,2002-01-01,0                                                              
BE233,2002-01-01,0                                                              
BE234,2002-01-01,0                                                              
BE235,2002-01-01,0                                                              
BE236,2002-01-01,0                                                              
BE241,2002-01-01,0                                                              
BE242,2002-01-01,0                                                              
BE252,2002-01-01,0                                                              
BE253,2002-01-01,0                                                              
BE254,2002-01-01,0                                                              
BE255,2002-01-01,0                                                              
BE257,2002-01-01,0                                                              
BE258,2002-01-01,0                                                              
BE323,2002-01-01,0                                                              
BE328,2002-01-01,0                                                              
BE329,2002-01-01,0                                                              
BE32A,2002-01-01,0                                                              
BE32B,2002-01-01,0                                                              
BE32D,2002-01-01,0                                                              
BE331,2002-01-01,0                                                              
BE332,2002-01-01,0                                                              
BE334,2002-01-01,0                                                              
BE335,2002-01-01,0                                                              
BE343,2002-01-01,0                                                              
BE344,2002-01-01,0                                                              
BE351,2002-01-01,0                                                              
BE352,2002-01-01,0                                                              
BE353,2002-01-01,0                                                              
BG311,2002-01-01,.271                                                           
BG312,2002-01-01,0                                                              
BG313,2002-01-01,.286                                                           
BG314,2002-01-01,.265                                                           
BG315,2002-01-01,0                                                              
BG321,2002-01-01,0                                                              
BG322,2002-01-01,0                                                              
BG323,2002-01-01,.165                                                           
BG325,2002-01-01,0                                                              
BG331,2002-01-01,.444                                                           
BG332,2002-01-01,0                                                              
BG333,2002-01-01,.365                                                           
BG341,2002-01-01,.444                                                           
BG342,2002-01-01,0                                                              
BG343,2002-01-01,.399                                                           
BG344,2002-01-01,.8                                                             
BG411,2002-01-01,.917                                                           
BG412,2002-01-01,0                                                              
BG413,2002-01-01,.815                                                           
BG414,2002-01-01,0                                                              
BG415,2002-01-01,0                                                              
BG421,2002-01-01,.946                                                           
BG422,2002-01-01,.871                                                           
BG423,2002-01-01,.941                                                           
BG424,2002-01-01,.928                                                           
BG425,2002-01-01,.762                                                           
CH011,2002-01-01,.219                                                           
CH012,2002-01-01,0                                                              
CH013,2002-01-01,.225                                                           
CH021,2002-01-01,.204                                                           
CH022,2002-01-01,0                                                              
CH023,2002-01-01,0                                                              
CH024,2002-01-01,.219                                                           
CH025,2002-01-01,0                                                              
CH031,2002-01-01,0                                                              
CH032,2002-01-01,0                                                              
CH033,2002-01-01,0                                                              
CH040,2002-01-01,0                                                              
CH051,2002-01-01,0                                                              
CH052,2002-01-01,0                                                              
CH053,2002-01-01,0                                                              
CH054,2002-01-01,0                                                              
CH055,2002-01-01,0                                                              
CH056,2002-01-01,0                                                              
CH057,2002-01-01,0                                                              
CH061,2002-01-01,0                                                              
CH062,2002-01-01,0                                                              
CH063,2002-01-01,0                                                              
CH065,2002-01-01,0                                                              
CH066,2002-01-01,0                                                              
CH070,2002-01-01,0                                                              
CY000,2002-01-01,0                                                              
CZ010,2002-01-01,0                                                              
CZ020,2002-01-01,0                                                              
CZ031,2002-01-01,.098                                                           
CZ032,2002-01-01,0                                                              
CZ041,2002-01-01,0                                                              
CZ042,2002-01-01,0                                                              
CZ051,2002-01-01,0                                                              
CZ052,2002-01-01,0                                                              
CZ053,2002-01-01,0                                                              
CZ063,2002-01-01,.347                                                           
CZ064,2002-01-01,.433                                                           
CZ071,2002-01-01,.617                                                           
CZ072,2002-01-01,.617                                                           
CZ080,2002-01-01,.478                                                           
DE111,2002-01-01,0                                                              
DE113,2002-01-01,0                                                              
DE115,2002-01-01,0                                                              
DE116,2002-01-01,0                                                              
DE117,2002-01-01,0                                                              
DE118,2002-01-01,0                                                              
DE119,2002-01-01,0                                                              
DE11A,2002-01-01,0                                                              
DE11B,2002-01-01,0                                                              
DE122,2002-01-01,0                                                              
DE123,2002-01-01,0                                                              
DE124,2002-01-01,0                                                              
DE125,2002-01-01,0                                                              
DE126,2002-01-01,0                                                              
DE127,2002-01-01,0                                                              
DE128,2002-01-01,0                                                              
DE129,2002-01-01,0                                                              
DE12B,2002-01-01,0                                                              
DE12C,2002-01-01,0                                                              
DE132,2002-01-01,0                                                              
DE133,2002-01-01,0                                                              
DE134,2002-01-01,0                                                              
DE135,2002-01-01,0                                                              
DE137,2002-01-01,0                                                              
DE138,2002-01-01,0                                                              
DE139,2002-01-01,0                                                              
DE13A,2002-01-01,0                                                              
DE141,2002-01-01,0                                                              
DE142,2002-01-01,0                                                              
DE144,2002-01-01,0                                                              
DE145,2002-01-01,0                                                              
DE146,2002-01-01,0                                                              
DE147,2002-01-01,0                                                              
DE148,2002-01-01,0                                                              
DE149,2002-01-01,0                                                              
DE211,2002-01-01,0                                                              
DE212,2002-01-01,0                                                              
DE213,2002-01-01,0                                                              
DE214,2002-01-01,.026                                                           
DE215,2002-01-01,.053                                                           
DE216,2002-01-01,0                                                              
DE217,2002-01-01,0                                                              
DE219,2002-01-01,0                                                              
DE21A,2002-01-01,0                                                              
DE21B,2002-01-01,0                                                              
DE21C,2002-01-01,0                                                              
DE21E,2002-01-01,0                                                              
DE21G,2002-01-01,0                                                              
DE21H,2002-01-01,0                                                              
DE21I,2002-01-01,0                                                              
DE21J,2002-01-01,0                                                              
DE21K,2002-01-01,0                                                              
DE21L,2002-01-01,0                                                              
DE21M,2002-01-01,.057                                                           
DE21N,2002-01-01,0                                                              
DE221,2002-01-01,0                                                              
DE222,2002-01-01,0                                                              
DE223,2002-01-01,0                                                              
DE224,2002-01-01,0                                                              
DE226,2002-01-01,0                                                              
DE227,2002-01-01,0                                                              
DE228,2002-01-01,0                                                              
DE229,2002-01-01,0                                                              
DE22A,2002-01-01,0                                                              
DE22B,2002-01-01,0                                                              
DE22C,2002-01-01,0                                                              
DE232,2002-01-01,0                                                              
DE233,2002-01-01,.239                                                           
DE234,2002-01-01,0                                                              
DE235,2002-01-01,0                                                              
DE236,2002-01-01,0                                                              
DE237,2002-01-01,.246                                                           
DE238,2002-01-01,0                                                              
DE239,2002-01-01,.257                                                           
DE241,2002-01-01,0                                                              
DE245,2002-01-01,.642                                                           
DE247,2002-01-01,.678                                                           
DE248,2002-01-01,0                                                              
DE249,2002-01-01,.343                                                           
DE24A,2002-01-01,.589                                                           
DE24B,2002-01-01,.595                                                           
DE24C,2002-01-01,.678                                                           
DE252,2002-01-01,0                                                              
DE253,2002-01-01,0                                                              
DE254,2002-01-01,0                                                              
DE255,2002-01-01,0                                                              
DE257,2002-01-01,0                                                              
DE258,2002-01-01,0                                                              
DE259,2002-01-01,0                                                              
DE25B,2002-01-01,0                                                              
DE25C,2002-01-01,0                                                              
DE261,2002-01-01,0                                                              
DE262,2002-01-01,0                                                              
DE263,2002-01-01,0                                                              
DE264,2002-01-01,0                                                              
DE265,2002-01-01,0                                                              
DE266,2002-01-01,0                                                              
DE267,2002-01-01,0                                                              
DE268,2002-01-01,0                                                              
DE269,2002-01-01,0                                                              
DE26A,2002-01-01,0                                                              
DE26B,2002-01-01,0                                                              
DE26C,2002-01-01,0                                                              
DE271,2002-01-01,0                                                              
DE273,2002-01-01,0                                                              
DE274,2002-01-01,0                                                              
DE275,2002-01-01,0                                                              
DE276,2002-01-01,0                                                              
DE277,2002-01-01,0                                                              
DE278,2002-01-01,0                                                              
DE279,2002-01-01,0                                                              
DE27A,2002-01-01,0                                                              
DE27B,2002-01-01,0                                                              
DE27C,2002-01-01,0                                                              
DE27D,2002-01-01,0                                                              
DE27E,2002-01-01,0                                                              
DE300,2002-01-01,0                                                              
DE401,2002-01-01,0                                                              
DE402,2002-01-01,0                                                              
DE403,2002-01-01,0                                                              
DE404,2002-01-01,0                                                              
DE405,2002-01-01,0                                                              
DE406,2002-01-01,0                                                              
DE407,2002-01-01,0                                                              
DE408,2002-01-01,0                                                              
DE409,2002-01-01,0                                                              
DE40A,2002-01-01,0                                                              
DE40B,2002-01-01,0                                                              
DE40C,2002-01-01,0                                                              
DE40D,2002-01-01,0                                                              
DE40E,2002-01-01,0                                                              
DE40F,2002-01-01,0                                                              
DE40G,2002-01-01,0                                                              
DE40H,2002-01-01,0                                                              
DE40I,2002-01-01,0                                                              
DE501,2002-01-01,0                                                              
DE502,2002-01-01,0                                                              
DE600,2002-01-01,0                                                              
DE712,2002-01-01,0                                                              
DE713,2002-01-01,0                                                              
DE714,2002-01-01,0                                                              
DE715,2002-01-01,0                                                              
DE716,2002-01-01,0                                                              
DE717,2002-01-01,0                                                              
DE718,2002-01-01,0                                                              
DE719,2002-01-01,0                                                              
DE71A,2002-01-01,0                                                              
DE71B,2002-01-01,0                                                              
DE71C,2002-01-01,0                                                              
DE71D,2002-01-01,0                                                              
DE71E,2002-01-01,0                                                              
DE721,2002-01-01,0                                                              
DE722,2002-01-01,.275                                                           
DE723,2002-01-01,.638                                                           
DE724,2002-01-01,0                                                              
DE725,2002-01-01,0                                                              
DE731,2002-01-01,0                                                              
DE732,2002-01-01,0                                                              
DE733,2002-01-01,.651                                                           
DE734,2002-01-01,0                                                              
DE735,2002-01-01,0                                                              
DE736,2002-01-01,0                                                              
DE737,2002-01-01,.6                                                             
DE803,2002-01-01,0                                                              
DE80J,2002-01-01,0                                                              
DE80K,2002-01-01,0                                                              
DE80L,2002-01-01,0                                                              
DE80M,2002-01-01,0                                                              
DE80N,2002-01-01,0                                                              
DE80O,2002-01-01,0                                                              
DE911,2002-01-01,0                                                              
DE913,2002-01-01,0                                                              
DE914,2002-01-01,0                                                              
DE917,2002-01-01,0                                                              
DE918,2002-01-01,0                                                              
