NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2015-01-01,0                                                              
AL013,2015-01-01,0                                                              
AL014,2015-01-01,0                                                              
AL015,2015-01-01,0                                                              
AL021,2015-01-01,0                                                              
AL022,2015-01-01,0                                                              
AL031,2015-01-01,0                                                              
AL032,2015-01-01,0                                                              
AL033,2015-01-01,0                                                              
AL034,2015-01-01,0                                                              
AL035,2015-01-01,0                                                              
AT112,2015-01-01,0                                                              
AT113,2015-01-01,0                                                              
AT121,2015-01-01,0                                                              
AT122,2015-01-01,0                                                              
AT123,2015-01-01,0                                                              
AT124,2015-01-01,0                                                              
AT125,2015-01-01,0                                                              
AT126,2015-01-01,0                                                              
AT127,2015-01-01,0                                                              
AT130,2015-01-01,0                                                              
AT211,2015-01-01,0                                                              
AT212,2015-01-01,0                                                              
AT213,2015-01-01,0                                                              
AT221,2015-01-01,0                                                              
AT222,2015-01-01,0                                                              
AT223,2015-01-01,0                                                              
AT224,2015-01-01,0                                                              
AT225,2015-01-01,0                                                              
AT226,2015-01-01,0                                                              
AT311,2015-01-01,0                                                              
AT312,2015-01-01,0                                                              
AT313,2015-01-01,0                                                              
AT314,2015-01-01,0                                                              
AT315,2015-01-01,0                                                              
AT321,2015-01-01,0                                                              
AT322,2015-01-01,0                                                              
AT323,2015-01-01,0                                                              
AT331,2015-01-01,0                                                              
AT332,2015-01-01,0                                                              
AT333,2015-01-01,0                                                              
AT334,2015-01-01,0                                                              
AT335,2015-01-01,0                                                              
AT341,2015-01-01,0                                                              
AT342,2015-01-01,0                                                              
BE211,2015-01-01,0                                                              
BE212,2015-01-01,0                                                              
BE213,2015-01-01,0                                                              
BE223,2015-01-01,0                                                              
BE224,2015-01-01,0                                                              
BE225,2015-01-01,0                                                              
BE231,2015-01-01,0                                                              
BE232,2015-01-01,0                                                              
BE233,2015-01-01,0                                                              
BE234,2015-01-01,0                                                              
BE235,2015-01-01,0                                                              
BE236,2015-01-01,0                                                              
BE241,2015-01-01,0                                                              
BE242,2015-01-01,0                                                              
BE252,2015-01-01,0                                                              
BE253,2015-01-01,0                                                              
BE254,2015-01-01,0                                                              
BE255,2015-01-01,0                                                              
BE257,2015-01-01,0                                                              
BE258,2015-01-01,0                                                              
BE323,2015-01-01,0                                                              
BE328,2015-01-01,0                                                              
BE329,2015-01-01,0                                                              
BE32A,2015-01-01,0                                                              
BE32B,2015-01-01,0                                                              
BE32D,2015-01-01,0                                                              
BE331,2015-01-01,0                                                              
BE332,2015-01-01,0                                                              
BE334,2015-01-01,0                                                              
BE335,2015-01-01,0                                                              
BE343,2015-01-01,0                                                              
BE344,2015-01-01,0                                                              
BE351,2015-01-01,0                                                              
BE352,2015-01-01,0                                                              
BE353,2015-01-01,0                                                              
BG311,2015-01-01,0                                                              
BG312,2015-01-01,0                                                              
BG313,2015-01-01,0                                                              
BG314,2015-01-01,0                                                              
BG315,2015-01-01,0                                                              
BG321,2015-01-01,0                                                              
BG322,2015-01-01,0                                                              
BG323,2015-01-01,0                                                              
BG325,2015-01-01,0                                                              
BG331,2015-01-01,0                                                              
BG332,2015-01-01,0                                                              
BG333,2015-01-01,0                                                              
BG341,2015-01-01,0                                                              
BG342,2015-01-01,0                                                              
BG343,2015-01-01,0                                                              
BG344,2015-01-01,0                                                              
BG411,2015-01-01,0                                                              
BG412,2015-01-01,0                                                              
BG413,2015-01-01,0                                                              
BG414,2015-01-01,0                                                              
BG415,2015-01-01,0                                                              
BG421,2015-01-01,0                                                              
BG422,2015-01-01,0                                                              
BG423,2015-01-01,0                                                              
BG424,2015-01-01,0                                                              
BG425,2015-01-01,0                                                              
CH011,2015-01-01,0                                                              
CH012,2015-01-01,0                                                              
CH013,2015-01-01,0                                                              
