NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2011-01-01,0                                                              
AL013,2011-01-01,0                                                              
AL014,2011-01-01,0                                                              
AL015,2011-01-01,0                                                              
AL021,2011-01-01,0                                                              
AL022,2011-01-01,0                                                              
AL031,2011-01-01,0                                                              
AL032,2011-01-01,0                                                              
AL033,2011-01-01,0                                                              
AL034,2011-01-01,0                                                              
AL035,2011-01-01,0                                                              
AT112,2011-01-01,0                                                              
AT113,2011-01-01,0                                                              
AT121,2011-01-01,0                                                              
AT122,2011-01-01,0                                                              
AT123,2011-01-01,0                                                              
AT124,2011-01-01,0                                                              
AT125,2011-01-01,0                                                              
AT126,2011-01-01,0                                                              
AT127,2011-01-01,0                                                              
AT130,2011-01-01,0                                                              
AT211,2011-01-01,0                                                              
AT212,2011-01-01,0                                                              
AT213,2011-01-01,0                                                              
AT221,2011-01-01,0                                                              
AT222,2011-01-01,0                                                              
AT223,2011-01-01,0                                                              
AT224,2011-01-01,0                                                              
AT225,2011-01-01,0                                                              
AT226,2011-01-01,0                                                              
AT311,2011-01-01,0                                                              
AT312,2011-01-01,0                                                              
AT313,2011-01-01,0                                                              
AT314,2011-01-01,0                                                              
AT315,2011-01-01,0                                                              
AT321,2011-01-01,0                                                              
AT322,2011-01-01,0                                                              
AT323,2011-01-01,0                                                              
AT331,2011-01-01,0                                                              
AT332,2011-01-01,0                                                              
AT333,2011-01-01,0                                                              
AT334,2011-01-01,.251                                                           
AT335,2011-01-01,0                                                              
AT341,2011-01-01,0                                                              
AT342,2011-01-01,0                                                              
BE211,2011-01-01,0                                                              
BE212,2011-01-01,0                                                              
BE213,2011-01-01,0                                                              
BE223,2011-01-01,0                                                              
BE224,2011-01-01,0                                                              
BE225,2011-01-01,0                                                              
BE231,2011-01-01,0                                                              
BE232,2011-01-01,0                                                              
BE233,2011-01-01,0                                                              
BE234,2011-01-01,0                                                              
BE235,2011-01-01,0                                                              
BE236,2011-01-01,0                                                              
BE241,2011-01-01,0                                                              
BE242,2011-01-01,0                                                              
BE252,2011-01-01,0                                                              
BE253,2011-01-01,0                                                              
BE254,2011-01-01,0                                                              
BE255,2011-01-01,0                                                              
BE257,2011-01-01,0                                                              
BE258,2011-01-01,0                                                              
BE323,2011-01-01,0                                                              
BE328,2011-01-01,0                                                              
BE329,2011-01-01,0                                                              
BE32A,2011-01-01,0                                                              
BE32B,2011-01-01,0                                                              
BE32D,2011-01-01,0                                                              
BE331,2011-01-01,.852                                                           
BE332,2011-01-01,.852                                                           
BE334,2011-01-01,0                                                              
BE335,2011-01-01,.852                                                           
BE343,2011-01-01,0                                                              
BE344,2011-01-01,0                                                              
BE351,2011-01-01,0                                                              
BE352,2011-01-01,0                                                              
BE353,2011-01-01,0                                                              
BG311,2011-01-01,0                                                              
BG312,2011-01-01,0                                                              
BG313,2011-01-01,0                                                              
BG314,2011-01-01,0                                                              
BG315,2011-01-01,0                                                              
BG321,2011-01-01,0                                                              
BG322,2011-01-01,0                                                              
BG323,2011-01-01,0                                                              
BG325,2011-01-01,0                                                              
BG331,2011-01-01,0                                                              
BG332,2011-01-01,0                                                              
BG333,2011-01-01,0                                                              
BG341,2011-01-01,0                                                              
BG342,2011-01-01,0                                                              
BG343,2011-01-01,0                                                              
BG344,2011-01-01,0                                                              
BG411,2011-01-01,0                                                              
BG412,2011-01-01,0                                                              
BG413,2011-01-01,0                                                              
BG414,2011-01-01,0                                                              
BG415,2011-01-01,0                                                              
BG421,2011-01-01,0                                                              
BG422,2011-01-01,0                                                              
BG423,2011-01-01,0                                                              
BG424,2011-01-01,0                                                              
BG425,2011-01-01,0                                                              
CH011,2011-01-01,0                                                              
CH012,2011-01-01,0                                                              
CH013,2011-01-01,0                                                              
CH021,2011-01-01,0                                                              
CH022,2011-01-01,0                                                              
CH023,2011-01-01,0                                                              
CH024,2011-01-01,0                                                              
CH025,2011-01-01,0                                                              
CH031,2011-01-01,0                                                              
CH032,2011-01-01,0                                                              
CH033,2011-01-01,0                                                              
CH040,2011-01-01,0                                                              
CH051,2011-01-01,.206                                                           
CH052,2011-01-01,0                                                              
CH053,2011-01-01,0                                                              
CH054,2011-01-01,.116                                                           
CH055,2011-01-01,.206                                                           
CH056,2011-01-01,.126                                                           
CH057,2011-01-01,0                                                              
CH061,2011-01-01,0                                                              
CH062,2011-01-01,0                                                              
CH063,2011-01-01,0                                                              
CH065,2011-01-01,0                                                              
CH066,2011-01-01,0                                                              
CH070,2011-01-01,0                                                              
CY000,2011-01-01,0                                                              
CZ010,2011-01-01,0                                                              
CZ020,2011-01-01,0                                                              
CZ031,2011-01-01,0                                                              
CZ032,2011-01-01,0                                                              
CZ041,2011-01-01,0                                                              
CZ042,2011-01-01,0                                                              
CZ051,2011-01-01,0                                                              
CZ052,2011-01-01,0                                                              
CZ053,2011-01-01,0                                                              
CZ063,2011-01-01,0                                                              
CZ064,2011-01-01,0                                                              
CZ071,2011-01-01,0                                                              
CZ072,2011-01-01,0                                                              
CZ080,2011-01-01,0                                                              
DE111,2011-01-01,0                                                              
DE113,2011-01-01,0                                                              
DE115,2011-01-01,0                                                              
DE116,2011-01-01,0                                                              
DE117,2011-01-01,0                                                              
DE118,2011-01-01,0                                                              
DE119,2011-01-01,0                                                              
DE11A,2011-01-01,0                                                              
DE11B,2011-01-01,0                                                              
DE122,2011-01-01,0                                                              
DE123,2011-01-01,0                                                              
DE124,2011-01-01,0                                                              
DE125,2011-01-01,0                                                              
DE126,2011-01-01,0                                                              
DE127,2011-01-01,0                                                              
DE128,2011-01-01,0                                                              
DE129,2011-01-01,0                                                              
DE12B,2011-01-01,0                                                              
DE12C,2011-01-01,0                                                              
DE132,2011-01-01,0                                                              
DE133,2011-01-01,0                                                              
DE134,2011-01-01,0                                                              
DE135,2011-01-01,0                                                              
DE137,2011-01-01,0                                                              
DE138,2011-01-01,0                                                              
DE139,2011-01-01,0                                                              
DE13A,2011-01-01,0                                                              
DE141,2011-01-01,0                                                              
DE142,2011-01-01,0                                                              
DE144,2011-01-01,0                                                              
DE145,2011-01-01,0                                                              
DE146,2011-01-01,0                                                              
DE147,2011-01-01,0                                                              
DE148,2011-01-01,0                                                              
DE149,2011-01-01,0                                                              
DE211,2011-01-01,0                                                              
DE212,2011-01-01,0                                                              
DE213,2011-01-01,0                                                              
DE214,2011-01-01,0                                                              
DE215,2011-01-01,0                                                              
DE216,2011-01-01,0                                                              
DE217,2011-01-01,0                                                              
DE219,2011-01-01,0                                                              
DE21A,2011-01-01,0                                                              
DE21B,2011-01-01,0                                                              
DE21C,2011-01-01,0                                                              
DE21E,2011-01-01,0                                                              
DE21G,2011-01-01,0                                                              
DE21H,2011-01-01,0                                                              
DE21I,2011-01-01,0                                                              
DE21J,2011-01-01,0                                                              
DE21K,2011-01-01,0                                                              
DE21L,2011-01-01,0                                                              
DE21M,2011-01-01,.143                                                           
DE21N,2011-01-01,0                                                              
DE221,2011-01-01,0                                                              
DE222,2011-01-01,0                                                              
DE223,2011-01-01,0                                                              
DE224,2011-01-01,0                                                              
