NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2020-01-01,.924                                                           
AL013,2020-01-01,.803                                                           
AL014,2020-01-01,.875                                                           
AL015,2020-01-01,.846                                                           
AL021,2020-01-01,0                                                              
AL022,2020-01-01,0                                                              
AL031,2020-01-01,0                                                              
AL032,2020-01-01,.46                                                            
AL033,2020-01-01,0                                                              
AL034,2020-01-01,0                                                              
AL035,2020-01-01,0                                                              
AT112,2020-01-01,0                                                              
AT113,2020-01-01,0                                                              
AT121,2020-01-01,0                                                              
AT122,2020-01-01,0                                                              
AT123,2020-01-01,0                                                              
AT124,2020-01-01,0                                                              
AT125,2020-01-01,0                                                              
AT126,2020-01-01,0                                                              
AT127,2020-01-01,0                                                              
AT130,2020-01-01,0                                                              
AT211,2020-01-01,0                                                              
AT212,2020-01-01,0                                                              
AT213,2020-01-01,0                                                              
AT221,2020-01-01,0                                                              
AT222,2020-01-01,0                                                              
AT223,2020-01-01,0                                                              
AT224,2020-01-01,0                                                              
AT225,2020-01-01,0                                                              
AT226,2020-01-01,0                                                              
AT311,2020-01-01,0                                                              
AT312,2020-01-01,0                                                              
AT313,2020-01-01,0                                                              
AT314,2020-01-01,0                                                              
AT315,2020-01-01,0                                                              
AT321,2020-01-01,0                                                              
AT322,2020-01-01,0                                                              
AT323,2020-01-01,0                                                              
AT331,2020-01-01,0                                                              
AT332,2020-01-01,0                                                              
AT333,2020-01-01,0                                                              
AT334,2020-01-01,.82                                                            
AT335,2020-01-01,0                                                              
AT341,2020-01-01,0                                                              
AT342,2020-01-01,0                                                              
BE211,2020-01-01,0                                                              
BE212,2020-01-01,.751                                                           
BE213,2020-01-01,0                                                              
BE223,2020-01-01,0                                                              
BE224,2020-01-01,0                                                              
BE225,2020-01-01,0                                                              
BE231,2020-01-01,0                                                              
BE232,2020-01-01,0                                                              
BE233,2020-01-01,0                                                              
BE234,2020-01-01,0                                                              
BE235,2020-01-01,0                                                              
BE236,2020-01-01,0                                                              
BE241,2020-01-01,.742                                                           
BE242,2020-01-01,.742                                                           
BE252,2020-01-01,0                                                              
BE253,2020-01-01,0                                                              
BE254,2020-01-01,0                                                              
BE255,2020-01-01,0                                                              
BE257,2020-01-01,0                                                              
BE258,2020-01-01,0                                                              
BE323,2020-01-01,0                                                              
BE328,2020-01-01,0                                                              
BE329,2020-01-01,0                                                              
BE32A,2020-01-01,0                                                              
BE32B,2020-01-01,0                                                              
BE32D,2020-01-01,0                                                              
BE331,2020-01-01,0                                                              
BE332,2020-01-01,0                                                              
BE334,2020-01-01,0                                                              
BE335,2020-01-01,0                                                              
BE343,2020-01-01,0                                                              
BE344,2020-01-01,0                                                              
BE351,2020-01-01,0                                                              
BE352,2020-01-01,0                                                              
BE353,2020-01-01,0                                                              
BG311,2020-01-01,.805                                                           
BG312,2020-01-01,.803                                                           
BG313,2020-01-01,.803                                                           
BG314,2020-01-01,.772                                                           
BG315,2020-01-01,0                                                              
BG321,2020-01-01,.767                                                           
BG322,2020-01-01,0                                                              
BG323,2020-01-01,.754                                                           
BG325,2020-01-01,.896                                                           
BG331,2020-01-01,.825                                                           
BG332,2020-01-01,.825                                                           
BG333,2020-01-01,.693                                                           
BG341,2020-01-01,.797                                                           
BG342,2020-01-01,0                                                              
BG343,2020-01-01,.17                                                            
BG344,2020-01-01,0                                                              
BG411,2020-01-01,0                                                              
BG412,2020-01-01,0                                                              
BG413,2020-01-01,0                                                              
BG414,2020-01-01,0                                                              
BG415,2020-01-01,0                                                              
BG421,2020-01-01,0                                                              
BG422,2020-01-01,.472                                                           
BG423,2020-01-01,0                                                              
BG424,2020-01-01,0                                                              
BG425,2020-01-01,0                                                              
CH011,2020-01-01,.453                                                           
CH012,2020-01-01,.44                                                            
CH013,2020-01-01,.23                                                            
CH021,2020-01-01,.227                                                           
CH022,2020-01-01,.227                                                           
CH023,2020-01-01,.533                                                           
CH024,2020-01-01,0                                                              
CH025,2020-01-01,0                                                              
CH031,2020-01-01,0                                                              
CH032,2020-01-01,.533                                                           
CH033,2020-01-01,0                                                              
CH040,2020-01-01,0                                                              
CH051,2020-01-01,0                                                              
CH052,2020-01-01,0                                                              
CH053,2020-01-01,0                                                              
CH054,2020-01-01,0                                                              
CH055,2020-01-01,.142                                                           
CH056,2020-01-01,.854                                                           
CH057,2020-01-01,0                                                              
CH061,2020-01-01,0                                                              
CH062,2020-01-01,0                                                              
CH063,2020-01-01,0                                                              
CH065,2020-01-01,0                                                              
CH066,2020-01-01,0                                                              
CH070,2020-01-01,.155                                                           
CY000,2020-01-01,0                                                              
CZ010,2020-01-01,.839                                                           
CZ020,2020-01-01,.852                                                           
CZ031,2020-01-01,0                                                              
CZ032,2020-01-01,.988                                                           
CZ041,2020-01-01,0                                                              
CZ042,2020-01-01,0                                                              
CZ051,2020-01-01,0                                                              
CZ052,2020-01-01,.312                                                           
CZ053,2020-01-01,0                                                              
CZ063,2020-01-01,0                                                              
CZ064,2020-01-01,0                                                              
CZ071,2020-01-01,0                                                              
CZ072,2020-01-01,0                                                              
CZ080,2020-01-01,.721                                                           
DE111,2020-01-01,0                                                              
DE113,2020-01-01,.63                                                            
DE115,2020-01-01,.517                                                           
DE116,2020-01-01,.491                                                           
DE117,2020-01-01,.527                                                           
DE118,2020-01-01,.603                                                           
DE119,2020-01-01,.635                                                           
DE11A,2020-01-01,0                                                              
DE11B,2020-01-01,.755                                                           
DE122,2020-01-01,0                                                              
DE123,2020-01-01,0                                                              
DE124,2020-01-01,.658                                                           
DE125,2020-01-01,.487                                                           
DE126,2020-01-01,0                                                              
DE127,2020-01-01,.605                                                           
DE128,2020-01-01,.487                                                           
DE129,2020-01-01,0                                                              
DE12B,2020-01-01,0                                                              
DE12C,2020-01-01,0                                                              
DE132,2020-01-01,0                                                              
DE133,2020-01-01,0                                                              
DE134,2020-01-01,0                                                              
DE135,2020-01-01,0                                                              
DE137,2020-01-01,0                                                              
DE138,2020-01-01,0                                                              
DE139,2020-01-01,0                                                              
DE13A,2020-01-01,0                                                              
DE141,2020-01-01,.506                                                           
DE142,2020-01-01,.469                                                           
DE144,2020-01-01,.748                                                           
DE145,2020-01-01,.748                                                           
DE146,2020-01-01,.369                                                           
