NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2003-01-01,0                                                              
AL013,2003-01-01,0                                                              
AL014,2003-01-01,0                                                              
AL015,2003-01-01,0                                                              
AL021,2003-01-01,0                                                              
AL022,2003-01-01,0                                                              
AL031,2003-01-01,0                                                              
AL032,2003-01-01,0                                                              
AL033,2003-01-01,0                                                              
AL034,2003-01-01,0                                                              
AL035,2003-01-01,0                                                              
AT112,2003-01-01,0                                                              
AT113,2003-01-01,0                                                              
AT121,2003-01-01,0                                                              
AT122,2003-01-01,0                                                              
AT123,2003-01-01,0                                                              
AT124,2003-01-01,0                                                              
AT125,2003-01-01,0                                                              
AT126,2003-01-01,0                                                              
AT127,2003-01-01,0                                                              
AT130,2003-01-01,0                                                              
AT211,2003-01-01,0                                                              
AT212,2003-01-01,0                                                              
AT213,2003-01-01,0                                                              
AT221,2003-01-01,0                                                              
AT222,2003-01-01,0                                                              
AT223,2003-01-01,0                                                              
AT224,2003-01-01,0                                                              
AT225,2003-01-01,0                                                              
AT226,2003-01-01,0                                                              
AT311,2003-01-01,0                                                              
AT312,2003-01-01,0                                                              
AT313,2003-01-01,0                                                              
AT314,2003-01-01,0                                                              
AT315,2003-01-01,0                                                              
AT321,2003-01-01,0                                                              
AT322,2003-01-01,0                                                              
AT323,2003-01-01,0                                                              
AT331,2003-01-01,0                                                              
AT332,2003-01-01,0                                                              
AT333,2003-01-01,0                                                              
AT334,2003-01-01,0                                                              
AT335,2003-01-01,0                                                              
AT341,2003-01-01,0                                                              
AT342,2003-01-01,0                                                              
BE211,2003-01-01,0                                                              
BE212,2003-01-01,0                                                              
BE213,2003-01-01,0                                                              
BE223,2003-01-01,0                                                              
BE224,2003-01-01,0                                                              
BE225,2003-01-01,0                                                              
BE231,2003-01-01,0                                                              
BE232,2003-01-01,0                                                              
BE233,2003-01-01,0                                                              
BE234,2003-01-01,0                                                              
BE235,2003-01-01,0                                                              
BE236,2003-01-01,0                                                              
BE241,2003-01-01,0                                                              
BE242,2003-01-01,0                                                              
BE252,2003-01-01,0                                                              
BE253,2003-01-01,0                                                              
BE254,2003-01-01,0                                                              
BE255,2003-01-01,0                                                              
BE257,2003-01-01,0                                                              
BE258,2003-01-01,0                                                              
BE323,2003-01-01,0                                                              
BE328,2003-01-01,0                                                              
BE329,2003-01-01,0                                                              
BE32A,2003-01-01,0                                                              
BE32B,2003-01-01,0                                                              
BE32D,2003-01-01,0                                                              
BE331,2003-01-01,0                                                              
BE332,2003-01-01,0                                                              
BE334,2003-01-01,0                                                              
BE335,2003-01-01,0                                                              
BE343,2003-01-01,0                                                              
BE344,2003-01-01,0                                                              
BE351,2003-01-01,0                                                              
BE352,2003-01-01,0                                                              
BE353,2003-01-01,0                                                              
BG311,2003-01-01,0                                                              
BG312,2003-01-01,0                                                              
BG313,2003-01-01,0                                                              
BG314,2003-01-01,0                                                              
BG315,2003-01-01,0                                                              
BG321,2003-01-01,0                                                              
BG322,2003-01-01,0                                                              
BG323,2003-01-01,0                                                              
BG325,2003-01-01,0                                                              
BG331,2003-01-01,0                                                              
BG332,2003-01-01,0                                                              
BG333,2003-01-01,0                                                              
BG341,2003-01-01,0                                                              
BG342,2003-01-01,0                                                              
BG343,2003-01-01,0                                                              
BG344,2003-01-01,0                                                              
BG411,2003-01-01,0                                                              
BG412,2003-01-01,0                                                              
BG413,2003-01-01,0                                                              
BG414,2003-01-01,0                                                              
BG415,2003-01-01,0                                                              
BG421,2003-01-01,0                                                              
BG422,2003-01-01,0                                                              
BG423,2003-01-01,.708                                                           
BG424,2003-01-01,.569                                                           
BG425,2003-01-01,0                                                              
CH011,2003-01-01,0                                                              
CH012,2003-01-01,0                                                              
CH013,2003-01-01,0                                                              
CH021,2003-01-01,0                                                              
CH022,2003-01-01,0                                                              
CH023,2003-01-01,0                                                              
CH024,2003-01-01,0                                                              
CH025,2003-01-01,0                                                              
CH031,2003-01-01,0                                                              
CH032,2003-01-01,0                                                              
CH033,2003-01-01,0                                                              
CH040,2003-01-01,0                                                              
CH051,2003-01-01,0                                                              
CH052,2003-01-01,0                                                              
CH053,2003-01-01,0                                                              
CH054,2003-01-01,0                                                              
CH055,2003-01-01,0                                                              
CH056,2003-01-01,0                                                              
CH057,2003-01-01,0                                                              
CH061,2003-01-01,0                                                              
CH062,2003-01-01,0                                                              
CH063,2003-01-01,0                                                              
CH065,2003-01-01,0                                                              
CH066,2003-01-01,0                                                              
CH070,2003-01-01,0                                                              
CY000,2003-01-01,0                                                              
CZ010,2003-01-01,0                                                              
CZ020,2003-01-01,0                                                              
CZ031,2003-01-01,0                                                              
CZ032,2003-01-01,0                                                              
CZ041,2003-01-01,0                                                              
CZ042,2003-01-01,0                                                              
CZ051,2003-01-01,0                                                              
CZ052,2003-01-01,0                                                              
CZ053,2003-01-01,0                                                              
CZ063,2003-01-01,0                                                              
CZ064,2003-01-01,0                                                              
CZ071,2003-01-01,0                                                              
CZ072,2003-01-01,0                                                              
CZ080,2003-01-01,0                                                              
DE111,2003-01-01,0                                                              
DE113,2003-01-01,0                                                              
DE115,2003-01-01,0                                                              
DE116,2003-01-01,0                                                              
DE117,2003-01-01,0                                                              
DE118,2003-01-01,0                                                              
DE119,2003-01-01,0                                                              
DE11A,2003-01-01,0                                                              
