NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2017-01-01,.685                                                           
AL013,2017-01-01,.473                                                           
AL014,2017-01-01,.899                                                           
AL015,2017-01-01,.933                                                           
AL021,2017-01-01,.566                                                           
AL022,2017-01-01,.422                                                           
AL031,2017-01-01,0                                                              
AL032,2017-01-01,.566                                                           
AL033,2017-01-01,.48                                                            
AL034,2017-01-01,.341                                                           
AL035,2017-01-01,.566                                                           
AT112,2017-01-01,0                                                              
AT113,2017-01-01,0                                                              
AT121,2017-01-01,.814                                                           
AT122,2017-01-01,0                                                              
AT123,2017-01-01,.791                                                           
AT124,2017-01-01,.793                                                           
AT125,2017-01-01,0                                                              
AT126,2017-01-01,.791                                                           
AT127,2017-01-01,.504                                                           
AT130,2017-01-01,.563                                                           
AT211,2017-01-01,.384                                                           
AT212,2017-01-01,0                                                              
AT213,2017-01-01,0                                                              
AT221,2017-01-01,0                                                              
AT222,2017-01-01,0                                                              
AT223,2017-01-01,0                                                              
AT224,2017-01-01,0                                                              
AT225,2017-01-01,0                                                              
AT226,2017-01-01,0                                                              
AT311,2017-01-01,.865                                                           
AT312,2017-01-01,.874                                                           
AT313,2017-01-01,.867                                                           
AT314,2017-01-01,.012                                                           
AT315,2017-01-01,.19                                                            
AT321,2017-01-01,0                                                              
AT322,2017-01-01,0                                                              
AT323,2017-01-01,0                                                              
AT331,2017-01-01,.378                                                           
AT332,2017-01-01,0                                                              
AT333,2017-01-01,0                                                              
AT334,2017-01-01,0                                                              
AT335,2017-01-01,.045                                                           
AT341,2017-01-01,.106                                                           
AT342,2017-01-01,.504                                                           
BE211,2017-01-01,.485                                                           
BE212,2017-01-01,.6                                                             
BE213,2017-01-01,0                                                              
BE223,2017-01-01,.986                                                           
BE224,2017-01-01,0                                                              
BE225,2017-01-01,.99                                                            
BE231,2017-01-01,.835                                                           
BE232,2017-01-01,.785                                                           
BE233,2017-01-01,0                                                              
BE234,2017-01-01,.338                                                           
BE235,2017-01-01,.325                                                           
BE236,2017-01-01,.175                                                           
BE241,2017-01-01,.6                                                             
BE242,2017-01-01,.367                                                           
BE252,2017-01-01,.461                                                           
BE253,2017-01-01,.43                                                            
BE254,2017-01-01,.411                                                           
BE255,2017-01-01,.472                                                           
BE257,2017-01-01,.338                                                           
BE258,2017-01-01,.472                                                           
BE323,2017-01-01,0                                                              
BE328,2017-01-01,.519                                                           
BE329,2017-01-01,.975                                                           
BE32A,2017-01-01,0                                                              
BE32B,2017-01-01,.983                                                           
BE32D,2017-01-01,.975                                                           
BE331,2017-01-01,.986                                                           
BE332,2017-01-01,.988                                                           
BE334,2017-01-01,.983                                                           
BE335,2017-01-01,.946                                                           
BE343,2017-01-01,.963                                                           
BE344,2017-01-01,.522                                                           
BE351,2017-01-01,.981                                                           
BE352,2017-01-01,.983                                                           
BE353,2017-01-01,.981                                                           
BG311,2017-01-01,.87                                                            
BG312,2017-01-01,.871                                                           
BG313,2017-01-01,.881                                                           
BG314,2017-01-01,.866                                                           
BG315,2017-01-01,0                                                              
BG321,2017-01-01,.845                                                           
BG322,2017-01-01,0                                                              
BG323,2017-01-01,.846                                                           
BG325,2017-01-01,.832                                                           
BG331,2017-01-01,0                                                              
BG332,2017-01-01,0                                                              
BG333,2017-01-01,0                                                              
BG341,2017-01-01,.478                                                           
BG342,2017-01-01,0                                                              
BG343,2017-01-01,0                                                              
BG344,2017-01-01,0                                                              
BG411,2017-01-01,0                                                              
BG412,2017-01-01,0                                                              
BG413,2017-01-01,0                                                              
BG414,2017-01-01,0                                                              
BG415,2017-01-01,0                                                              
BG421,2017-01-01,0                                                              
BG422,2017-01-01,.676                                                           
BG423,2017-01-01,0                                                              
BG424,2017-01-01,.229                                                           
BG425,2017-01-01,.772                                                           
CH011,2017-01-01,.979                                                           
CH012,2017-01-01,.556                                                           
CH013,2017-01-01,.83                                                            
CH021,2017-01-01,.976                                                           
CH022,2017-01-01,.972                                                           
CH023,2017-01-01,.998                                                           
CH024,2017-01-01,.979                                                           
CH025,2017-01-01,.903                                                           
CH031,2017-01-01,.945                                                           
CH032,2017-01-01,.998                                                           
CH033,2017-01-01,.968                                                           
CH040,2017-01-01,.858                                                           
CH051,2017-01-01,.555                                                           
CH052,2017-01-01,.752                                                           
CH053,2017-01-01,.352                                                           
CH054,2017-01-01,.506                                                           
CH055,2017-01-01,.792                                                           
CH056,2017-01-01,.395                                                           
CH057,2017-01-01,.84                                                            
CH061,2017-01-01,.746                                                           
CH062,2017-01-01,.471                                                           
CH063,2017-01-01,.532                                                           
CH065,2017-01-01,.628                                                           
CH066,2017-01-01,.789                                                           
CH070,2017-01-01,.095                                                           
CY000,2017-01-01,0                                                              
CZ010,2017-01-01,.614                                                           
CZ020,2017-01-01,.736                                                           
CZ031,2017-01-01,0                                                              
CZ032,2017-01-01,.808                                                           
CZ041,2017-01-01,.551                                                           
CZ042,2017-01-01,.778                                                           
CZ051,2017-01-01,0                                                              
CZ052,2017-01-01,.402                                                           
CZ053,2017-01-01,0                                                              
CZ063,2017-01-01,.736                                                           
CZ064,2017-01-01,0                                                              
CZ071,2017-01-01,0                                                              
CZ072,2017-01-01,0                                                              
CZ080,2017-01-01,.428                                                           
DE111,2017-01-01,.995                                                           
DE113,2017-01-01,.991                                                           
DE115,2017-01-01,.998                                                           
DE116,2017-01-01,.993                                                           
DE117,2017-01-01,.998                                                           
DE118,2017-01-01,.998                                                           
DE119,2017-01-01,.976                                                           
DE11A,2017-01-01,.961                                                           
DE11B,2017-01-01,.973                                                           
DE122,2017-01-01,.959                                                           
DE123,2017-01-01,.959                                                           
DE124,2017-01-01,.962                                                           
DE125,2017-01-01,.998                                                           
DE126,2017-01-01,.997                                                           
DE127,2017-01-01,.998                                                           
DE128,2017-01-01,.998                                                           
DE129,2017-01-01,.957                                                           
DE12B,2017-01-01,.955                                                           
DE12C,2017-01-01,.967                                                           
DE132,2017-01-01,.945                                                           
DE133,2017-01-01,.974                                                           
DE134,2017-01-01,.994                                                           
DE135,2017-01-01,.943                                                           
DE137,2017-01-01,.772                                                           
DE138,2017-01-01,.684                                                           
DE139,2017-01-01,.945                                                           
DE13A,2017-01-01,.929                                                           
DE141,2017-01-01,.986                                                           
DE142,2017-01-01,.986                                                           
DE144,2017-01-01,.956                                                           
DE145,2017-01-01,.956                                                           
DE146,2017-01-01,.922                                                           
DE147,2017-01-01,.64                                                            
DE148,2017-01-01,.778                                                           
DE149,2017-01-01,.893                                                           
DE211,2017-01-01,.974                                                           
DE212,2017-01-01,.638                                                           
DE213,2017-01-01,.485                                                           
DE214,2017-01-01,.649                                                           
DE215,2017-01-01,0                                                              
DE216,2017-01-01,.502                                                           
DE217,2017-01-01,.821                                                           
DE219,2017-01-01,.985                                                           
DE21A,2017-01-01,.751                                                           
DE21B,2017-01-01,.884                                                           
DE21C,2017-01-01,.81                                                            
DE21E,2017-01-01,.907                                                           
DE21G,2017-01-01,.411                                                           
DE21H,2017-01-01,.821                                                           
DE21I,2017-01-01,.974                                                           
DE21J,2017-01-01,.979                                                           
DE21K,2017-01-01,.485                                                           
DE21L,2017-01-01,.768                                                           
DE21M,2017-01-01,.655                                                           
DE21N,2017-01-01,.821                                                           
DE221,2017-01-01,.864                                                           
DE222,2017-01-01,.959                                                           
DE223,2017-01-01,.953                                                           
DE224,2017-01-01,.959                                                           
