NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
AL011,2016-01-01,.876                                                           
AL013,2016-01-01,.547                                                           
AL014,2016-01-01,.965                                                           
AL015,2016-01-01,.961                                                           
AL021,2016-01-01,.432                                                           
AL022,2016-01-01,.515                                                           
AL031,2016-01-01,0                                                              
AL032,2016-01-01,.519                                                           
AL033,2016-01-01,0                                                              
AL034,2016-01-01,0                                                              
AL035,2016-01-01,0                                                              
AT112,2016-01-01,0                                                              
AT113,2016-01-01,0                                                              
AT121,2016-01-01,.834                                                           
AT122,2016-01-01,0                                                              
AT123,2016-01-01,0                                                              
AT124,2016-01-01,0                                                              
AT125,2016-01-01,0                                                              
AT126,2016-01-01,.065                                                           
AT127,2016-01-01,.065                                                           
AT130,2016-01-01,.035                                                           
AT211,2016-01-01,.343                                                           
AT212,2016-01-01,0                                                              
AT213,2016-01-01,0                                                              
AT221,2016-01-01,0                                                              
AT222,2016-01-01,0                                                              
AT223,2016-01-01,0                                                              
AT224,2016-01-01,0                                                              
AT225,2016-01-01,0                                                              
AT226,2016-01-01,0                                                              
AT311,2016-01-01,.165                                                           
AT312,2016-01-01,.122                                                           
AT313,2016-01-01,0                                                              
AT314,2016-01-01,.088                                                           
AT315,2016-01-01,0                                                              
AT321,2016-01-01,0                                                              
AT322,2016-01-01,0                                                              
AT323,2016-01-01,0                                                              
AT331,2016-01-01,0                                                              
AT332,2016-01-01,0                                                              
AT333,2016-01-01,0                                                              
AT334,2016-01-01,0                                                              
AT335,2016-01-01,0                                                              
AT341,2016-01-01,0                                                              
AT342,2016-01-01,0                                                              
BE211,2016-01-01,0                                                              
BE212,2016-01-01,0                                                              
BE213,2016-01-01,0                                                              
BE223,2016-01-01,0                                                              
BE224,2016-01-01,0                                                              
BE225,2016-01-01,0                                                              
BE231,2016-01-01,0                                                              
BE232,2016-01-01,0                                                              
BE233,2016-01-01,0                                                              
BE234,2016-01-01,0                                                              
BE235,2016-01-01,0                                                              
BE236,2016-01-01,0                                                              
BE241,2016-01-01,0                                                              
BE242,2016-01-01,0                                                              
BE252,2016-01-01,0                                                              
BE253,2016-01-01,0                                                              
BE254,2016-01-01,0                                                              
BE255,2016-01-01,0                                                              
BE257,2016-01-01,0                                                              
BE258,2016-01-01,0                                                              
BE323,2016-01-01,0                                                              
BE328,2016-01-01,0                                                              
BE329,2016-01-01,0                                                              
BE32A,2016-01-01,0                                                              
BE32B,2016-01-01,0                                                              
BE32D,2016-01-01,0                                                              
BE331,2016-01-01,0                                                              
BE332,2016-01-01,0                                                              
BE334,2016-01-01,0                                                              
BE335,2016-01-01,0                                                              
BE343,2016-01-01,0                                                              
BE344,2016-01-01,0                                                              
BE351,2016-01-01,0                                                              
BE352,2016-01-01,0                                                              
BE353,2016-01-01,0                                                              
BG311,2016-01-01,.489                                                           
BG312,2016-01-01,.46                                                            
BG313,2016-01-01,.822                                                           
BG314,2016-01-01,.406                                                           
BG315,2016-01-01,0                                                              
BG321,2016-01-01,.363                                                           
BG322,2016-01-01,0                                                              
BG323,2016-01-01,.37                                                            
BG325,2016-01-01,.327                                                           
BG331,2016-01-01,0                                                              
BG332,2016-01-01,0                                                              
BG333,2016-01-01,0                                                              
BG341,2016-01-01,0                                                              
BG342,2016-01-01,0                                                              
BG343,2016-01-01,0                                                              
BG344,2016-01-01,0                                                              
BG411,2016-01-01,0                                                              
BG412,2016-01-01,.822                                                           
BG413,2016-01-01,0                                                              
BG414,2016-01-01,0                                                              
BG415,2016-01-01,0                                                              
BG421,2016-01-01,0                                                              
BG422,2016-01-01,0                                                              
BG423,2016-01-01,0                                                              
BG424,2016-01-01,0                                                              
BG425,2016-01-01,0                                                              
CH011,2016-01-01,0                                                              
CH012,2016-01-01,0                                                              
CH013,2016-01-01,.346                                                           
CH021,2016-01-01,0                                                              
CH022,2016-01-01,0                                                              
CH023,2016-01-01,.429                                                           
CH024,2016-01-01,0                                                              
CH025,2016-01-01,0                                                              
CH031,2016-01-01,0                                                              
CH032,2016-01-01,.429                                                           
CH033,2016-01-01,0                                                              
CH040,2016-01-01,0                                                              
CH051,2016-01-01,0                                                              
CH052,2016-01-01,0                                                              
CH053,2016-01-01,0                                                              
CH054,2016-01-01,0                                                              
CH055,2016-01-01,0                                                              
CH056,2016-01-01,0                                                              
CH057,2016-01-01,0                                                              
CH061,2016-01-01,0                                                              
CH062,2016-01-01,0                                                              
CH063,2016-01-01,0                                                              
CH065,2016-01-01,0                                                              
CH066,2016-01-01,0                                                              
CH070,2016-01-01,.071                                                           
CY000,2016-01-01,0                                                              
CZ010,2016-01-01,0                                                              
CZ020,2016-01-01,0                                                              
CZ031,2016-01-01,0                                                              
CZ032,2016-01-01,.358                                                           
CZ041,2016-01-01,0                                                              
CZ042,2016-01-01,0                                                              
CZ051,2016-01-01,0                                                              
CZ052,2016-01-01,0                                                              
CZ053,2016-01-01,0                                                              
CZ063,2016-01-01,0                                                              
CZ064,2016-01-01,0                                                              
CZ071,2016-01-01,0                                                              
CZ072,2016-01-01,0                                                              
CZ080,2016-01-01,.457                                                           
DE111,2016-01-01,.417                                                           
DE113,2016-01-01,.459                                                           
DE115,2016-01-01,.41                                                            
DE116,2016-01-01,.404                                                           
DE117,2016-01-01,.406                                                           
DE118,2016-01-01,.406                                                           
DE119,2016-01-01,0                                                              
DE11A,2016-01-01,0                                                              
DE11B,2016-01-01,0                                                              
DE122,2016-01-01,0                                                              
DE123,2016-01-01,0                                                              
DE124,2016-01-01,.43                                                            
DE125,2016-01-01,0                                                              
DE126,2016-01-01,0                                                              
DE127,2016-01-01,0                                                              
DE128,2016-01-01,0                                                              
DE129,2016-01-01,0                                                              
DE12B,2016-01-01,0                                                              
DE12C,2016-01-01,0                                                              
DE132,2016-01-01,0                                                              
DE133,2016-01-01,0                                                              
DE134,2016-01-01,.741                                                           
DE135,2016-01-01,0                                                              
DE137,2016-01-01,0                                                              
DE138,2016-01-01,0                                                              
DE139,2016-01-01,0                                                              
DE13A,2016-01-01,0                                                              
DE141,2016-01-01,.473                                                           
DE142,2016-01-01,.473                                                           
DE144,2016-01-01,0                                                              
DE145,2016-01-01,0                                                              
DE146,2016-01-01,0                                                              
DE147,2016-01-01,0                                                              
DE148,2016-01-01,0                                                              
DE149,2016-01-01,0                                                              
DE211,2016-01-01,0                                                              
DE212,2016-01-01,0                                                              
DE213,2016-01-01,0                                                              
DE214,2016-01-01,.1                                                             
DE215,2016-01-01,0                                                              
DE216,2016-01-01,0                                                              
DE217,2016-01-01,0                                                              
DE219,2016-01-01,.323                                                           
DE21A,2016-01-01,0                                                              
DE21B,2016-01-01,0                                                              
DE21C,2016-01-01,0                                                              
DE21E,2016-01-01,0                                                              
DE21G,2016-01-01,0                                                              
DE21H,2016-01-01,0                                                              
DE21I,2016-01-01,0                                                              
DE21J,2016-01-01,0                                                              
DE21K,2016-01-01,0                                                              
DE21L,2016-01-01,0                                                              
DE21M,2016-01-01,.469                                                           
DE21N,2016-01-01,0                                                              
DE221,2016-01-01,0                                                              
DE222,2016-01-01,.166                                                           
DE223,2016-01-01,0                                                              
DE224,2016-01-01,.584                                                           
DE226,2016-01-01,.323                                                           
DE227,2016-01-01,0                                                              
DE228,2016-01-01,.604                                                           
DE229,2016-01-01,0                                                              
DE22A,2016-01-01,.483                                                           
DE22B,2016-01-01,0                                                              
DE22C,2016-01-01,.372                                                           
DE232,2016-01-01,0                                                              
DE233,2016-01-01,0                                                              
DE234,2016-01-01,0                                                              
DE235,2016-01-01,0                                                              
DE236,2016-01-01,.302                                                           
DE237,2016-01-01,0                                                              
DE238,2016-01-01,.267                                                           
DE239,2016-01-01,0                                                              
DE241,2016-01-01,0                                                              
DE245,2016-01-01,0                                                              
DE247,2016-01-01,0                                                              
DE248,2016-01-01,0                                                              
DE249,2016-01-01,0                                                              
DE24A,2016-01-01,0                                                              
DE24B,2016-01-01,0                                                              
DE24C,2016-01-01,0                                                              
DE252,2016-01-01,.752                                                           
DE253,2016-01-01,.778                                                           
DE254,2016-01-01,.797                                                           
DE255,2016-01-01,0                                                              
DE257,2016-01-01,.797                                                           
DE258,2016-01-01,0                                                              
DE259,2016-01-01,.797                                                           
DE25B,2016-01-01,.154                                                           
DE25C,2016-01-01,.052                                                           
DE261,2016-01-01,0                                                              
DE262,2016-01-01,0                                                              
DE263,2016-01-01,0                                                              
DE264,2016-01-01,0                                                              
DE265,2016-01-01,0                                                              
DE266,2016-01-01,0                                                              
DE267,2016-01-01,0                                                              
DE268,2016-01-01,0                                                              
DE269,2016-01-01,0                                                              
DE26A,2016-01-01,0                                                              
DE26B,2016-01-01,0                                                              
DE26C,2016-01-01,0                                                              
DE271,2016-01-01,0                                                              
DE273,2016-01-01,0                                                              
DE274,2016-01-01,0                                                              
DE275,2016-01-01,0                                                              
DE276,2016-01-01,0                                                              
DE277,2016-01-01,0                                                              
DE278,2016-01-01,0                                                              
DE279,2016-01-01,0                                                              
DE27A,2016-01-01,0                                                              
DE27B,2016-01-01,0                                                              
DE27C,2016-01-01,0                                                              
DE27D,2016-01-01,0                                                              
DE27E,2016-01-01,0                                                              
DE300,2016-01-01,0                                                              
DE401,2016-01-01,0                                                              
DE402,2016-01-01,0                                                              
DE403,2016-01-01,.77                                                            
DE404,2016-01-01,0                                                              
DE405,2016-01-01,.743                                                           
DE406,2016-01-01,0                                                              
DE407,2016-01-01,.75                                                            
DE408,2016-01-01,0                                                              
DE409,2016-01-01,.783                                                           
DE40A,2016-01-01,0                                                              
DE40B,2016-01-01,.738                                                           
DE40C,2016-01-01,.756                                                           
DE40D,2016-01-01,0                                                              
DE40E,2016-01-01,0                                                              
DE40F,2016-01-01,0                                                              
DE40G,2016-01-01,0                                                              
DE40H,2016-01-01,0                                                              
DE40I,2016-01-01,.743                                                           
DE501,2016-01-01,0                                                              
DE502,2016-01-01,0                                                              
DE600,2016-01-01,0                                                              
DE712,2016-01-01,0                                                              
DE713,2016-01-01,0                                                              
DE714,2016-01-01,0                                                              
DE715,2016-01-01,0                                                              
DE716,2016-01-01,0                                                              
DE717,2016-01-01,0                                                              
DE718,2016-01-01,0                                                              
DE719,2016-01-01,0                                                              
DE71A,2016-01-01,0                                                              
DE71B,2016-01-01,0                                                              
DE71C,2016-01-01,0                                                              
DE71D,2016-01-01,0                                                              
DE71E,2016-01-01,0                                                              
DE721,2016-01-01,0                                                              
DE722,2016-01-01,0                                                              
DE723,2016-01-01,0                                                              
DE724,2016-01-01,0                                                              
DE725,2016-01-01,0                                                              
DE731,2016-01-01,0                                                              
DE732,2016-01-01,0                                                              
DE733,2016-01-01,0                                                              
DE734,2016-01-01,0                                                              
DE735,2016-01-01,0                                                              
DE736,2016-01-01,0                                                              
DE737,2016-01-01,0                                                              
DE803,2016-01-01,0                                                              
DE80J,2016-01-01,0                                                              
DE80K,2016-01-01,0                                                              
DE80L,2016-01-01,0                                                              
DE80M,2016-01-01,0                                                              
DE80N,2016-01-01,0                                                              
DE80O,2016-01-01,0                                                              
DE911,2016-01-01,0                                                              
DE913,2016-01-01,.445                                                           
DE914,2016-01-01,.433                                                           
DE917,2016-01-01,.432                                                           
DE918,2016-01-01,0                                                              
DE91A,2016-01-01,0                                                              
DE91C,2016-01-01,0                                                              
DE922,2016-01-01,0                                                              
DE923,2016-01-01,0                                                              
DE925,2016-01-01,0                                                              
DE926,2016-01-01,0                                                              
DE927,2016-01-01,0                                                              
DE928,2016-01-01,0                                                              
DE929,2016-01-01,0                                                              
DE931,2016-01-01,0                                                              
DE932,2016-01-01,0                                                              
DE933,2016-01-01,0                                                              
DE934,2016-01-01,0                                                              
DE935,2016-01-01,0                                                              
DE936,2016-01-01,0                                                              
DE937,2016-01-01,0                                                              
DE938,2016-01-01,0                                                              
DE939,2016-01-01,0                                                              
DE93A,2016-01-01,0                                                              
DE93B,2016-01-01,0                                                              
DE942,2016-01-01,0                                                              
DE943,2016-01-01,0                                                              
DE946,2016-01-01,0                                                              
DE947,2016-01-01,0                                                              
DE948,2016-01-01,0                                                              
DE949,2016-01-01,0                                                              
DE94B,2016-01-01,0                                                              
DE94C,2016-01-01,0                                                              
DE94D,2016-01-01,0                                                              
DE94E,2016-01-01,0                                                              
DE94F,2016-01-01,0                                                              
DE94G,2016-01-01,0                                                              
DEA11,2016-01-01,0                                                              
DEA12,2016-01-01,0                                                              
DEA13,2016-01-01,0                                                              
DEA14,2016-01-01,0                                                              
DEA16,2016-01-01,0                                                              
DEA17,2016-01-01,0                                                              
DEA1B,2016-01-01,0                                                              
DEA1C,2016-01-01,0                                                              
DEA1D,2016-01-01,0                                                              
DEA1E,2016-01-01,0                                                              
DEA1F,2016-01-01,0                                                              
DEA22,2016-01-01,0                                                              
DEA23,2016-01-01,0                                                              
DEA24,2016-01-01,0                                                              
DEA26,2016-01-01,0                                                              
DEA27,2016-01-01,0                                                              
DEA29,2016-01-01,0                                                              
DEA2A,2016-01-01,0                                                              
DEA2C,2016-01-01,0                                                              
DEA2D,2016-01-01,0                                                              
DEA33,2016-01-01,0                                                              
DEA35,2016-01-01,0                                                              
DEA36,2016-01-01,0                                                              
DEA37,2016-01-01,0                                                              
DEA38,2016-01-01,0                                                              
DEA43,2016-01-01,0                                                              
DEA44,2016-01-01,0                                                              
DEA45,2016-01-01,0                                                              
DEA46,2016-01-01,0                                                              
DEA47,2016-01-01,0                                                              
DEA51,2016-01-01,0                                                              
DEA52,2016-01-01,0                                                              
DEA53,2016-01-01,0                                                              
DEA54,2016-01-01,0                                                              
DEA56,2016-01-01,0                                                              
DEA57,2016-01-01,0                                                              
DEA58,2016-01-01,0                                                              
DEA5B,2016-01-01,0                                                              
DEA5C,2016-01-01,0                                                              
DEB11,2016-01-01,0                                                              
DEB12,2016-01-01,0                                                              
DEB13,2016-01-01,0                                                              
DEB14,2016-01-01,0                                                              
DEB15,2016-01-01,0                                                              
DEB17,2016-01-01,0                                                              
DEB18,2016-01-01,0                                                              
DEB1A,2016-01-01,0                                                              
DEB1B,2016-01-01,0                                                              
DEB1C,2016-01-01,0                                                              
DEB1D,2016-01-01,0                                                              
DEB21,2016-01-01,0                                                              
DEB22,2016-01-01,0                                                              
DEB23,2016-01-01,0                                                              
DEB25,2016-01-01,0                                                              
DEB31,2016-01-01,0                                                              
DEB34,2016-01-01,0                                                              
DEB35,2016-01-01,0                                                              
DEB38,2016-01-01,0                                                              
DEB39,2016-01-01,0                                                              
DEB3A,2016-01-01,0                                                              
DEB3B,2016-01-01,0                                                              
DEB3D,2016-01-01,0                                                              
DEB3E,2016-01-01,0                                                              
DEB3G,2016-01-01,0                                                              
DEB3I,2016-01-01,0                                                              
DEB3J,2016-01-01,0                                                              
DEC01,2016-01-01,0                                                              
DEC02,2016-01-01,0                                                              
DEC04,2016-01-01,0                                                              
DEC05,2016-01-01,0                                                              
DED21,2016-01-01,0                                                              
DED2C,2016-01-01,0                                                              
DED2D,2016-01-01,0                                                              
DED2E,2016-01-01,0                                                              
DED2F,2016-01-01,0                                                              
DED41,2016-01-01,0                                                              
DED43,2016-01-01,0                                                              
DED44,2016-01-01,0                                                              
DED45,2016-01-01,0                                                              
DED51,2016-01-01,.256                                                           
DED52,2016-01-01,.181                                                           
DED53,2016-01-01,.256                                                           
DEE01,2016-01-01,0                                                              
DEE02,2016-01-01,.244                                                           
DEE03,2016-01-01,0                                                              
DEE05,2016-01-01,0                                                              
DEE06,2016-01-01,0                                                              
DEE07,2016-01-01,.432                                                           
DEE08,2016-01-01,.163                                                           
DEE09,2016-01-01,0                                                              
DEE0A,2016-01-01,0                                                              
DEE0B,2016-01-01,.252                                                           
DEE0C,2016-01-01,0                                                              
DEE0D,2016-01-01,0                                                              
DEE0E,2016-01-01,.449                                                           
DEF03,2016-01-01,0                                                              
DEF05,2016-01-01,0                                                              
DEF06,2016-01-01,0                                                              
DEF07,2016-01-01,0                                                              
DEF08,2016-01-01,0                                                              
DEF09,2016-01-01,0                                                              
DEF0B,2016-01-01,0                                                              
DEF0C,2016-01-01,0                                                              
DEF0E,2016-01-01,0                                                              
DEG02,2016-01-01,0                                                              
DEG03,2016-01-01,0                                                              
DEG06,2016-01-01,0                                                              
DEG09,2016-01-01,0                                                              
DEG0A,2016-01-01,0                                                              
DEG0B,2016-01-01,0                                                              
DEG0D,2016-01-01,0                                                              
DEG0G,2016-01-01,0                                                              
DEG0I,2016-01-01,0                                                              
DEG0J,2016-01-01,0                                                              
DEG0K,2016-01-01,.181                                                           
DEG0L,2016-01-01,0                                                              
DEG0M,2016-01-01,0                                                              
DEG0N,2016-01-01,0                                                              
DEG0P,2016-01-01,0                                                              
DK031,2016-01-01,0                                                              
DK032,2016-01-01,0                                                              
DK041,2016-01-01,0                                                              
DK042,2016-01-01,0                                                              
DK050,2016-01-01,0                                                              
EE001,2016-01-01,0                                                              
EE004,2016-01-01,0                                                              
EE008,2016-01-01,0                                                              
EE009,2016-01-01,0                                                              
EE00A,2016-01-01,0                                                              
EL511,2016-01-01,0                                                              
EL512,2016-01-01,0                                                              
EL513,2016-01-01,0                                                              
EL514,2016-01-01,0                                                              
EL515,2016-01-01,0                                                              
EL521,2016-01-01,0                                                              
EL522,2016-01-01,0                                                              
EL523,2016-01-01,0                                                              
EL524,2016-01-01,0                                                              
EL525,2016-01-01,0                                                              
EL526,2016-01-01,0                                                              
EL527,2016-01-01,0                                                              
EL531,2016-01-01,0                                                              
EL532,2016-01-01,0                                                              
EL533,2016-01-01,0                                                              
EL541,2016-01-01,.711                                                           
EL542,2016-01-01,.886                                                           
EL543,2016-01-01,.704                                                           
EL611,2016-01-01,0                                                              
EL612,2016-01-01,0                                                              
EL631,2016-01-01,.845                                                           
EL632,2016-01-01,.672                                                           
EL633,2016-01-01,.82                                                            
EL641,2016-01-01,.127                                                           
EL642,2016-01-01,.1                                                             
EL643,2016-01-01,.394                                                           
EL644,2016-01-01,0                                                              
EL645,2016-01-01,0                                                              
EL651,2016-01-01,.82                                                            
EL653,2016-01-01,0                                                              
ES111,2016-01-01,0                                                              
ES112,2016-01-01,0                                                              
ES113,2016-01-01,0                                                              
ES114,2016-01-01,0                                                              
ES120,2016-01-01,0                                                              
ES130,2016-01-01,0                                                              
ES211,2016-01-01,0                                                              
ES213,2016-01-01,0                                                              
ES220,2016-01-01,.799                                                           
ES230,2016-01-01,.799                                                           
ES241,2016-01-01,.81                                                            
ES242,2016-01-01,.748                                                           
ES243,2016-01-01,.827                                                           
ES300,2016-01-01,.939                                                           
ES411,2016-01-01,0                                                              
ES412,2016-01-01,0                                                              
ES413,2016-01-01,0                                                              
ES414,2016-01-01,0                                                              
ES415,2016-01-01,0                                                              
ES416,2016-01-01,0                                                              
ES417,2016-01-01,0                                                              
ES418,2016-01-01,0                                                              
ES419,2016-01-01,0                                                              
ES421,2016-01-01,.888                                                           
ES422,2016-01-01,.908                                                           
ES423,2016-01-01,.759                                                           
ES424,2016-01-01,.674                                                           
ES425,2016-01-01,.939                                                           
ES431,2016-01-01,0                                                              
ES432,2016-01-01,0                                                              
ES511,2016-01-01,.945                                                           
ES512,2016-01-01,.808                                                           
ES513,2016-01-01,.147                                                           
ES514,2016-01-01,.838                                                           
ES521,2016-01-01,.49                                                            
ES522,2016-01-01,0                                                              
ES523,2016-01-01,.534                                                           
ES611,2016-01-01,.82                                                            
ES612,2016-01-01,0                                                              
ES613,2016-01-01,.457                                                           
ES614,2016-01-01,.832                                                           
ES615,2016-01-01,0                                                              
ES616,2016-01-01,.879                                                           
