NUTS_ID, TIMESTAMP, MEDIAN                                                      
AL011,2020-01-01,-.92                                                           
AL012,2020-01-01,-.7855                                                         
AL013,2020-01-01,-.9715                                                         
AL014,2020-01-01,-.765                                                          
AL015,2020-01-01,-.961                                                          
AL021,2020-01-01,-.797                                                          
AL022,2020-01-01,-.658                                                          
AL031,2020-01-01,-1.03                                                          
AL032,2020-01-01,-.5765                                                         
AL033,2020-01-01,-1.415                                                         
AL034,2020-01-01,-1.49                                                          
AL035,2020-01-01,-1.235                                                         
AT111,2020-01-01,-1.155                                                         
AT112,2020-01-01,-.8705                                                         
AT113,2020-01-01,-1.62                                                          
AT121,2020-01-01,-1.06                                                          
AT122,2020-01-01,-.99                                                           
AT123,2020-01-01,-1.15                                                          
AT124,2020-01-01,-1.45                                                          
AT125,2020-01-01,-.923                                                          
AT126,2020-01-01,-.843                                                          
AT127,2020-01-01,-.814                                                          
AT130,2020-01-01,-.781                                                          
AT211,2020-01-01,-1.615                                                         
AT212,2020-01-01,-1.415                                                         
AT213,2020-01-01,-1.62                                                          
AT221,2020-01-01,-2.1                                                           
AT222,2020-01-01,-.6315                                                         
AT223,2020-01-01,-.8925                                                         
AT224,2020-01-01,-1.65                                                          
AT225,2020-01-01,-1.93                                                          
AT226,2020-01-01,-1.03                                                          
AT311,2020-01-01,-.923                                                          
AT312,2020-01-01,-1.03                                                          
AT313,2020-01-01,-1.215                                                         
AT314,2020-01-01,-.759                                                          
AT315,2020-01-01,-.7015                                                         
AT321,2020-01-01,-.8765                                                         
AT322,2020-01-01,-.6755                                                         
AT323,2020-01-01,-.679                                                          
AT331,2020-01-01,-.52                                                           
AT332,2020-01-01,-.7885                                                         
AT333,2020-01-01,-.978                                                          
AT334,2020-01-01,-.612                                                          
AT335,2020-01-01,-.737                                                          
AT341,2020-01-01,-.519                                                          
AT342,2020-01-01,-.532                                                          
BE100,2020-01-01,-.884                                                          
BE211,2020-01-01,-.6495                                                         
BE212,2020-01-01,-.789                                                          
BE213,2020-01-01,-.717                                                          
BE223,2020-01-01,-1.08                                                          
BE224,2020-01-01,-.932                                                          
BE225,2020-01-01,-.871                                                          
BE231,2020-01-01,-.652                                                          
BE232,2020-01-01,-.679                                                          
BE233,2020-01-01,-.4025                                                         
BE234,2020-01-01,-.4815                                                         
BE235,2020-01-01,-.491                                                          
BE236,2020-01-01,-.588                                                          
BE241,2020-01-01,-.799                                                          
BE242,2020-01-01,-.908                                                          
BE251,2020-01-01,-.3115                                                         
BE252,2020-01-01,-.335                                                          
BE253,2020-01-01,-.3815                                                         
BE254,2020-01-01,-.358                                                          
BE255,2020-01-01,-.265                                                          
BE256,2020-01-01,-.3505                                                         
BE257,2020-01-01,-.3505                                                         
BE258,2020-01-01,-.389                                                          
BE310,2020-01-01,-.9445                                                         
BE323,2020-01-01,-.6745                                                         
BE328,2020-01-01,-.3815                                                         
BE329,2020-01-01,-.813                                                          
BE32A,2020-01-01,-.614                                                          
BE32B,2020-01-01,-.872                                                          
BE32C,2020-01-01,-.7975                                                         
BE32D,2020-01-01,-.635                                                          
BE331,2020-01-01,-.78                                                           
BE332,2020-01-01,-.8775                                                         
BE334,2020-01-01,-.956                                                          
BE335,2020-01-01,-.872                                                          
BE336,2020-01-01,-.787                                                          
BE341,2020-01-01,-.245                                                          
BE342,2020-01-01,-.418                                                          
BE343,2020-01-01,-.624                                                          
BE344,2020-01-01,-.299                                                          
BE345,2020-01-01,-.163                                                          
BE351,2020-01-01,-.624                                                          
BE352,2020-01-01,-.868                                                          
BE353,2020-01-01,-.575                                                          
BG311,2020-01-01,-1.525                                                         
BG312,2020-01-01,-1.45                                                          
BG313,2020-01-01,-1.55                                                          
BG314,2020-01-01,-2.01                                                          
BG315,2020-01-01,-1.73                                                          
BG321,2020-01-01,-2.415                                                         
BG322,2020-01-01,-2.13                                                          
BG323,2020-01-01,-2.325                                                         
BG324,2020-01-01,-2.27                                                          
BG325,2020-01-01,-2.14                                                          
BG331,2020-01-01,-2.34                                                          
BG332,2020-01-01,-2.075                                                         
BG333,2020-01-01,-2.44                                                          
BG334,2020-01-01,-2.435                                                         
BG341,2020-01-01,-1.98                                                          
BG342,2020-01-01,-2.37                                                          
BG343,2020-01-01,-2.245                                                         
BG344,2020-01-01,-2.315                                                         
BG411,2020-01-01,-1.21                                                          
BG412,2020-01-01,-1.4                                                           
BG413,2020-01-01,-1.69                                                          
BG414,2020-01-01,-1.23                                                          
BG415,2020-01-01,-1.48                                                          
BG421,2020-01-01,-2.08                                                          
BG422,2020-01-01,-2.26                                                          
BG423,2020-01-01,-1.81                                                          
BG424,2020-01-01,-1.98                                                          
BG425,2020-01-01,-2.245                                                         
CH011,2020-01-01,-.837                                                          
CH012,2020-01-01,-.7315                                                         
CH013,2020-01-01,-.648                                                          
CH021,2020-01-01,-.8285                                                         
CH022,2020-01-01,-.869                                                          
CH023,2020-01-01,-1.007                                                         
CH024,2020-01-01,-.931                                                          
CH025,2020-01-01,-.9925                                                         
CH031,2020-01-01,-1.12                                                          
CH032,2020-01-01,-1.06                                                          
CH033,2020-01-01,-.756                                                          
CH040,2020-01-01,-.72                                                           
CH051,2020-01-01,-.6155                                                         
CH052,2020-01-01,-.8135                                                         
CH053,2020-01-01,-.61                                                           
CH054,2020-01-01,-.575                                                          
CH055,2020-01-01,-.5755                                                         
CH056,2020-01-01,-.7925                                                         
CH057,2020-01-01,-.711                                                          
CH061,2020-01-01,-.7765                                                         
CH062,2020-01-01,-.713                                                          
CH063,2020-01-01,-.786                                                          
CH064,2020-01-01,-.757                                                          
CH065,2020-01-01,-.786                                                          
CH066,2020-01-01,-.796                                                          
CH070,2020-01-01,-1.16                                                          
CY000,2020-01-01,.8305                                                          
CZ010,2020-01-01,-1.37                                                          
CZ020,2020-01-01,-1.45                                                          
CZ031,2020-01-01,-1.5                                                           
CZ032,2020-01-01,-1.435                                                         
CZ041,2020-01-01,-1.185                                                         
CZ042,2020-01-01,-1.04                                                          
CZ051,2020-01-01,-.968                                                          
CZ052,2020-01-01,-1.35                                                          
CZ053,2020-01-01,-1.55                                                          
CZ063,2020-01-01,-1.45                                                          
CZ064,2020-01-01,-1.15                                                          
CZ071,2020-01-01,-1.45                                                          
CZ072,2020-01-01,-1.105                                                         
CZ080,2020-01-01,-1.45                                                          
DE111,2020-01-01,-.853                                                          
DE112,2020-01-01,-.935                                                          
DE113,2020-01-01,-.779                                                          
DE114,2020-01-01,-.673                                                          
DE115,2020-01-01,-.7095                                                         
DE116,2020-01-01,-.7095                                                         
DE117,2020-01-01,-.671                                                          
DE118,2020-01-01,-.701                                                          
DE119,2020-01-01,-.918                                                          
DE11A,2020-01-01,-.868                                                          
DE11B,2020-01-01,-.915                                                          
DE11C,2020-01-01,-.713                                                          
DE11D,2020-01-01,-.717                                                          
DE121,2020-01-01,-.763                                                          
DE122,2020-01-01,-.812                                                          
DE123,2020-01-01,-.745                                                          
DE124,2020-01-01,-.752                                                          
DE125,2020-01-01,-.616                                                          
DE126,2020-01-01,-.617                                                          
DE127,2020-01-01,-.722                                                          
DE128,2020-01-01,-.683                                                          
DE129,2020-01-01,-.948                                                          
DE12A,2020-01-01,-.874                                                          
DE12B,2020-01-01,-.877                                                          
DE12C,2020-01-01,-.7975                                                         
DE131,2020-01-01,-1.215                                                         
DE132,2020-01-01,-1.02                                                          
DE133,2020-01-01,-1.15                                                          
DE134,2020-01-01,-.931                                                          
DE135,2020-01-01,-.861                                                          
DE136,2020-01-01,-.925                                                          
DE137,2020-01-01,-.966                                                          
DE138,2020-01-01,-.882                                                          
DE139,2020-01-01,-1.02                                                          
DE13A,2020-01-01,-.797                                                          
DE141,2020-01-01,-.911                                                          
DE142,2020-01-01,-.957                                                          
DE143,2020-01-01,-.982                                                          
DE144,2020-01-01,-.88                                                           
DE145,2020-01-01,-.826                                                          
DE146,2020-01-01,-.8435                                                         
DE147,2020-01-01,-.711                                                          
DE148,2020-01-01,-.712                                                          
DE149,2020-01-01,-.966                                                          
DE211,2020-01-01,-.9155                                                         
DE212,2020-01-01,-.7885                                                         
DE213,2020-01-01,-.924                                                          
DE214,2020-01-01,-.953                                                          
DE215,2020-01-01,-.63                                                           
DE216,2020-01-01,-.7775                                                         
DE217,2020-01-01,-.8015                                                         
DE218,2020-01-01,-.848                                                          
DE219,2020-01-01,-1.015                                                         
DE21A,2020-01-01,-.79                                                           
DE21B,2020-01-01,-.878                                                          
DE21C,2020-01-01,-.808                                                          
DE21D,2020-01-01,-.7245                                                         
DE21E,2020-01-01,-.8145                                                         
DE21F,2020-01-01,-.746                                                          
DE21G,2020-01-01,-.829                                                          
DE21H,2020-01-01,-.791                                                          
DE21I,2020-01-01,-.892                                                          
DE21J,2020-01-01,-.879                                                          
DE21K,2020-01-01,-.801                                                          
DE21L,2020-01-01,-.8145                                                         
DE21M,2020-01-01,-.8905                                                         
DE21N,2020-01-01,-.73                                                           
DE221,2020-01-01,-1.02                                                          
DE222,2020-01-01,-.921                                                          
DE223,2020-01-01,-.862                                                          
DE224,2020-01-01,-.8475                                                         
DE225,2020-01-01,-.932                                                          
DE226,2020-01-01,-1.05                                                          
DE227,2020-01-01,-1.025                                                         
DE228,2020-01-01,-.9965                                                         
DE229,2020-01-01,-1.0235                                                        
DE22A,2020-01-01,-1.0105                                                        
DE22B,2020-01-01,-1.06                                                          
DE22C,2020-01-01,-1.01                                                          
DE231,2020-01-01,-1.3                                                           
DE232,2020-01-01,-1.215                                                         
DE233,2020-01-01,-1.31                                                          
DE234,2020-01-01,-1.22                                                          
DE235,2020-01-01,-1.205                                                         
DE236,2020-01-01,-1.07                                                          
DE237,2020-01-01,-1.28                                                          
DE238,2020-01-01,-1.09                                                          
DE239,2020-01-01,-1.31                                                          
