NUTS_ID, TIMESTAMP, MEDIAN                                                      
AL011,2004-01-01,1.219                                                          
AL012,2004-01-01,.5905                                                          
AL013,2004-01-01,1.255                                                          
AL014,2004-01-01,1.127                                                          
AL015,2004-01-01,1.042                                                          
AL021,2004-01-01,1.092                                                          
AL022,2004-01-01,.652                                                           
AL031,2004-01-01,.795                                                           
AL032,2004-01-01,.3455                                                          
AL033,2004-01-01,.7935                                                          
AL034,2004-01-01,1.093                                                          
AL035,2004-01-01,.616                                                           
AT111,2004-01-01,-1.265                                                         
AT112,2004-01-01,-1.305                                                         
AT113,2004-01-01,-1.31                                                          
AT121,2004-01-01,-.976                                                          
AT122,2004-01-01,-1.06                                                          
AT123,2004-01-01,-.8655                                                         
AT124,2004-01-01,-.682                                                          
AT125,2004-01-01,-.555                                                          
AT126,2004-01-01,-.985                                                          
AT127,2004-01-01,-1.18                                                          
AT130,2004-01-01,-1.14                                                          
AT211,2004-01-01,-.626                                                          
AT212,2004-01-01,-.463                                                          
AT213,2004-01-01,-.977                                                          
AT221,2004-01-01,-.808                                                          
AT222,2004-01-01,-.8775                                                         
AT223,2004-01-01,-.8575                                                         
AT224,2004-01-01,-.993                                                          
AT225,2004-01-01,-1.0315                                                        
AT226,2004-01-01,-.902                                                          
AT311,2004-01-01,-.8175                                                         
AT312,2004-01-01,-1.03                                                          
AT313,2004-01-01,-1.065                                                         
AT314,2004-01-01,-1.02                                                          
AT315,2004-01-01,-.782                                                          
AT321,2004-01-01,-.5755                                                         
AT322,2004-01-01,-.752                                                          
AT323,2004-01-01,-.859                                                          
AT331,2004-01-01,-.4955                                                         
AT332,2004-01-01,-.641                                                          
AT333,2004-01-01,-.335                                                          
AT334,2004-01-01,-.249                                                          
AT335,2004-01-01,-.806                                                          
AT341,2004-01-01,-.394                                                          
AT342,2004-01-01,-.706                                                          
BE100,2004-01-01,-.647                                                          
BE211,2004-01-01,-.631                                                          
BE212,2004-01-01,-.6435                                                         
BE213,2004-01-01,-.694                                                          
BE223,2004-01-01,-.621                                                          
BE224,2004-01-01,-.731                                                          
BE225,2004-01-01,-.807                                                          
BE231,2004-01-01,-.831                                                          
BE232,2004-01-01,-.6795                                                         
BE233,2004-01-01,-.521                                                          
BE234,2004-01-01,-.669                                                          
BE235,2004-01-01,-.822                                                          
BE236,2004-01-01,-.607                                                          
BE241,2004-01-01,-.647                                                          
BE242,2004-01-01,-.655                                                          
BE251,2004-01-01,-.611                                                          
BE252,2004-01-01,-.5595                                                         
BE253,2004-01-01,-.6565                                                         
BE254,2004-01-01,-.749                                                          
BE255,2004-01-01,-.504                                                          
BE256,2004-01-01,-.6115                                                         
BE257,2004-01-01,-.542                                                          
BE258,2004-01-01,-.504                                                          
BE310,2004-01-01,-.622                                                          
BE323,2004-01-01,-.626                                                          
BE328,2004-01-01,-.7385                                                         
BE329,2004-01-01,-.505                                                          
BE32A,2004-01-01,-.813                                                          
BE32B,2004-01-01,-.5245                                                         
BE32C,2004-01-01,-.6395                                                         
BE32D,2004-01-01,-.5125                                                         
BE331,2004-01-01,-.572                                                          
BE332,2004-01-01,-.6175                                                         
BE334,2004-01-01,-.618                                                          
BE335,2004-01-01,-.621                                                          
BE336,2004-01-01,-.608                                                          
BE341,2004-01-01,-.486                                                          
BE342,2004-01-01,-.5955                                                         
BE343,2004-01-01,-.572                                                          
BE344,2004-01-01,-.544                                                          
BE345,2004-01-01,-.509                                                          
BE351,2004-01-01,-.468                                                          
BE352,2004-01-01,-.519                                                          
BE353,2004-01-01,-.497                                                          
BG311,2004-01-01,.4155                                                          
BG312,2004-01-01,.3755                                                          
BG313,2004-01-01,.442                                                           
BG314,2004-01-01,.401                                                           
BG315,2004-01-01,.522                                                           
BG321,2004-01-01,.461                                                           
BG322,2004-01-01,.475                                                           
BG323,2004-01-01,.578                                                           
BG324,2004-01-01,.845                                                           
BG325,2004-01-01,.993                                                           
BG331,2004-01-01,.707                                                           
BG332,2004-01-01,.871                                                           
BG333,2004-01-01,.839                                                           
BG334,2004-01-01,.5755                                                          
BG341,2004-01-01,.03                                                            
BG342,2004-01-01,.5725                                                          
BG343,2004-01-01,.1505                                                          
BG344,2004-01-01,.4475                                                          
BG411,2004-01-01,.9685                                                          
BG412,2004-01-01,.677                                                           
BG413,2004-01-01,.803                                                           
BG414,2004-01-01,.502                                                           
BG415,2004-01-01,.831                                                           
BG421,2004-01-01,.572                                                           
BG422,2004-01-01,.26                                                            
BG423,2004-01-01,.734                                                           
BG424,2004-01-01,.6565                                                          
BG425,2004-01-01,.287                                                           
CH011,2004-01-01,.375                                                           
CH012,2004-01-01,-.0895                                                         
CH013,2004-01-01,.454                                                           
CH021,2004-01-01,-.1425                                                         
CH022,2004-01-01,.1775                                                          
CH023,2004-01-01,-.167                                                          
CH024,2004-01-01,.2995                                                          
CH025,2004-01-01,.207                                                           
CH031,2004-01-01,-.294                                                          
CH032,2004-01-01,-.294                                                          
CH033,2004-01-01,-.351                                                          
CH040,2004-01-01,-.7                                                            
CH051,2004-01-01,-.66                                                           
CH052,2004-01-01,-.644                                                          
CH053,2004-01-01,-.727                                                          
CH054,2004-01-01,-.733                                                          
CH055,2004-01-01,-.6945                                                         
CH056,2004-01-01,-.4265                                                         
CH057,2004-01-01,-.648                                                          
CH061,2004-01-01,-.3885                                                         
CH062,2004-01-01,-.5765                                                         
CH063,2004-01-01,-.678                                                          
CH064,2004-01-01,-.527                                                          
CH065,2004-01-01,-.628                                                          
CH066,2004-01-01,-.658                                                          
CH070,2004-01-01,-.4675                                                         
CY000,2004-01-01,1.113                                                          
CZ010,2004-01-01,-1.55                                                          
CZ020,2004-01-01,-1.545                                                         
CZ031,2004-01-01,-1.05                                                          
CZ032,2004-01-01,-1.295                                                         
CZ041,2004-01-01,-1.055                                                         
CZ042,2004-01-01,-1.62                                                          
CZ051,2004-01-01,-1.71                                                          
CZ052,2004-01-01,-1.38                                                          
CZ053,2004-01-01,-.706                                                          
CZ063,2004-01-01,-.611                                                          
CZ064,2004-01-01,-.601                                                          
CZ071,2004-01-01,-.881                                                          
CZ072,2004-01-01,-1.085                                                         
CZ080,2004-01-01,-1.38                                                          
DE111,2004-01-01,-1.01                                                          
DE112,2004-01-01,-1.0185                                                        
DE113,2004-01-01,-.865                                                          
DE114,2004-01-01,-.861                                                          
DE115,2004-01-01,-1.085                                                         
DE116,2004-01-01,-1.015                                                         
DE117,2004-01-01,-1.085                                                         
DE118,2004-01-01,-1.09                                                          
DE119,2004-01-01,-1.18                                                          
DE11A,2004-01-01,-1.02                                                          
DE11B,2004-01-01,-1.35                                                          
DE11C,2004-01-01,-.801                                                          
DE11D,2004-01-01,-.854                                                          
DE121,2004-01-01,-.987                                                          
DE122,2004-01-01,-1.08                                                          
DE123,2004-01-01,-1.11                                                          
DE124,2004-01-01,-.964                                                          
DE125,2004-01-01,-1.16                                                          
DE126,2004-01-01,-1.2                                                           
DE127,2004-01-01,-1.33                                                          
DE128,2004-01-01,-1.19                                                          
DE129,2004-01-01,-1.06                                                          
DE12A,2004-01-01,-.972                                                          
DE12B,2004-01-01,-1.06                                                          
DE12C,2004-01-01,-.8                                                            
DE131,2004-01-01,-.5515                                                         
DE132,2004-01-01,-.481                                                          
DE133,2004-01-01,-.658                                                          
DE134,2004-01-01,-.683                                                          
DE135,2004-01-01,-.67                                                           
DE136,2004-01-01,-.5935                                                         
DE137,2004-01-01,-.642                                                          
DE138,2004-01-01,-.637                                                          
DE139,2004-01-01,-.428                                                          
DE13A,2004-01-01,-.481                                                          
DE141,2004-01-01,-.76                                                           
DE142,2004-01-01,-.7425                                                         
DE143,2004-01-01,-.645                                                          
DE144,2004-01-01,-.606                                                          
DE145,2004-01-01,-.776                                                          
DE146,2004-01-01,-.619                                                          
DE147,2004-01-01,-.559                                                          
DE148,2004-01-01,-.497                                                          
DE149,2004-01-01,-.673                                                          
DE211,2004-01-01,-.9365                                                         
DE212,2004-01-01,-1.085                                                         
DE213,2004-01-01,-1.03                                                          
DE214,2004-01-01,-1.025                                                         
DE215,2004-01-01,-.859                                                          
DE216,2004-01-01,-.9025                                                         
DE217,2004-01-01,-1.06                                                          
DE218,2004-01-01,-1.125                                                         
DE219,2004-01-01,-1.15                                                          
DE21A,2004-01-01,-1.21                                                          
DE21B,2004-01-01,-1.014                                                         
DE21C,2004-01-01,-.946                                                          
DE21D,2004-01-01,-.85                                                           
DE21E,2004-01-01,-.816                                                          
DE21F,2004-01-01,-.912                                                          
DE21G,2004-01-01,-1.185                                                         
DE21H,2004-01-01,-1.04                                                          
DE21I,2004-01-01,-1.06                                                          
DE21J,2004-01-01,-1.1                                                           
DE21K,2004-01-01,-1.03                                                          
DE21L,2004-01-01,-.8865                                                         
DE21M,2004-01-01,-1.025                                                         
DE21N,2004-01-01,-.815                                                          
DE221,2004-01-01,-1.01                                                          
DE222,2004-01-01,-.618                                                          
DE223,2004-01-01,-1.03                                                          
DE224,2004-01-01,-.768                                                          
DE225,2004-01-01,-.807                                                          
DE226,2004-01-01,-1.15                                                          
DE227,2004-01-01,-1.08                                                          
DE228,2004-01-01,-.7075                                                         
DE229,2004-01-01,-.9445                                                         
DE22A,2004-01-01,-.8575                                                         
DE22B,2004-01-01,-1.02                                                          
DE22C,2004-01-01,-.92                                                           
DE231,2004-01-01,-1.34                                                          
DE232,2004-01-01,-1.2                                                           
DE233,2004-01-01,-1.26                                                          
DE234,2004-01-01,-1.3                                                           
DE235,2004-01-01,-1.13                                                          
DE236,2004-01-01,-1.265                                                         
DE237,2004-01-01,-1.23                                                          
