NUTS_ID, TIMESTAMP, MEDIAN                                                      
AL011,2001-01-01,-.267                                                          
AL012,2001-01-01,.3215                                                          
AL013,2001-01-01,-.062                                                          
AL014,2001-01-01,.108                                                           
AL015,2001-01-01,.561                                                           
AL021,2001-01-01,-.529                                                          
AL022,2001-01-01,-.098                                                          
AL031,2001-01-01,-.581                                                          
AL032,2001-01-01,-.025                                                          
AL033,2001-01-01,.0655                                                          
AL034,2001-01-01,-.981                                                          
AL035,2001-01-01,.456                                                           
AT111,2001-01-01,.632                                                           
AT112,2001-01-01,.1745                                                          
AT113,2001-01-01,1.315                                                          
AT121,2001-01-01,-1.12                                                          
AT122,2001-01-01,-.332                                                          
AT123,2001-01-01,-.6595                                                         
AT124,2001-01-01,-.593                                                          
AT125,2001-01-01,.726                                                           
AT126,2001-01-01,.24                                                            
AT127,2001-01-01,.085                                                           
AT130,2001-01-01,.237                                                           
AT211,2001-01-01,1.889                                                          
AT212,2001-01-01,1.7175                                                         
AT213,2001-01-01,1.719                                                          
AT221,2001-01-01,1.227                                                          
AT222,2001-01-01,-.945                                                          
AT223,2001-01-01,-.1825                                                         
AT224,2001-01-01,1.151                                                          
AT225,2001-01-01,1.3635                                                         
AT226,2001-01-01,.913                                                           
AT311,2001-01-01,-1.32                                                          
AT312,2001-01-01,-1.28                                                          
AT313,2001-01-01,-1.37                                                          
AT314,2001-01-01,-1.19                                                          
AT315,2001-01-01,-1.405                                                         
AT321,2001-01-01,.5855                                                          
AT322,2001-01-01,-.869                                                          
AT323,2001-01-01,-1.4                                                           
AT331,2001-01-01,-1.205                                                         
AT332,2001-01-01,.2215                                                          
AT333,2001-01-01,1.241                                                          
AT334,2001-01-01,-.434                                                          
AT335,2001-01-01,-.992                                                          
AT341,2001-01-01,-.602                                                          
AT342,2001-01-01,-.736                                                          
BE100,2001-01-01,1.023                                                          
BE211,2001-01-01,1.0015                                                         
BE212,2001-01-01,1.0225                                                         
BE213,2001-01-01,.759                                                           
BE223,2001-01-01,.383                                                           
BE224,2001-01-01,.586                                                           
BE225,2001-01-01,.556                                                           
BE231,2001-01-01,1.374                                                          
BE232,2001-01-01,1.2115                                                         
BE233,2001-01-01,1.3865                                                         
BE234,2001-01-01,1.3725                                                         
BE235,2001-01-01,1.419                                                          
BE236,2001-01-01,1.161                                                          
BE241,2001-01-01,1.215                                                          
BE242,2001-01-01,.85                                                            
BE251,2001-01-01,1.524                                                          
BE252,2001-01-01,1.4535                                                         
BE253,2001-01-01,1.582                                                          
BE254,2001-01-01,1.394                                                          
BE255,2001-01-01,1.378                                                          
BE256,2001-01-01,1.3855                                                         
BE257,2001-01-01,1.3855                                                         
BE258,2001-01-01,1.433                                                          
BE310,2001-01-01,1.016                                                          
BE323,2001-01-01,1.302                                                          
BE328,2001-01-01,1.513                                                          
BE329,2001-01-01,1.193                                                          
BE32A,2001-01-01,1.374                                                          
BE32B,2001-01-01,1.1695                                                         
BE32C,2001-01-01,1.2745                                                         
BE32D,2001-01-01,1.3255                                                         
BE331,2001-01-01,.663                                                           
BE332,2001-01-01,.1625                                                          
BE334,2001-01-01,.856                                                           
BE335,2001-01-01,-.121                                                          
BE336,2001-01-01,-.121                                                          
BE341,2001-01-01,.94                                                            
BE342,2001-01-01,.4415                                                          
BE343,2001-01-01,.426                                                           
BE344,2001-01-01,1.014                                                          
BE345,2001-01-01,1.0515                                                         
BE351,2001-01-01,1.01                                                           
BE352,2001-01-01,.974                                                           
BE353,2001-01-01,1.35                                                           
BG311,2001-01-01,-1.49                                                          
BG312,2001-01-01,-1.48                                                          
BG313,2001-01-01,-1.4                                                           
BG314,2001-01-01,-1.71                                                          
BG315,2001-01-01,-1.96                                                          
BG321,2001-01-01,-2.335                                                         
BG322,2001-01-01,-2.31                                                          
BG323,2001-01-01,-2.305                                                         
BG324,2001-01-01,-2.62                                                          
BG325,2001-01-01,-2.365                                                         
BG331,2001-01-01,-2.21                                                          
BG332,2001-01-01,-2.3                                                           
BG333,2001-01-01,-2.535                                                         
BG334,2001-01-01,-2.755                                                         
BG341,2001-01-01,-2.025                                                         
BG342,2001-01-01,-2.625                                                         
BG343,2001-01-01,-1.91                                                          
BG344,2001-01-01,-1.945                                                         
BG411,2001-01-01,-2.18                                                          
BG412,2001-01-01,-2.19                                                          
BG413,2001-01-01,-2.11                                                          
BG414,2001-01-01,-2.2                                                           
BG415,2001-01-01,-2.31                                                          
BG421,2001-01-01,-1.61                                                          
BG422,2001-01-01,-1.52                                                          
BG423,2001-01-01,-2.11                                                          
BG424,2001-01-01,-1.57                                                          
BG425,2001-01-01,-1.215                                                         
CH011,2001-01-01,.332                                                           
CH012,2001-01-01,.0765                                                          
CH013,2001-01-01,.767                                                           
CH021,2001-01-01,.0335                                                          
CH022,2001-01-01,.21                                                            
CH023,2001-01-01,.096                                                           
CH024,2001-01-01,.4315                                                          
CH025,2001-01-01,.212                                                           
CH031,2001-01-01,-.36                                                           
CH032,2001-01-01,.031                                                           
CH033,2001-01-01,-.227                                                          
CH040,2001-01-01,-.508                                                          
CH051,2001-01-01,-.4925                                                         
CH052,2001-01-01,-.5915                                                         
CH053,2001-01-01,-.557                                                          
CH054,2001-01-01,-.495                                                          
CH055,2001-01-01,-.5495                                                         
CH056,2001-01-01,1.3445                                                         
CH057,2001-01-01,-.48                                                           
CH061,2001-01-01,-.142                                                          
CH062,2001-01-01,.0275                                                          
CH063,2001-01-01,-.353                                                          
CH064,2001-01-01,-.9435                                                         
CH065,2001-01-01,-.353                                                          
CH066,2001-01-01,-.457                                                          
CH070,2001-01-01,1.512                                                          
CY000,2001-01-01,-.1725                                                         
CZ010,2001-01-01,-1.32                                                          
CZ020,2001-01-01,-1.405                                                         
CZ031,2001-01-01,-1.42                                                          
CZ032,2001-01-01,-1.4                                                           
CZ041,2001-01-01,-1.705                                                         
CZ042,2001-01-01,-2.03                                                          
CZ051,2001-01-01,-2.17                                                          
CZ052,2001-01-01,-1.29                                                          
CZ053,2001-01-01,-1.23                                                          
CZ063,2001-01-01,-1.25                                                          
CZ064,2001-01-01,.732                                                           
CZ071,2001-01-01,.902                                                           
CZ072,2001-01-01,1.061                                                          
CZ080,2001-01-01,.905                                                           
DE111,2001-01-01,-.72                                                           
DE112,2001-01-01,-.795                                                          
DE113,2001-01-01,-.891                                                          
DE114,2001-01-01,-.934                                                          
DE115,2001-01-01,-.7725                                                         
DE116,2001-01-01,-.882                                                          
DE117,2001-01-01,-.882                                                          
DE118,2001-01-01,-.825                                                          
DE119,2001-01-01,-.871                                                          
DE11A,2001-01-01,-.977                                                          
DE11B,2001-01-01,-.674                                                          
DE11C,2001-01-01,-.7145                                                         
DE11D,2001-01-01,-.9605                                                         
DE121,2001-01-01,-.4775                                                         
DE122,2001-01-01,-.4355                                                         
DE123,2001-01-01,-.365                                                          
DE124,2001-01-01,-.365                                                          
DE125,2001-01-01,-.286                                                          
DE126,2001-01-01,.513                                                           
DE127,2001-01-01,-.56                                                           
DE128,2001-01-01,-.389                                                          
DE129,2001-01-01,-.6185                                                         
DE12A,2001-01-01,-.894                                                          
DE12B,2001-01-01,-.6185                                                         
DE12C,2001-01-01,-1.055                                                         
DE131,2001-01-01,-.7115                                                         
DE132,2001-01-01,-.969                                                          
DE133,2001-01-01,-1                                                             
DE134,2001-01-01,-1                                                             
DE135,2001-01-01,-1.16                                                          
DE136,2001-01-01,-.9885                                                         
DE137,2001-01-01,-.675                                                          
DE138,2001-01-01,-.491                                                          
DE139,2001-01-01,-.878                                                          
DE13A,2001-01-01,-.811                                                          
DE141,2001-01-01,-.85                                                           
DE142,2001-01-01,-.9835                                                         
DE143,2001-01-01,-.8805                                                         
DE144,2001-01-01,-.6205                                                         
DE145,2001-01-01,-.597                                                          
DE146,2001-01-01,-.453                                                          
DE147,2001-01-01,-.474                                                          
DE148,2001-01-01,-.736                                                          
DE149,2001-01-01,-.472                                                          
DE211,2001-01-01,-.9795                                                         
DE212,2001-01-01,-.902                                                          
DE213,2001-01-01,-.945                                                          
DE214,2001-01-01,-1.145                                                         
DE215,2001-01-01,-1.25                                                          
DE216,2001-01-01,-1.0825                                                        
DE217,2001-01-01,-.89                                                           
DE218,2001-01-01,-.952                                                          
DE219,2001-01-01,-1.07                                                          
DE21A,2001-01-01,-.9015                                                         
DE21B,2001-01-01,-.9925                                                         
DE21C,2001-01-01,-.878                                                          
DE21D,2001-01-01,-1.0015                                                        
DE21E,2001-01-01,-.841                                                          
DE21F,2001-01-01,-1.35                                                          
DE21G,2001-01-01,-.952                                                          
DE21H,2001-01-01,-.919                                                          
DE21I,2001-01-01,-.901                                                          
DE21J,2001-01-01,-.972                                                          
DE21K,2001-01-01,-1.11                                                          
DE21L,2001-01-01,-.841                                                          
DE21M,2001-01-01,-1.255                                                         
DE21N,2001-01-01,-1.08                                                          
DE221,2001-01-01,-1.03                                                          
DE222,2001-01-01,-1.67                                                          
DE223,2001-01-01,-1.41                                                          
DE224,2001-01-01,-1.555                                                         
DE225,2001-01-01,-1.75                                                          
DE226,2001-01-01,-1.09                                                          
DE227,2001-01-01,-.9955                                                         
DE228,2001-01-01,-1.565                                                         
DE229,2001-01-01,-1.625                                                         
DE22A,2001-01-01,-1.08                                                          
DE22B,2001-01-01,-1.225                                                         
DE22C,2001-01-01,-1.15                                                          
DE231,2001-01-01,-1.14                                                          
DE232,2001-01-01,-1.065                                                         
DE233,2001-01-01,-1.31                                                          
DE234,2001-01-01,-1.22                                                          
DE235,2001-01-01,-1.435                                                         
DE236,2001-01-01,-1.225                                                         
DE237,2001-01-01,-1.32                                                          
DE238,2001-01-01,-1.09                                                          
DE239,2001-01-01,-1.28                                                          
DE23A,2001-01-01,-1.46                                                          
DE241,2001-01-01,-1.15                                                          
DE242,2001-01-01,-1.32                                                          
DE243,2001-01-01,-1.2                                                           
DE244,2001-01-01,-1.77                                                          
DE245,2001-01-01,-1.15                                                          
DE246,2001-01-01,-1.32                                                          
DE247,2001-01-01,-1.2                                                           
DE248,2001-01-01,-1.255                                                         
DE249,2001-01-01,-1.65                                                          
DE24A,2001-01-01,-1.44                                                          
DE24B,2001-01-01,-1.395                                                         
DE24C,2001-01-01,-1.24                                                          
DE24D,2001-01-01,-1.465                                                         
DE251,2001-01-01,-1.15                                                          
DE252,2001-01-01,-1.255                                                         
DE253,2001-01-01,-1.23                                                          
DE254,2001-01-01,-1.3                                                           
DE255,2001-01-01,-1.255                                                         
DE256,2001-01-01,-1.08                                                          
DE257,2001-01-01,-1.23                                                          
DE258,2001-01-01,-1.21                                                          
DE259,2001-01-01,-1.3                                                           
DE25A,2001-01-01,-1.12                                                          
DE25B,2001-01-01,-1.235                                                         
DE25C,2001-01-01,-.9375                                                         
DE261,2001-01-01,-.247                                                          
DE262,2001-01-01,-.46                                                           
DE263,2001-01-01,-.5475                                                         
DE264,2001-01-01,-.3675                                                         
DE265,2001-01-01,-.482                                                          
DE266,2001-01-01,-.712                                                          
DE267,2001-01-01,-.843                                                          
DE268,2001-01-01,-.909                                                          
DE269,2001-01-01,-.362                                                          
DE26A,2001-01-01,-.4245                                                         
DE26B,2001-01-01,-.614                                                          
DE26C,2001-01-01,-.614                                                          
DE271,2001-01-01,-.796                                                          
DE272,2001-01-01,-1.2                                                           
DE273,2001-01-01,-1.285                                                         
DE274,2001-01-01,-.655                                                          
DE275,2001-01-01,-.796                                                          
DE276,2001-01-01,-.637                                                          
DE277,2001-01-01,-.534                                                          
DE278,2001-01-01,-.519                                                          
DE279,2001-01-01,-.5                                                            
DE27A,2001-01-01,-1.18                                                          
DE27B,2001-01-01,-1.135                                                         
DE27C,2001-01-01,-.7825                                                         
DE27D,2001-01-01,-.712                                                          
DE27E,2001-01-01,-1.36                                                          
DE300,2001-01-01,-.6865                                                         
DE401,2001-01-01,-.5565                                                         
DE402,2001-01-01,-1.315                                                         
DE403,2001-01-01,-.743                                                          
DE404,2001-01-01,-.711                                                          
DE405,2001-01-01,-.534                                                          
DE406,2001-01-01,-1.0445                                                        
DE407,2001-01-01,-1.42                                                          
DE408,2001-01-01,-.548                                                          
DE409,2001-01-01,-.671                                                          
DE40A,2001-01-01,-.547                                                          
DE40B,2001-01-01,-1.57                                                          
DE40C,2001-01-01,-.775                                                          
DE40D,2001-01-01,-.548                                                          
DE40E,2001-01-01,-.7235                                                         
DE40F,2001-01-01,-.805                                                          
DE40G,2001-01-01,-1.15                                                          
DE40H,2001-01-01,-.8955                                                         
DE40I,2001-01-01,-.552                                                          
DE501,2001-01-01,-.679                                                          
DE502,2001-01-01,-.793                                                          
DE600,2001-01-01,-1.04                                                          
DE711,2001-01-01,.294                                                           
DE712,2001-01-01,.4485                                                          
DE713,2001-01-01,.4485                                                          
DE714,2001-01-01,.4215                                                          
DE715,2001-01-01,-.046                                                          
DE716,2001-01-01,-.106                                                          
DE717,2001-01-01,.597                                                           
DE718,2001-01-01,.551                                                           
DE719,2001-01-01,-.187                                                          
DE71A,2001-01-01,.597                                                           
DE71B,2001-01-01,-.357                                                          
DE71C,2001-01-01,.276                                                           
DE71D,2001-01-01,.357                                                           
DE71E,2001-01-01,.276                                                           
DE721,2001-01-01,.484                                                           
DE722,2001-01-01,.379                                                           
DE723,2001-01-01,.081                                                           
DE724,2001-01-01,.096                                                           
DE725,2001-01-01,-.15                                                           
DE731,2001-01-01,-.4345                                                         
DE732,2001-01-01,-.49                                                           
DE733,2001-01-01,-.493                                                          
DE734,2001-01-01,-.4665                                                         
DE735,2001-01-01,-.374                                                          
DE736,2001-01-01,-.335                                                          
DE737,2001-01-01,-.578                                                          
DE803,2001-01-01,-1.16                                                          
DE804,2001-01-01,-1.24                                                          
DE80J,2001-01-01,-.585                                                          
DE80K,2001-01-01,-1.035                                                         
DE80L,2001-01-01,-.938                                                          
DE80M,2001-01-01,-1.34                                                          
DE80N,2001-01-01,-.679                                                          
DE80O,2001-01-01,-1.05                                                          
DE911,2001-01-01,-1.038                                                         
DE912,2001-01-01,-1.055                                                         
DE913,2001-01-01,-.9775                                                         
DE914,2001-01-01,-.846                                                          
DE916,2001-01-01,-1.165                                                         
DE917,2001-01-01,-.983                                                          
DE918,2001-01-01,-.727                                                          
DE91A,2001-01-01,-.968                                                          
DE91B,2001-01-01,-1.08                                                          
DE91C,2001-01-01,-.919                                                          
DE922,2001-01-01,-.429                                                          
DE923,2001-01-01,-.737                                                          
DE925,2001-01-01,-.8645                                                         
DE926,2001-01-01,-.7375                                                         
DE927,2001-01-01,-.5905                                                         
DE928,2001-01-01,-.664                                                          
DE929,2001-01-01,-.814                                                          
DE931,2001-01-01,-.841                                                          
DE932,2001-01-01,-.812                                                          
DE933,2001-01-01,-.992                                                          
DE934,2001-01-01,-.832                                                          
DE935,2001-01-01,-1.001                                                         
DE936,2001-01-01,-.672                                                          
DE937,2001-01-01,-.785                                                          
DE938,2001-01-01,-.813                                                          
DE939,2001-01-01,-.827                                                          
DE93A,2001-01-01,-.8815                                                         
DE93B,2001-01-01,-.6495                                                         
DE941,2001-01-01,-.665                                                          
DE942,2001-01-01,-.156                                                          
DE943,2001-01-01,-.594                                                          
DE944,2001-01-01,-.268                                                          
DE945,2001-01-01,-.892                                                          
DE946,2001-01-01,-.629                                                          
DE947,2001-01-01,-.3035                                                         
DE948,2001-01-01,-.323                                                          
DE949,2001-01-01,-.186                                                          
DE94A,2001-01-01,-.719                                                          
DE94B,2001-01-01,-.0345                                                         
DE94C,2001-01-01,-.189                                                          
DE94D,2001-01-01,-.475                                                          
DE94E,2001-01-01,-.264                                                          
DE94F,2001-01-01,-.319                                                          
DE94G,2001-01-01,-.726                                                          
DE94H,2001-01-01,-.446                                                          
DEA11,2001-01-01,.362                                                           
DEA12,2001-01-01,.4135                                                          
DEA13,2001-01-01,.172                                                           
DEA14,2001-01-01,.563                                                           
DEA15,2001-01-01,.465                                                           
DEA16,2001-01-01,.324                                                           
DEA17,2001-01-01,.326                                                           
DEA18,2001-01-01,-.1135                                                         
DEA19,2001-01-01,.087                                                           
DEA1A,2001-01-01,-.0695                                                         
DEA1B,2001-01-01,.527                                                           
DEA1C,2001-01-01,.159                                                           
DEA1D,2001-01-01,.4495                                                          
DEA1E,2001-01-01,.5315                                                          
DEA1F,2001-01-01,.499                                                           
DEA22,2001-01-01,-.0335                                                         
DEA23,2001-01-01,-.073                                                          
DEA24,2001-01-01,.087                                                           
DEA26,2001-01-01,.089                                                           
DEA27,2001-01-01,.044                                                           
DEA28,2001-01-01,-.007                                                          
DEA29,2001-01-01,.53                                                            
DEA2A,2001-01-01,-.294                                                          
DEA2B,2001-01-01,-.177                                                          
DEA2C,2001-01-01,-.1505                                                         
DEA2D,2001-01-01,-.066                                                          
DEA31,2001-01-01,.328                                                           
DEA32,2001-01-01,.1285                                                          
DEA33,2001-01-01,-.121                                                          
DEA34,2001-01-01,.219                                                           
DEA35,2001-01-01,-.034                                                          
DEA36,2001-01-01,.14                                                            
DEA37,2001-01-01,-.139                                                          
DEA38,2001-01-01,-.294                                                          
DEA41,2001-01-01,-.573                                                          
DEA42,2001-01-01,-.535                                                          
DEA43,2001-01-01,-.537                                                          
DEA44,2001-01-01,-.72                                                           
DEA45,2001-01-01,-.72                                                           
DEA46,2001-01-01,-.538                                                          
