NUTS_ID, TIMESTAMP, MEDIAN                                                      
AL011,2013-01-01,.87                                                            
AL012,2013-01-01,1.498                                                          
AL013,2013-01-01,.823                                                           
AL014,2013-01-01,.889                                                           
AL015,2013-01-01,.889                                                           
AL021,2013-01-01,.971                                                           
AL022,2013-01-01,1.4915                                                         
AL031,2013-01-01,1.179                                                          
AL032,2013-01-01,2.0145                                                         
AL033,2013-01-01,1.1765                                                         
AL034,2013-01-01,.88                                                            
AL035,2013-01-01,1.51                                                           
AT111,2013-01-01,1.142                                                          
AT112,2013-01-01,1.0575                                                         
AT113,2013-01-01,1.064                                                          
AT121,2013-01-01,1.189                                                          
AT122,2013-01-01,1.301                                                          
AT123,2013-01-01,1.292                                                          
AT124,2013-01-01,1.152                                                          
AT125,2013-01-01,.471                                                           
AT126,2013-01-01,.858                                                           
AT127,2013-01-01,1.095                                                          
AT130,2013-01-01,.863                                                           
AT211,2013-01-01,.537                                                           
AT212,2013-01-01,.754                                                           
AT213,2013-01-01,.639                                                           
AT221,2013-01-01,.923                                                           
AT222,2013-01-01,.921                                                           
AT223,2013-01-01,1.139                                                          
AT224,2013-01-01,.992                                                           
AT225,2013-01-01,.621                                                           
AT226,2013-01-01,.888                                                           
AT311,2013-01-01,1.1605                                                         
AT312,2013-01-01,1.046                                                          
AT313,2013-01-01,.968                                                           
AT314,2013-01-01,1.012                                                          
AT315,2013-01-01,.9795                                                          
AT321,2013-01-01,.942                                                           
AT322,2013-01-01,.918                                                           
AT323,2013-01-01,1.07                                                           
AT331,2013-01-01,.538                                                           
AT332,2013-01-01,.879                                                           
AT333,2013-01-01,.788                                                           
AT334,2013-01-01,.553                                                           
AT335,2013-01-01,.968                                                           
AT341,2013-01-01,.468                                                           
AT342,2013-01-01,.722                                                           
BE100,2013-01-01,.506                                                           
BE211,2013-01-01,.6365                                                          
BE212,2013-01-01,.6235                                                          
BE213,2013-01-01,.495                                                           
BE223,2013-01-01,.169                                                           
BE224,2013-01-01,.176                                                           
BE225,2013-01-01,.22                                                            
BE231,2013-01-01,.587                                                           
BE232,2013-01-01,.6625                                                          
BE233,2013-01-01,.607                                                           
BE234,2013-01-01,.612                                                           
BE235,2013-01-01,.595                                                           
BE236,2013-01-01,.694                                                           
BE241,2013-01-01,.348                                                           
BE242,2013-01-01,.294                                                           
BE251,2013-01-01,.649                                                           
BE252,2013-01-01,.6405                                                          
BE253,2013-01-01,.4705                                                          
BE254,2013-01-01,.461                                                           
BE255,2013-01-01,.711                                                           
BE256,2013-01-01,.526                                                           
BE257,2013-01-01,.564                                                           
BE258,2013-01-01,.793                                                           
BE310,2013-01-01,.152                                                           
BE323,2013-01-01,.0715                                                          
BE328,2013-01-01,.3775                                                          
BE329,2013-01-01,-.067                                                          
BE32A,2013-01-01,.332                                                           
BE32B,2013-01-01,-.0415                                                         
BE32C,2013-01-01,.1                                                             
BE32D,2013-01-01,-.0935                                                         
BE331,2013-01-01,-.061                                                          
BE332,2013-01-01,.1015                                                          
BE334,2013-01-01,.074                                                           
BE335,2013-01-01,.102                                                           
BE336,2013-01-01,.003                                                           
BE341,2013-01-01,-.0365                                                         
BE342,2013-01-01,-.075                                                          
BE343,2013-01-01,-.163                                                          
BE344,2013-01-01,-.117                                                          
BE345,2013-01-01,-.0315                                                         
BE351,2013-01-01,-.177                                                          
BE352,2013-01-01,-.0965                                                         
BE353,2013-01-01,-.178                                                          
BG311,2013-01-01,.2235                                                          
BG312,2013-01-01,-.0735                                                         
BG313,2013-01-01,-.1175                                                         
BG314,2013-01-01,.04                                                            
BG315,2013-01-01,.242                                                           
BG321,2013-01-01,.5405                                                          
BG322,2013-01-01,.469                                                           
BG323,2013-01-01,.5985                                                          
BG324,2013-01-01,.807                                                           
BG325,2013-01-01,1.0505                                                         
BG331,2013-01-01,1.345                                                          
BG332,2013-01-01,1.2525                                                         
BG333,2013-01-01,1.171                                                          
BG334,2013-01-01,.691                                                           
BG341,2013-01-01,1.2605                                                         
BG342,2013-01-01,.9525                                                          
BG343,2013-01-01,1.215                                                          
BG344,2013-01-01,.8115                                                          
BG411,2013-01-01,.406                                                           
BG412,2013-01-01,.392                                                           
BG413,2013-01-01,.67                                                            
BG414,2013-01-01,.606                                                           
BG415,2013-01-01,.871                                                           
BG421,2013-01-01,.542                                                           
BG422,2013-01-01,1.203                                                          
BG423,2013-01-01,.531                                                           
BG424,2013-01-01,1.1665                                                         
BG425,2013-01-01,1.181                                                          
CH011,2013-01-01,1.467                                                          
CH012,2013-01-01,.646                                                           
CH013,2013-01-01,1.427                                                          
CH021,2013-01-01,1.2895                                                         
CH022,2013-01-01,1.462                                                          
CH023,2013-01-01,1.329                                                          
CH024,2013-01-01,1.3655                                                         
CH025,2013-01-01,1.3405                                                         
CH031,2013-01-01,1.159                                                          
CH032,2013-01-01,1.285                                                          
CH033,2013-01-01,1.226                                                          
CH040,2013-01-01,.952                                                           
CH051,2013-01-01,.4545                                                          
CH052,2013-01-01,.907                                                           
CH053,2013-01-01,.782                                                           
CH054,2013-01-01,.782                                                           
CH055,2013-01-01,.6825                                                          
CH056,2013-01-01,.3925                                                          
CH057,2013-01-01,.872                                                           
CH061,2013-01-01,1.2345                                                         
CH062,2013-01-01,.4455                                                          
CH063,2013-01-01,.838                                                           
CH064,2013-01-01,.94                                                            
CH065,2013-01-01,.928                                                           
CH066,2013-01-01,1.089                                                          
CH070,2013-01-01,.3535                                                          
CY000,2013-01-01,.695                                                           
