NUTS_ID, TIMESTAMP, MEDIAN                                                      
AL011,2006-01-01,1.088                                                          
AL012,2006-01-01,.73                                                            
AL013,2006-01-01,1.285                                                          
AL014,2006-01-01,.783                                                           
AL015,2006-01-01,.901                                                           
AL021,2006-01-01,1.082                                                          
AL022,2006-01-01,.8515                                                          
AL031,2006-01-01,.981                                                           
AL032,2006-01-01,.8555                                                          
AL033,2006-01-01,.8525                                                          
AL034,2006-01-01,1.148                                                          
AL035,2006-01-01,.639                                                           
AT111,2006-01-01,.7875                                                          
AT112,2006-01-01,.7495                                                          
AT113,2006-01-01,.763                                                           
AT121,2006-01-01,-.068                                                          
AT122,2006-01-01,.605                                                           
AT123,2006-01-01,.1725                                                          
AT124,2006-01-01,.133                                                           
AT125,2006-01-01,.945                                                           
AT126,2006-01-01,.485                                                           
AT127,2006-01-01,.392                                                           
AT130,2006-01-01,.391                                                           
AT211,2006-01-01,.0515                                                          
AT212,2006-01-01,-.3405                                                         
AT213,2006-01-01,.376                                                           
AT221,2006-01-01,.421                                                           
AT222,2006-01-01,-.0355                                                         
AT223,2006-01-01,.0895                                                          
AT224,2006-01-01,.68                                                            
AT225,2006-01-01,.772                                                           
AT226,2006-01-01,-.316                                                          
AT311,2006-01-01,-.6945                                                         
AT312,2006-01-01,-.516                                                          
AT313,2006-01-01,-.5295                                                         
AT314,2006-01-01,.119                                                           
AT315,2006-01-01,-.0355                                                         
AT321,2006-01-01,-.33                                                           
AT322,2006-01-01,-.237                                                          
AT323,2006-01-01,-.141                                                          
AT331,2006-01-01,-.544                                                          
AT332,2006-01-01,-.5215                                                         
AT333,2006-01-01,-.49                                                           
AT334,2006-01-01,-.426                                                          
AT335,2006-01-01,.198                                                           
AT341,2006-01-01,-.712                                                          
AT342,2006-01-01,-1.01                                                          
BE100,2006-01-01,-1.79                                                          
BE211,2006-01-01,-1.695                                                         
BE212,2006-01-01,-1.895                                                         
BE213,2006-01-01,-1.745                                                         
BE223,2006-01-01,-1.79                                                          
BE224,2006-01-01,-1.79                                                          
BE225,2006-01-01,-1.62                                                          
BE231,2006-01-01,-1.31                                                          
BE232,2006-01-01,-1.515                                                         
BE233,2006-01-01,-1.325                                                         
BE234,2006-01-01,-1.245                                                         
BE235,2006-01-01,-1.155                                                         
BE236,2006-01-01,-1.72                                                          
BE241,2006-01-01,-1.64                                                          
BE242,2006-01-01,-1.895                                                         
BE251,2006-01-01,-.81                                                           
BE252,2006-01-01,-.873                                                          
BE253,2006-01-01,-1.15                                                          
BE254,2006-01-01,-1.04                                                          
BE255,2006-01-01,-.576                                                          
BE256,2006-01-01,-.9765                                                         
BE257,2006-01-01,-.9765                                                         
BE258,2006-01-01,-.394                                                          
BE310,2006-01-01,-1.715                                                         
BE323,2006-01-01,-1.5                                                           
BE328,2006-01-01,-1.21                                                          
BE329,2006-01-01,-1.65                                                          
BE32A,2006-01-01,-1.26                                                          
BE32B,2006-01-01,-1.645                                                         
BE32C,2006-01-01,-1.54                                                          
BE32D,2006-01-01,-1.66                                                          
BE331,2006-01-01,-1.55                                                          
BE332,2006-01-01,-1.525                                                         
BE334,2006-01-01,-1.6                                                           
BE335,2006-01-01,-1.54                                                          
BE336,2006-01-01,-1.58                                                          
BE341,2006-01-01,-1.88                                                          
BE342,2006-01-01,-1.91                                                          
BE343,2006-01-01,-1.88                                                          
BE344,2006-01-01,-1.91                                                          
BE345,2006-01-01,-1.92                                                          
BE351,2006-01-01,-1.88                                                          
BE352,2006-01-01,-1.57                                                          
BE353,2006-01-01,-1.77                                                          
BG311,2006-01-01,1.7085                                                         
BG312,2006-01-01,1.6165                                                         
BG313,2006-01-01,1.6605                                                         
BG314,2006-01-01,1.709                                                          
BG315,2006-01-01,1.531                                                          
BG321,2006-01-01,1.555                                                          
BG322,2006-01-01,1.383                                                          
BG323,2006-01-01,1.954                                                          
BG324,2006-01-01,1.79                                                           
BG325,2006-01-01,1.8455                                                         
BG331,2006-01-01,.848                                                           
BG332,2006-01-01,1.8045                                                         
BG333,2006-01-01,1.0685                                                         
BG334,2006-01-01,1.537                                                          
BG341,2006-01-01,.4885                                                          
BG342,2006-01-01,.741                                                           
BG343,2006-01-01,.466                                                           
BG344,2006-01-01,.7755                                                          
BG411,2006-01-01,1.293                                                          
BG412,2006-01-01,1.444                                                          
BG413,2006-01-01,.7525                                                          
BG414,2006-01-01,1.199                                                          
BG415,2006-01-01,1.185                                                          
BG421,2006-01-01,1.265                                                          
BG422,2006-01-01,.561                                                           
BG423,2006-01-01,1.333                                                          
BG424,2006-01-01,.8535                                                          
BG425,2006-01-01,.577                                                           
CH011,2006-01-01,-1.84                                                          
CH012,2006-01-01,-1.175                                                         
CH013,2006-01-01,-1.945                                                         
CH021,2006-01-01,-1.23                                                          
CH022,2006-01-01,-1.165                                                         
CH023,2006-01-01,-1.605                                                         
CH024,2006-01-01,-1.9                                                           
CH025,2006-01-01,-1.735                                                         
CH031,2006-01-01,-1.82                                                          
