NUTS_ID, TIMESTAMP, MEDIAN                                                      
AL011,2018-01-01,.036                                                           
AL012,2018-01-01,.011                                                           
AL013,2018-01-01,-.166                                                          
AL014,2018-01-01,-.228                                                          
AL015,2018-01-01,-.231                                                          
AL021,2018-01-01,-.214                                                          
AL022,2018-01-01,-.044                                                          
AL031,2018-01-01,-.375                                                          
AL032,2018-01-01,-.3                                                            
AL033,2018-01-01,-.264                                                          
AL034,2018-01-01,-.384                                                          
AL035,2018-01-01,-.4125                                                         
AT111,2018-01-01,-.598                                                          
AT112,2018-01-01,-.666                                                          
AT113,2018-01-01,-.337                                                          
AT121,2018-01-01,-.202                                                          
AT122,2018-01-01,-.668                                                          
AT123,2018-01-01,-.6855                                                         
AT124,2018-01-01,-.645                                                          
AT125,2018-01-01,-.762                                                          
AT126,2018-01-01,-.881                                                          
AT127,2018-01-01,-.738                                                          
AT130,2018-01-01,-.912                                                          
AT211,2018-01-01,.8805                                                          
AT212,2018-01-01,.9925                                                          
AT213,2018-01-01,.791                                                           
AT221,2018-01-01,-.373                                                          
AT222,2018-01-01,1.237                                                          
AT223,2018-01-01,.127                                                           
AT224,2018-01-01,-.391                                                          
AT225,2018-01-01,-.059                                                          
AT226,2018-01-01,1.104                                                          
AT311,2018-01-01,.6305                                                          
AT312,2018-01-01,.1315                                                          
AT313,2018-01-01,-.203                                                          
AT314,2018-01-01,.484                                                           
AT315,2018-01-01,.9565                                                          
AT321,2018-01-01,1.321                                                          
AT322,2018-01-01,1.289                                                          
AT323,2018-01-01,1.108                                                          
AT331,2018-01-01,1.106                                                          
AT332,2018-01-01,1.382                                                          
AT333,2018-01-01,1.408                                                          
AT334,2018-01-01,1.611                                                          
AT335,2018-01-01,.964                                                           
AT341,2018-01-01,1.083                                                          
AT342,2018-01-01,.947                                                           
BE100,2018-01-01,-.362                                                          
BE211,2018-01-01,.2585                                                          
BE212,2018-01-01,.1805                                                          
BE213,2018-01-01,.441                                                           
BE223,2018-01-01,.652                                                           
BE224,2018-01-01,.465                                                           
BE225,2018-01-01,.6265                                                          
BE231,2018-01-01,-.395                                                          
BE232,2018-01-01,-.287                                                          
