NUTS_ID, TIMESTAMP, MEDIAN                                                      
AL011,2007-01-01,-1.45                                                          
AL012,2007-01-01,-1.765                                                         
AL013,2007-01-01,-1.335                                                         
AL014,2007-01-01,-1.54                                                          
AL015,2007-01-01,-1.45                                                          
AL021,2007-01-01,-1.43                                                          
AL022,2007-01-01,-1.935                                                         
AL031,2007-01-01,-1.73                                                          
AL032,2007-01-01,-1.94                                                          
AL033,2007-01-01,-2.095                                                         
AL034,2007-01-01,-1.4                                                           
AL035,2007-01-01,-2.16                                                          
AT111,2007-01-01,-.8015                                                         
AT112,2007-01-01,-.9505                                                         
AT113,2007-01-01,-.91                                                           
AT121,2007-01-01,-.022                                                          
AT122,2007-01-01,-.777                                                          
AT123,2007-01-01,-1.0405                                                        
AT124,2007-01-01,-.217                                                          
AT125,2007-01-01,-1.03                                                          
AT126,2007-01-01,-1.28                                                          
AT127,2007-01-01,-1.1                                                           
AT130,2007-01-01,-1.42                                                          
AT211,2007-01-01,-.4375                                                         
AT212,2007-01-01,-.386                                                          
AT213,2007-01-01,-.486                                                          
AT221,2007-01-01,-.638                                                          
AT222,2007-01-01,.089                                                           
AT223,2007-01-01,-.1285                                                         
AT224,2007-01-01,-.793                                                          
AT225,2007-01-01,-.7795                                                         
AT226,2007-01-01,-.122                                                          
AT311,2007-01-01,.173                                                           
AT312,2007-01-01,.1535                                                          
AT313,2007-01-01,.0755                                                          
AT314,2007-01-01,.095                                                           
AT315,2007-01-01,.1215                                                          
AT321,2007-01-01,-.1525                                                         
AT322,2007-01-01,-.2935                                                         
AT323,2007-01-01,-.054                                                          
AT331,2007-01-01,-.4005                                                         
AT332,2007-01-01,-.576                                                          
AT333,2007-01-01,-.629                                                          
AT334,2007-01-01,-.521                                                          
AT335,2007-01-01,-.396                                                          
AT341,2007-01-01,-.376                                                          
AT342,2007-01-01,-.654                                                          
BE100,2007-01-01,.03                                                            
BE211,2007-01-01,.5675                                                          
BE212,2007-01-01,.342                                                           
BE213,2007-01-01,.481                                                           
BE223,2007-01-01,.132                                                           
BE224,2007-01-01,.158                                                           
BE225,2007-01-01,.3225                                                          
BE231,2007-01-01,.134                                                           
BE232,2007-01-01,.214                                                           
BE233,2007-01-01,.48                                                            
BE234,2007-01-01,.258                                                           
BE235,2007-01-01,.1625                                                          
BE236,2007-01-01,.311                                                           
BE241,2007-01-01,.03                                                            
BE242,2007-01-01,.124                                                           
BE251,2007-01-01,.5515                                                          
BE252,2007-01-01,.3195                                                          
BE253,2007-01-01,.282                                                           
BE254,2007-01-01,.205                                                           
BE255,2007-01-01,.356                                                           
BE256,2007-01-01,.299                                                           
BE257,2007-01-01,.3275                                                          
BE258,2007-01-01,.324                                                           
BE310,2007-01-01,-.0095                                                         
BE323,2007-01-01,.0315                                                          
BE328,2007-01-01,.205                                                           
BE329,2007-01-01,-.037                                                          
BE32A,2007-01-01,.145                                                           
BE32B,2007-01-01,-.0115                                                         
BE32C,2007-01-01,-.0425                                                         
BE32D,2007-01-01,.177                                                           
BE331,2007-01-01,.113                                                           
BE332,2007-01-01,.1365                                                          
BE334,2007-01-01,.099                                                           
BE335,2007-01-01,.132                                                           
BE336,2007-01-01,.158                                                           
BE341,2007-01-01,.3085                                                          
BE342,2007-01-01,.2455                                                          
BE343,2007-01-01,.149                                                           
BE344,2007-01-01,.311                                                           
BE345,2007-01-01,.3325                                                          
BE351,2007-01-01,.144                                                           
BE352,2007-01-01,.102                                                           
BE353,2007-01-01,.161                                                           
BG311,2007-01-01,-1.89                                                          
BG312,2007-01-01,-2.085                                                         
BG313,2007-01-01,-2.09                                                          
BG314,2007-01-01,-2.03                                                          
BG315,2007-01-01,-1.13                                                          
BG321,2007-01-01,-1.255                                                         
BG322,2007-01-01,-1.1                                                           
BG323,2007-01-01,-1.35                                                          
BG324,2007-01-01,-1.11                                                          
BG325,2007-01-01,-1.235                                                         
BG331,2007-01-01,-1.39                                                          
BG332,2007-01-01,-1.605                                                         
BG333,2007-01-01,-1.16                                                          
BG334,2007-01-01,-1.09                                                          
BG341,2007-01-01,-1.51                                                          
BG342,2007-01-01,-1.12                                                          
BG343,2007-01-01,-1.4                                                           
BG344,2007-01-01,-1.09                                                          
BG411,2007-01-01,-.4165                                                         
BG412,2007-01-01,-.47                                                           
BG413,2007-01-01,-.43                                                           
BG414,2007-01-01,-.985                                                          
BG415,2007-01-01,-.833                                                          
BG421,2007-01-01,-.749                                                          
BG422,2007-01-01,-1.54                                                          
BG423,2007-01-01,-.281                                                          
BG424,2007-01-01,-1.015                                                         
BG425,2007-01-01,-1.535                                                         
CH011,2007-01-01,-.864                                                          
CH012,2007-01-01,-.74                                                           
CH013,2007-01-01,-.653                                                          
CH021,2007-01-01,-.929                                                          
CH022,2007-01-01,-.965                                                          
CH023,2007-01-01,-1.07                                                          
CH024,2007-01-01,-.8935                                                         
CH025,2007-01-01,-.901                                                          
CH031,2007-01-01,-1.02                                                          
CH032,2007-01-01,-1.02                                                          
CH033,2007-01-01,-1                                                             
CH040,2007-01-01,-1.02                                                          
CH051,2007-01-01,-.5605                                                         
CH052,2007-01-01,-.8205                                                         
CH053,2007-01-01,-.851                                                          
CH054,2007-01-01,-.825                                                          
CH055,2007-01-01,-.759                                                          
CH056,2007-01-01,-.4945                                                         
CH057,2007-01-01,-.971                                                          
CH061,2007-01-01,-1.12                                                          
CH062,2007-01-01,-.688                                                          
CH063,2007-01-01,-.706                                                          
CH064,2007-01-01,-.8535                                                         
CH065,2007-01-01,-.758                                                          
CH066,2007-01-01,-.975                                                          
CH070,2007-01-01,-.284                                                          
CY000,2007-01-01,-1.98                                                          
CZ010,2007-01-01,.078                                                           
CZ020,2007-01-01,.2065                                                          
CZ031,2007-01-01,.011                                                           
CZ032,2007-01-01,.0315                                                          
CZ041,2007-01-01,.0085                                                          
CZ042,2007-01-01,.288                                                           
CZ051,2007-01-01,.767                                                           
CZ052,2007-01-01,1.266                                                          
CZ053,2007-01-01,.911                                                           
CZ063,2007-01-01,.47                                                            
CZ064,2007-01-01,-.24                                                           
CZ071,2007-01-01,1.043                                                          
CZ072,2007-01-01,.706                                                           
CZ080,2007-01-01,1.149                                                          
DE111,2007-01-01,-.568                                                          
