NUTS_ID, TIMESTAMP, MEDIAN                                                      
AL011,2015-01-01,.361                                                           
AL012,2015-01-01,-.1435                                                         
AL013,2015-01-01,.6465                                                          
AL014,2015-01-01,.328                                                           
AL015,2015-01-01,.589                                                           
AL021,2015-01-01,.268                                                           
AL022,2015-01-01,-.122                                                          
AL031,2015-01-01,.594                                                           
AL032,2015-01-01,-.0345                                                         
AL033,2015-01-01,.819                                                           
AL034,2015-01-01,.897                                                           
AL035,2015-01-01,.7135                                                          
AT111,2015-01-01,1.4065                                                         
AT112,2015-01-01,1.3495                                                         
AT113,2015-01-01,1.631                                                          
AT121,2015-01-01,1.048                                                          
AT122,2015-01-01,1.323                                                          
AT123,2015-01-01,1.089                                                          
AT124,2015-01-01,.902                                                           
AT125,2015-01-01,.569                                                           
AT126,2015-01-01,.706                                                           
AT127,2015-01-01,1.105                                                          
AT130,2015-01-01,.902                                                           
AT211,2015-01-01,.4505                                                          
AT212,2015-01-01,.836                                                           
AT213,2015-01-01,1.103                                                          
AT221,2015-01-01,1.631                                                          
AT222,2015-01-01,.971                                                           
AT223,2015-01-01,1.3525                                                         
AT224,2015-01-01,1.538                                                          
AT225,2015-01-01,1.0375                                                         
AT226,2015-01-01,1.213                                                          
AT311,2015-01-01,.948                                                           
AT312,2015-01-01,.9295                                                          
AT313,2015-01-01,.897                                                           
AT314,2015-01-01,.974                                                           
AT315,2015-01-01,.898                                                           
AT321,2015-01-01,.9145                                                          
AT322,2015-01-01,.8                                                             
AT323,2015-01-01,.899                                                           
AT331,2015-01-01,.8625                                                          
AT332,2015-01-01,.8295                                                          
AT333,2015-01-01,.788                                                           
AT334,2015-01-01,.782                                                           
AT335,2015-01-01,.802                                                           
AT341,2015-01-01,.762                                                           
AT342,2015-01-01,.844                                                           
BE100,2015-01-01,.836                                                           
BE211,2015-01-01,1.0825                                                         
BE212,2015-01-01,.9705                                                          
BE213,2015-01-01,.9745                                                          
BE223,2015-01-01,.631                                                           
BE224,2015-01-01,.727                                                           
BE225,2015-01-01,.8155                                                          
BE231,2015-01-01,.977                                                           
BE232,2015-01-01,1.0825                                                         
BE233,2015-01-01,1.18                                                           
BE234,2015-01-01,1.18                                                           
BE235,2015-01-01,1.1085                                                         
BE236,2015-01-01,1.099                                                          
BE241,2015-01-01,.869                                                           
BE242,2015-01-01,.8235                                                          
BE251,2015-01-01,1.207                                                          
BE252,2015-01-01,1.2445                                                         
BE253,2015-01-01,1.25                                                           
BE254,2015-01-01,1.205                                                          
BE255,2015-01-01,1.224                                                          
BE256,2015-01-01,1.2295                                                         
BE257,2015-01-01,1.2145                                                         
BE258,2015-01-01,1.221                                                          
BE310,2015-01-01,.7715                                                          
BE323,2015-01-01,.969                                                           
BE328,2015-01-01,1.11                                                           
BE329,2015-01-01,.862                                                           
BE32A,2015-01-01,.986                                                           
BE32B,2015-01-01,.764                                                           
BE32C,2015-01-01,.8655                                                          
BE32D,2015-01-01,.699                                                           
BE331,2015-01-01,.739                                                           
BE332,2015-01-01,.7375                                                          
BE334,2015-01-01,.739                                                           
BE335,2015-01-01,.66                                                            
BE336,2015-01-01,.52                                                            
BE341,2015-01-01,.547                                                           
BE342,2015-01-01,.5825                                                          
BE343,2015-01-01,.708                                                           
BE344,2015-01-01,.596                                                           
BE345,2015-01-01,.5355                                                          
BE351,2015-01-01,.694                                                           
BE352,2015-01-01,.7275                                                          
BE353,2015-01-01,.653                                                           
BG311,2015-01-01,.025                                                           
BG312,2015-01-01,-.247                                                          
BG313,2015-01-01,-.4865                                                         
BG314,2015-01-01,-.475                                                          
BG315,2015-01-01,-.411                                                          
BG321,2015-01-01,-.328                                                          
BG322,2015-01-01,-.167                                                          
BG323,2015-01-01,-.195                                                          
BG324,2015-01-01,.004                                                           
BG325,2015-01-01,.048                                                           
BG331,2015-01-01,.577                                                           
BG332,2015-01-01,.211                                                           
BG333,2015-01-01,.301                                                           
BG334,2015-01-01,.025                                                           
BG341,2015-01-01,.61                                                            
BG342,2015-01-01,.469                                                           
BG343,2015-01-01,.683                                                           
BG344,2015-01-01,.4875                                                          
BG411,2015-01-01,-.1875                                                         
BG412,2015-01-01,-.121                                                          
BG413,2015-01-01,.7045                                                          
BG414,2015-01-01,.191                                                           
BG415,2015-01-01,.465                                                           
BG421,2015-01-01,.2                                                             
BG422,2015-01-01,.696                                                           
BG423,2015-01-01,.328                                                           
BG424,2015-01-01,.5455                                                          
BG425,2015-01-01,.642                                                           
CH011,2015-01-01,.718                                                           
CH012,2015-01-01,.7025                                                          
CH013,2015-01-01,.789                                                           
CH021,2015-01-01,.7495                                                          
CH022,2015-01-01,.7025                                                          
CH023,2015-01-01,.729                                                           
CH024,2015-01-01,.76                                                            
CH025,2015-01-01,.738                                                           
CH031,2015-01-01,.718                                                           
CH032,2015-01-01,.727                                                           
CH033,2015-01-01,.821                                                           
CH040,2015-01-01,.826                                                           
CH051,2015-01-01,.848                                                           
CH052,2015-01-01,.8005                                                          
CH053,2015-01-01,.82                                                            
CH054,2015-01-01,.812                                                           
CH055,2015-01-01,.8115                                                          
CH056,2015-01-01,.854                                                           
CH057,2015-01-01,.811                                                           
CH061,2015-01-01,.803                                                           
CH062,2015-01-01,.8035                                                          
CH063,2015-01-01,.852                                                           
CH064,2015-01-01,.85                                                            
CH065,2015-01-01,.843                                                           
CH066,2015-01-01,.8365                                                          
CH070,2015-01-01,.7795                                                          
CY000,2015-01-01,.1955                                                          
CZ010,2015-01-01,.564                                                           
CZ020,2015-01-01,.672                                                           
CZ031,2015-01-01,.727                                                           
CZ032,2015-01-01,.6525                                                          
CZ041,2015-01-01,.747                                                           
CZ042,2015-01-01,.699                                                           
CZ051,2015-01-01,.818                                                           
CZ052,2015-01-01,.704                                                           
CZ053,2015-01-01,.815                                                           
CZ063,2015-01-01,.932                                                           
CZ064,2015-01-01,.857                                                           
CZ071,2015-01-01,.917                                                           
CZ072,2015-01-01,1.0075                                                         
CZ080,2015-01-01,.951                                                           
DE111,2015-01-01,1.017                                                          
DE112,2015-01-01,.9025                                                          
DE113,2015-01-01,.7795                                                          
DE114,2015-01-01,.809                                                           
DE115,2015-01-01,1.1435                                                         
DE116,2015-01-01,1.0405                                                         
DE117,2015-01-01,1.2805                                                         
DE118,2015-01-01,1.356                                                          
DE119,2015-01-01,1.175                                                          
DE11A,2015-01-01,.99                                                            
DE11B,2015-01-01,1.149                                                          
DE11C,2015-01-01,.7655                                                          
DE11D,2015-01-01,.872                                                           
DE121,2015-01-01,.957                                                           
DE122,2015-01-01,1.2035                                                         
DE123,2015-01-01,1.447                                                          
DE124,2015-01-01,.9                                                             
DE125,2015-01-01,1.5805                                                         
DE126,2015-01-01,1.564                                                          
DE127,2015-01-01,1.263                                                          
DE128,2015-01-01,1.48                                                           
DE129,2015-01-01,1.0745                                                         
DE12A,2015-01-01,.885                                                           
DE12B,2015-01-01,1.0745                                                         
DE12C,2015-01-01,.8665                                                          
DE131,2015-01-01,.7615                                                          
DE132,2015-01-01,.855                                                           
DE133,2015-01-01,.777                                                           
DE134,2015-01-01,.834                                                           
DE135,2015-01-01,.852                                                           
DE136,2015-01-01,.837                                                           
DE137,2015-01-01,.806                                                           
DE138,2015-01-01,.7965                                                          
DE139,2015-01-01,.873                                                           
DE13A,2015-01-01,.901                                                           
DE141,2015-01-01,.789                                                           
DE142,2015-01-01,.752                                                           
DE143,2015-01-01,.798                                                           
DE144,2015-01-01,.821                                                           
DE145,2015-01-01,.82                                                            
DE146,2015-01-01,.8945                                                          
DE147,2015-01-01,.838                                                           
DE148,2015-01-01,.859                                                           
DE149,2015-01-01,.838                                                           
DE211,2015-01-01,.7975                                                          
DE212,2015-01-01,.9905                                                          
DE213,2015-01-01,1.019                                                          
DE214,2015-01-01,1.0095                                                         
DE215,2015-01-01,.809                                                           
DE216,2015-01-01,.908                                                           
DE217,2015-01-01,.9275                                                          
DE218,2015-01-01,1.047                                                          
DE219,2015-01-01,.805                                                           
DE21A,2015-01-01,1.062                                                          
DE21B,2015-01-01,.925                                                           
DE21C,2015-01-01,.912                                                           
DE21D,2015-01-01,.856                                                           
DE21E,2015-01-01,.9085                                                          
DE21F,2015-01-01,.854                                                           
DE21G,2015-01-01,1.0815                                                         
DE21H,2015-01-01,.981                                                           
DE21I,2015-01-01,.829                                                           
DE21J,2015-01-01,.865                                                           
DE21K,2015-01-01,.986                                                           
DE21L,2015-01-01,.943                                                           
DE21M,2015-01-01,.97                                                            
DE21N,2015-01-01,.881                                                           
DE221,2015-01-01,.89                                                            
DE222,2015-01-01,.942                                                           
DE223,2015-01-01,.745                                                           
DE224,2015-01-01,.84                                                            
DE225,2015-01-01,.745                                                           
DE226,2015-01-01,.776                                                           
DE227,2015-01-01,.8965                                                          
DE228,2015-01-01,.947                                                           
DE229,2015-01-01,.737                                                           
DE22A,2015-01-01,.9585                                                          
DE22B,2015-01-01,.751                                                           
DE22C,2015-01-01,.903                                                           
DE231,2015-01-01,.71                                                            
DE232,2015-01-01,.7285                                                          
DE233,2015-01-01,.704                                                           
DE234,2015-01-01,.742                                                           
DE235,2015-01-01,.71                                                            
DE236,2015-01-01,.7745                                                          
DE237,2015-01-01,.753                                                           
DE238,2015-01-01,.757                                                           
DE239,2015-01-01,.707                                                           
DE23A,2015-01-01,.795                                                           
DE241,2015-01-01,1.018                                                          
DE242,2015-01-01,.914                                                           
DE243,2015-01-01,.934                                                           
DE244,2015-01-01,.72                                                            
DE245,2015-01-01,1.018                                                          
DE246,2015-01-01,.896                                                           
DE247,2015-01-01,.952                                                           
DE248,2015-01-01,.9665                                                          
DE249,2015-01-01,.823                                                           
DE24A,2015-01-01,.9155                                                          
DE24B,2015-01-01,.9215                                                          
DE24C,2015-01-01,.952                                                           
DE24D,2015-01-01,.852                                                           
DE251,2015-01-01,1.08                                                           
DE252,2015-01-01,.987                                                           
DE253,2015-01-01,.973                                                           
DE254,2015-01-01,.942                                                           
DE255,2015-01-01,.947                                                           
DE256,2015-01-01,.973                                                           
DE257,2015-01-01,1.011                                                          
DE258,2015-01-01,.992                                                           
DE259,2015-01-01,.8505                                                          
DE25A,2015-01-01,1.091                                                          
DE25B,2015-01-01,.8815                                                          
DE25C,2015-01-01,.8695                                                          
DE261,2015-01-01,1.1245                                                         
DE262,2015-01-01,.969                                                           
DE263,2015-01-01,1.122                                                          
DE264,2015-01-01,1.08                                                           
DE265,2015-01-01,.886                                                           
DE266,2015-01-01,.943                                                           
DE267,2015-01-01,1.034                                                          
DE268,2015-01-01,1.073                                                          
DE269,2015-01-01,1.2615                                                         
DE26A,2015-01-01,1.019                                                          
DE26B,2015-01-01,1.029                                                          
DE26C,2015-01-01,1.117                                                          
DE271,2015-01-01,.835                                                           
DE272,2015-01-01,.883                                                           
DE273,2015-01-01,.931                                                           
DE274,2015-01-01,.8945                                                          
DE275,2015-01-01,.859                                                           
DE276,2015-01-01,.852                                                           
DE277,2015-01-01,.791                                                           
DE278,2015-01-01,.8475                                                          
DE279,2015-01-01,.843                                                           
DE27A,2015-01-01,.969                                                           
DE27B,2015-01-01,.8855                                                          
DE27C,2015-01-01,.8945                                                          
DE27D,2015-01-01,.83                                                            
DE27E,2015-01-01,.969                                                           
DE300,2015-01-01,.8215                                                          
DE401,2015-01-01,.7475                                                          
DE402,2015-01-01,.9235                                                          
DE403,2015-01-01,.799                                                           
DE404,2015-01-01,.7905                                                          
DE405,2015-01-01,.85                                                            
DE406,2015-01-01,.8915                                                          
DE407,2015-01-01,.9435                                                          
DE408,2015-01-01,.728                                                           
DE409,2015-01-01,.838                                                           
DE40A,2015-01-01,.845                                                           
DE40B,2015-01-01,.978                                                           
DE40C,2015-01-01,.837                                                           
DE40D,2015-01-01,.845                                                           
DE40E,2015-01-01,.7895                                                          
DE40F,2015-01-01,.757                                                           
DE40G,2015-01-01,.8765                                                          
DE40H,2015-01-01,.8995                                                          
DE40I,2015-01-01,.879                                                           
DE501,2015-01-01,.938                                                           
DE502,2015-01-01,.9885                                                          
DE600,2015-01-01,.958                                                           
DE711,2015-01-01,1.239                                                          
DE712,2015-01-01,.8895                                                          
DE713,2015-01-01,.8895                                                          
DE714,2015-01-01,.823                                                           
DE715,2015-01-01,1.49                                                           
DE716,2015-01-01,1.338                                                          
DE717,2015-01-01,1.1605                                                         
DE718,2015-01-01,.7205                                                          
DE719,2015-01-01,.814                                                           
DE71A,2015-01-01,.8285                                                          
DE71B,2015-01-01,1.355                                                          
DE71C,2015-01-01,.989                                                           
DE71D,2015-01-01,.823                                                           
DE71E,2015-01-01,.743                                                           
DE721,2015-01-01,.626                                                           
DE722,2015-01-01,.52                                                            
DE723,2015-01-01,.62                                                            
DE724,2015-01-01,.544                                                           
DE725,2015-01-01,.667                                                           
DE731,2015-01-01,.521                                                           
DE732,2015-01-01,.7345                                                          
DE733,2015-01-01,.681                                                           
