NUTS_ID, TIMESTAMP, MEDIAN                                                      
AL011,2011-01-01,-.511                                                          
AL012,2011-01-01,-.254                                                          
AL013,2011-01-01,-.74                                                           
AL014,2011-01-01,-.57                                                           
AL015,2011-01-01,-.834                                                          
AL021,2011-01-01,-.234                                                          
AL022,2011-01-01,-.211                                                          
AL031,2011-01-01,-.152                                                          
AL032,2011-01-01,.035                                                           
AL033,2011-01-01,-.268                                                          
AL034,2011-01-01,-.315                                                          
AL035,2011-01-01,-.1935                                                         
AT111,2011-01-01,-.503                                                          
AT112,2011-01-01,-.336                                                          
AT113,2011-01-01,-.724                                                          
AT121,2011-01-01,.035                                                           
AT122,2011-01-01,-.326                                                          
AT123,2011-01-01,-.085                                                          
AT124,2011-01-01,-.188                                                          
AT125,2011-01-01,-.149                                                          
AT126,2011-01-01,-.189                                                          
AT127,2011-01-01,-.289                                                          
AT130,2011-01-01,-.189                                                          
AT211,2011-01-01,-.697                                                          
AT212,2011-01-01,-.6655                                                         
AT213,2011-01-01,-.662                                                          
AT221,2011-01-01,-.624                                                          
AT222,2011-01-01,-.028                                                          
AT223,2011-01-01,-.2565                                                         
AT224,2011-01-01,-.666                                                          
AT225,2011-01-01,-.6465                                                         
AT226,2011-01-01,-.339                                                          
AT311,2011-01-01,.3265                                                          
AT312,2011-01-01,.101                                                           
AT313,2011-01-01,.101                                                           
AT314,2011-01-01,.083                                                           
AT315,2011-01-01,.237                                                           
AT321,2011-01-01,-.2145                                                         
AT322,2011-01-01,.035                                                           
AT323,2011-01-01,.386                                                           
AT331,2011-01-01,-.3445                                                         
AT332,2011-01-01,-.517                                                          
AT333,2011-01-01,-.57                                                           
AT334,2011-01-01,-.584                                                          
AT335,2011-01-01,-.057                                                          
AT341,2011-01-01,-.481                                                          
AT342,2011-01-01,-.323                                                          
BE100,2011-01-01,.38                                                            
BE211,2011-01-01,.2525                                                          
BE212,2011-01-01,.3625                                                          
BE213,2011-01-01,.4195                                                          
BE223,2011-01-01,.482                                                           
BE224,2011-01-01,.455                                                           
BE225,2011-01-01,.3135                                                          
BE231,2011-01-01,.31                                                            
BE232,2011-01-01,.272                                                           
BE233,2011-01-01,.283                                                           
BE234,2011-01-01,.269                                                           
BE235,2011-01-01,.268                                                           
BE236,2011-01-01,.214                                                           
BE241,2011-01-01,.38                                                            
BE242,2011-01-01,.4655                                                          
BE251,2011-01-01,.424                                                           
BE252,2011-01-01,.3345                                                          
BE253,2011-01-01,.273                                                           
BE254,2011-01-01,.26                                                            
BE255,2011-01-01,.455                                                           
BE256,2011-01-01,.273                                                           
BE257,2011-01-01,.2875                                                          
BE258,2011-01-01,.455                                                           
BE310,2011-01-01,.4465                                                          
BE323,2011-01-01,.319                                                           
BE328,2011-01-01,.221                                                           
BE329,2011-01-01,.392                                                           
BE32A,2011-01-01,.276                                                           
BE32B,2011-01-01,.4235                                                          
BE32C,2011-01-01,.3895                                                          
BE32D,2011-01-01,.4225                                                          
BE331,2011-01-01,.569                                                           
BE332,2011-01-01,.667                                                           
BE334,2011-01-01,.512                                                           
BE335,2011-01-01,.669                                                           
BE336,2011-01-01,.649                                                           
BE341,2011-01-01,.273                                                           
BE342,2011-01-01,.565                                                           
BE343,2011-01-01,.597                                                           
BE344,2011-01-01,.416                                                           
BE345,2011-01-01,.3245                                                          
BE351,2011-01-01,.473                                                           
BE352,2011-01-01,.4585                                                          
BE353,2011-01-01,.446                                                           
BG311,2011-01-01,-.586                                                          
BG312,2011-01-01,-.603                                                          
BG313,2011-01-01,-.5595                                                         
BG314,2011-01-01,-.393                                                          
BG315,2011-01-01,-.547                                                          
BG321,2011-01-01,.1705                                                          
BG322,2011-01-01,-.221                                                          
BG323,2011-01-01,.4995                                                          
BG324,2011-01-01,.541                                                           
BG325,2011-01-01,.701                                                           
BG331,2011-01-01,-.108                                                          
BG332,2011-01-01,-.0055                                                         
BG333,2011-01-01,.076                                                           
BG334,2011-01-01,.388                                                           
BG341,2011-01-01,-.18                                                           
BG342,2011-01-01,.115                                                           
BG343,2011-01-01,.0115                                                          
BG344,2011-01-01,.1015                                                          
BG411,2011-01-01,-.9235                                                         
BG412,2011-01-01,-.836                                                          
BG413,2011-01-01,-.4545                                                         
BG414,2011-01-01,-.836                                                          
BG415,2011-01-01,-.672                                                          
BG421,2011-01-01,-.514                                                          
BG422,2011-01-01,.231                                                           
BG423,2011-01-01,-.671                                                          
BG424,2011-01-01,-.167                                                          
BG425,2011-01-01,.0785                                                          
CH011,2011-01-01,-.648                                                          
CH012,2011-01-01,-1.031                                                         
CH013,2011-01-01,-.686                                                          
CH021,2011-01-01,-.4745                                                         
CH022,2011-01-01,-.6225                                                         
CH023,2011-01-01,-.0865                                                         
CH024,2011-01-01,-.5885                                                         
CH025,2011-01-01,-.2745                                                         
CH031,2011-01-01,-.064                                                          
CH032,2011-01-01,-.064                                                          
CH033,2011-01-01,-.073                                                          
CH040,2011-01-01,-.21                                                           
CH051,2011-01-01,-.4755                                                         
CH052,2011-01-01,-.1165                                                         
CH053,2011-01-01,-.336                                                          
CH054,2011-01-01,-.337                                                          
CH055,2011-01-01,-.3365                                                         
CH056,2011-01-01,-.7595                                                         
CH057,2011-01-01,-.201                                                          
CH061,2011-01-01,-.202                                                          
CH062,2011-01-01,-.717                                                          
CH063,2011-01-01,-.325                                                          
CH064,2011-01-01,-.4265                                                         
CH065,2011-01-01,-.435                                                          
CH066,2011-01-01,-.287                                                          
CH070,2011-01-01,-.88                                                           
CY000,2011-01-01,.4505                                                          
CZ010,2011-01-01,.57                                                            
CZ020,2011-01-01,.4735                                                          
CZ031,2011-01-01,.136                                                           
CZ032,2011-01-01,.2545                                                          
CZ041,2011-01-01,.228                                                           
CZ042,2011-01-01,.211                                                           
CZ051,2011-01-01,.063                                                           
CZ052,2011-01-01,-.131                                                          
CZ053,2011-01-01,-.097                                                          
CZ063,2011-01-01,.109                                                           
CZ064,2011-01-01,-.117                                                          
CZ071,2011-01-01,-.233                                                          
CZ072,2011-01-01,-.011                                                          
CZ080,2011-01-01,-.133                                                          
DE111,2011-01-01,.408                                                           
DE112,2011-01-01,.253                                                           
DE113,2011-01-01,.3375                                                          
DE114,2011-01-01,.428                                                           
DE115,2011-01-01,.4625                                                          
DE116,2011-01-01,.4625                                                          
DE117,2011-01-01,.497                                                           
DE118,2011-01-01,.505                                                           
DE119,2011-01-01,.382                                                           
DE11A,2011-01-01,.421                                                           
DE11B,2011-01-01,.265                                                           
DE11C,2011-01-01,.428                                                           
DE11D,2011-01-01,.456                                                           
DE121,2011-01-01,.393                                                           
DE122,2011-01-01,.399                                                           
DE123,2011-01-01,.418                                                           
DE124,2011-01-01,.368                                                           
DE125,2011-01-01,.657                                                           
DE126,2011-01-01,.326                                                           
DE127,2011-01-01,.382                                                           
DE128,2011-01-01,.543                                                           
DE129,2011-01-01,.372                                                           
DE12A,2011-01-01,.3                                                             
DE12B,2011-01-01,.399                                                           
DE12C,2011-01-01,.158                                                           
DE131,2011-01-01,.07                                                            
DE132,2011-01-01,.06                                                            
DE133,2011-01-01,.196                                                           
DE134,2011-01-01,.205                                                           
DE135,2011-01-01,.0345                                                          
DE136,2011-01-01,.003                                                           
DE137,2011-01-01,-.051                                                          
DE138,2011-01-01,-.1165                                                         
DE139,2011-01-01,-.004                                                          
DE13A,2011-01-01,-.05                                                           
DE141,2011-01-01,.151                                                           
DE142,2011-01-01,.06                                                            
DE143,2011-01-01,-.0225                                                         
DE144,2011-01-01,.293                                                           
DE145,2011-01-01,.28                                                            
DE146,2011-01-01,.144                                                           
DE147,2011-01-01,-.178                                                          
DE148,2011-01-01,-.031                                                          
DE149,2011-01-01,.015                                                           
DE211,2011-01-01,.4585                                                          
DE212,2011-01-01,.124                                                           
DE213,2011-01-01,.201                                                           
DE214,2011-01-01,.298                                                           
DE215,2011-01-01,.28                                                            
DE216,2011-01-01,-.0085                                                         
DE217,2011-01-01,.1155                                                          
DE218,2011-01-01,.1925                                                          
DE219,2011-01-01,.5995                                                          
DE21A,2011-01-01,.1915                                                          
DE21B,2011-01-01,.204                                                           
DE21C,2011-01-01,.132                                                           
DE21D,2011-01-01,-.1845                                                         
DE21E,2011-01-01,.1095                                                          
DE21F,2011-01-01,.062                                                           
DE21G,2011-01-01,.2065                                                          
DE21H,2011-01-01,.14                                                            
DE21I,2011-01-01,.324                                                           
DE21J,2011-01-01,.238                                                           
DE21K,2011-01-01,.201                                                           
DE21L,2011-01-01,.069                                                           
DE21M,2011-01-01,.3055                                                          
DE21N,2011-01-01,-.057                                                          
DE221,2011-01-01,.206                                                           
DE222,2011-01-01,.336                                                           
DE223,2011-01-01,.519                                                           
DE224,2011-01-01,.3865                                                          
DE225,2011-01-01,.255                                                           
DE226,2011-01-01,.391                                                           
DE227,2011-01-01,.2105                                                          
DE228,2011-01-01,.248                                                           
DE229,2011-01-01,.402                                                           
DE22A,2011-01-01,.237                                                           
DE22B,2011-01-01,.426                                                           
DE22C,2011-01-01,.236                                                           
DE231,2011-01-01,.488                                                           
DE232,2011-01-01,.359                                                           
DE233,2011-01-01,.259                                                           
DE234,2011-01-01,.488                                                           
DE235,2011-01-01,.395                                                           
DE236,2011-01-01,.617                                                           
DE237,2011-01-01,.259                                                           
DE238,2011-01-01,.414                                                           
DE239,2011-01-01,.371                                                           
DE23A,2011-01-01,.2135                                                          
DE241,2011-01-01,.254                                                           
DE242,2011-01-01,.406                                                           
DE243,2011-01-01,.136                                                           
DE244,2011-01-01,.406                                                           
DE245,2011-01-01,.225                                                           
DE246,2011-01-01,.409                                                           
DE247,2011-01-01,.136                                                           
DE248,2011-01-01,.4705                                                          
DE249,2011-01-01,.3035                                                          
DE24A,2011-01-01,.24                                                            
DE24B,2011-01-01,.359                                                           
DE24C,2011-01-01,.225                                                           
DE24D,2011-01-01,.2655                                                          
DE251,2011-01-01,.305                                                           
DE252,2011-01-01,.453                                                           
DE253,2011-01-01,.448                                                           
DE254,2011-01-01,.5745                                                          
DE255,2011-01-01,.534                                                           
DE256,2011-01-01,.431                                                           
DE257,2011-01-01,.377                                                           
DE258,2011-01-01,.4125                                                          
DE259,2011-01-01,.617                                                           
DE25A,2011-01-01,.265                                                           
DE25B,2011-01-01,.6565                                                          
DE25C,2011-01-01,.519                                                           
DE261,2011-01-01,.464                                                           
DE262,2011-01-01,.077                                                           
DE263,2011-01-01,.1325                                                          
DE264,2011-01-01,.4475                                                          
DE265,2011-01-01,.1145                                                          
DE266,2011-01-01,.04                                                            
DE267,2011-01-01,.123                                                           
DE268,2011-01-01,.125                                                           
DE269,2011-01-01,.43                                                            
DE26A,2011-01-01,.2265                                                          
DE26B,2011-01-01,.078                                                           
DE26C,2011-01-01,.151                                                           
DE271,2011-01-01,.171                                                           
DE272,2011-01-01,.095                                                           
DE273,2011-01-01,-.0375                                                         
DE274,2011-01-01,.163                                                           
DE275,2011-01-01,.171                                                           
DE276,2011-01-01,.19                                                            
DE277,2011-01-01,.324                                                           
DE278,2011-01-01,.2105                                                          
DE279,2011-01-01,.228                                                           
DE27A,2011-01-01,-.178                                                          
DE27B,2011-01-01,.0845                                                          
DE27C,2011-01-01,.159                                                           
DE27D,2011-01-01,.4295                                                          
DE27E,2011-01-01,-.166                                                          
DE300,2011-01-01,-.2305                                                         
DE401,2011-01-01,.0365                                                          
DE402,2011-01-01,-.212                                                          
DE403,2011-01-01,-.49                                                           
DE404,2011-01-01,-.1                                                            
DE405,2011-01-01,-.352                                                          
DE406,2011-01-01,-.2205                                                         
DE407,2011-01-01,.213                                                           
DE408,2011-01-01,-.08                                                           
DE409,2011-01-01,-.429                                                          
DE40A,2011-01-01,-.22                                                           
DE40B,2011-01-01,.0925                                                          
DE40C,2011-01-01,-.32                                                           
DE40D,2011-01-01,-.171                                                          
DE40E,2011-01-01,.0215                                                          
DE40F,2011-01-01,-.175                                                          
DE40G,2011-01-01,-.234                                                          
DE40H,2011-01-01,-.039                                                          
DE40I,2011-01-01,-.3095                                                         
DE501,2011-01-01,-.226                                                          
DE502,2011-01-01,-.387                                                          
DE600,2011-01-01,-.19                                                           
DE711,2011-01-01,.344                                                           
DE712,2011-01-01,.2775                                                          
DE713,2011-01-01,.2775                                                          
DE714,2011-01-01,.3225                                                          
DE715,2011-01-01,.5075                                                          
DE716,2011-01-01,.381                                                           
DE717,2011-01-01,.285                                                           
DE718,2011-01-01,.258                                                           
DE719,2011-01-01,.283                                                           
DE71A,2011-01-01,.285                                                           
DE71B,2011-01-01,.486                                                           
DE71C,2011-01-01,.344                                                           
DE71D,2011-01-01,.3005                                                          
DE71E,2011-01-01,.267                                                           
DE721,2011-01-01,.052                                                           
DE722,2011-01-01,.144                                                           
DE723,2011-01-01,.293                                                           
DE724,2011-01-01,-.005                                                          
DE725,2011-01-01,.121                                                           
DE731,2011-01-01,.1315                                                          
DE732,2011-01-01,.159                                                           
DE733,2011-01-01,.121                                                           
DE734,2011-01-01,.1315                                                          
DE735,2011-01-01,.005                                                           
DE736,2011-01-01,-.027                                                          
DE737,2011-01-01,.1415                                                          
DE803,2011-01-01,.023                                                           
DE804,2011-01-01,-.084                                                          
DE80J,2011-01-01,-.138                                                          
DE80K,2011-01-01,-.055                                                          
DE80L,2011-01-01,-.0985                                                         
DE80M,2011-01-01,-.155                                                          
DE80N,2011-01-01,-.167                                                          
DE80O,2011-01-01,-.138                                                          
DE911,2011-01-01,.029                                                           
DE912,2011-01-01,.1235                                                          
DE913,2011-01-01,-.0705                                                         
DE914,2011-01-01,-.154                                                          
DE916,2011-01-01,.234                                                           
DE917,2011-01-01,-.054                                                          
DE918,2011-01-01,.269                                                           
DE91A,2011-01-01,.0355                                                          
DE91B,2011-01-01,.1195                                                          
DE91C,2011-01-01,.238                                                           
DE922,2011-01-01,-.152                                                          
DE923,2011-01-01,.1705                                                          
DE925,2011-01-01,.145                                                           
DE926,2011-01-01,.2695                                                          
DE927,2011-01-01,-.0765                                                         
DE928,2011-01-01,.127                                                           
DE929,2011-01-01,-.041                                                          
DE931,2011-01-01,-.11                                                           
DE932,2011-01-01,-.388                                                          
DE933,2011-01-01,-.177                                                          
DE934,2011-01-01,-.208                                                          
DE935,2011-01-01,-.1955                                                         
DE936,2011-01-01,-.274                                                          
DE937,2011-01-01,-.2315                                                         
DE938,2011-01-01,-.0875                                                         
DE939,2011-01-01,-.369                                                          
DE93A,2011-01-01,-.136                                                          
DE93B,2011-01-01,-.1555                                                         
DE941,2011-01-01,-.226                                                          
DE942,2011-01-01,-.47                                                           
DE943,2011-01-01,-.2705                                                         
DE944,2011-01-01,-.088                                                          
DE945,2011-01-01,-.571                                                          
DE946,2011-01-01,-.373                                                          
DE947,2011-01-01,-.493                                                          
DE948,2011-01-01,-.281                                                          
DE949,2011-01-01,-.293                                                          
DE94A,2011-01-01,-.516                                                          
DE94B,2011-01-01,-.2125                                                         
DE94C,2011-01-01,-.442                                                          
DE94D,2011-01-01,-.2175                                                         
DE94E,2011-01-01,-.1005                                                         
DE94F,2011-01-01,-.188                                                          
DE94G,2011-01-01,-.388                                                          
DE94H,2011-01-01,-.54                                                           
DEA11,2011-01-01,.454                                                           
DEA12,2011-01-01,.395                                                           
DEA13,2011-01-01,.436                                                           
DEA14,2011-01-01,.3775                                                          
DEA15,2011-01-01,.394                                                           
DEA16,2011-01-01,.436                                                           
DEA17,2011-01-01,.4055                                                          
DEA18,2011-01-01,.5485                                                          
DEA19,2011-01-01,.6045                                                          
DEA1A,2011-01-01,.4715                                                          
DEA1B,2011-01-01,.338                                                           
DEA1C,2011-01-01,.5275                                                          
DEA1D,2011-01-01,.4435                                                          
DEA1E,2011-01-01,.328                                                           
DEA1F,2011-01-01,.353                                                           
DEA22,2011-01-01,.5985                                                          
DEA23,2011-01-01,.6045                                                          
DEA24,2011-01-01,.6045                                                          
DEA26,2011-01-01,.408                                                           
DEA27,2011-01-01,.526                                                           
DEA28,2011-01-01,.526                                                           
DEA29,2011-01-01,.316                                                           
DEA2A,2011-01-01,.484                                                           
DEA2B,2011-01-01,.631                                                           
DEA2C,2011-01-01,.5875                                                          
DEA2D,2011-01-01,.5095                                                          
DEA31,2011-01-01,.375                                                           
DEA32,2011-01-01,.415                                                           
DEA33,2011-01-01,.213                                                           
DEA34,2011-01-01,.236                                                           
DEA35,2011-01-01,.213                                                           
DEA36,2011-01-01,.318                                                           
DEA37,2011-01-01,-.024                                                          
DEA38,2011-01-01,.289                                                           
DEA41,2011-01-01,.1925                                                          
DEA42,2011-01-01,.303                                                           
DEA43,2011-01-01,.0655                                                          
DEA44,2011-01-01,.33                                                            
DEA45,2011-01-01,.292                                                           
DEA46,2011-01-01,-.021                                                          
DEA47,2011-01-01,.373                                                           
DEA51,2011-01-01,.3655                                                          
DEA52,2011-01-01,.3295                                                          
DEA53,2011-01-01,.336                                                           
DEA54,2011-01-01,.3445                                                          
DEA55,2011-01-01,.359                                                           
DEA56,2011-01-01,.459                                                           
DEA57,2011-01-01,.3385                                                          
DEA58,2011-01-01,.312                                                           
DEA59,2011-01-01,.273                                                           
DEA5A,2011-01-01,.1965                                                          
DEA5B,2011-01-01,.4115                                                          
DEA5C,2011-01-01,.347                                                           
DEB11,2011-01-01,.541                                                           
DEB12,2011-01-01,.5005                                                          
DEB13,2011-01-01,.5015                                                          
DEB14,2011-01-01,.083                                                           
DEB15,2011-01-01,.105                                                           
DEB17,2011-01-01,.504                                                           
DEB18,2011-01-01,.568                                                           
DEB1A,2011-01-01,.355                                                           
DEB1B,2011-01-01,.541                                                           
DEB1C,2011-01-01,.1675                                                          
DEB1D,2011-01-01,.1565                                                          
DEB21,2011-01-01,.1385                                                          
DEB22,2011-01-01,.152                                                           
DEB23,2011-01-01,.2605                                                          
DEB24,2011-01-01,.422                                                           
DEB25,2011-01-01,.145                                                           
DEB31,2011-01-01,.263                                                           
DEB32,2011-01-01,.119                                                           
DEB33,2011-01-01,.197                                                           
DEB34,2011-01-01,.2745                                                          
DEB35,2011-01-01,.244                                                           
DEB36,2011-01-01,.241                                                           
DEB37,2011-01-01,.196                                                           
DEB38,2011-01-01,.286                                                           
DEB39,2011-01-01,.263                                                           
DEB3A,2011-01-01,.1285                                                          
DEB3B,2011-01-01,.1365                                                          
DEB3C,2011-01-01,.196                                                           
DEB3D,2011-01-01,.0745                                                          
DEB3E,2011-01-01,.31                                                            
DEB3F,2011-01-01,.086                                                           
DEB3G,2011-01-01,.086                                                           
DEB3H,2011-01-01,.241                                                           
DEB3I,2011-01-01,.2745                                                          
DEB3J,2011-01-01,.236                                                           
DEB3K,2011-01-01,.1545                                                          
DEC01,2011-01-01,.226                                                           
DEC02,2011-01-01,.192                                                           
DEC03,2011-01-01,.123                                                           
DEC04,2011-01-01,.241                                                           
DEC05,2011-01-01,.131                                                           
DEC06,2011-01-01,.132                                                           
DED21,2011-01-01,.356                                                           
DED2C,2011-01-01,.1155                                                          
DED2D,2011-01-01,.036                                                           
DED2E,2011-01-01,.375                                                           
DED2F,2011-01-01,.261                                                           
DED41,2011-01-01,.631                                                           
DED42,2011-01-01,.583                                                           
DED43,2011-01-01,.474                                                           
DED44,2011-01-01,.533                                                           
DED45,2011-01-01,.698                                                           
DED51,2011-01-01,.3695                                                          
DED52,2011-01-01,.475                                                           
DED53,2011-01-01,.3305                                                          
DEE01,2011-01-01,.183                                                           
DEE02,2011-01-01,.2555                                                          
DEE03,2011-01-01,.134                                                           
DEE04,2011-01-01,-.173                                                          
DEE05,2011-01-01,.1625                                                          
DEE06,2011-01-01,.052                                                           
DEE07,2011-01-01,.065                                                           
DEE08,2011-01-01,.337                                                           
DEE09,2011-01-01,.117                                                           
DEE0A,2011-01-01,.06                                                            
DEE0B,2011-01-01,.207                                                           
DEE0C,2011-01-01,.1195                                                          
DEE0D,2011-01-01,-.145                                                          
DEE0E,2011-01-01,.217                                                           
DEF01,2011-01-01,-.26                                                           
DEF02,2011-01-01,-.35                                                           
DEF03,2011-01-01,-.294                                                          
DEF04,2011-01-01,-.419                                                          
DEF05,2011-01-01,-.44                                                           
DEF06,2011-01-01,-.2745                                                         
DEF07,2011-01-01,-.3185                                                         
DEF08,2011-01-01,-.287                                                          
DEF09,2011-01-01,-.429                                                          
DEF0A,2011-01-01,-.349                                                          
DEF0B,2011-01-01,-.419                                                          
DEF0C,2011-01-01,-.386                                                          
DEF0D,2011-01-01,-.382                                                          
DEF0E,2011-01-01,-.411                                                          
DEF0F,2011-01-01,-.315                                                          
DEG01,2011-01-01,-.0215                                                         
DEG02,2011-01-01,.808                                                           
DEG03,2011-01-01,.422                                                           
DEG04,2011-01-01,.123                                                           
DEG05,2011-01-01,.181                                                           
DEG06,2011-01-01,.1815                                                          
DEG07,2011-01-01,.127                                                           
DEG09,2011-01-01,.092                                                           
DEG0A,2011-01-01,-.025                                                          
DEG0B,2011-01-01,.1475                                                          
DEG0C,2011-01-01,.016                                                           
DEG0D,2011-01-01,-.01                                                           
DEG0E,2011-01-01,.1085                                                          
DEG0F,2011-01-01,.0635                                                          
DEG0G,2011-01-01,.181                                                           
DEG0H,2011-01-01,.1695                                                          
DEG0I,2011-01-01,.2075                                                          
