"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2008-01-01",-1.13
"AL011","2008-01-01",0.004
"AL012","2008-01-01",0.717
"AL013","2008-01-01",0.273
"AL014","2008-01-01",0.337
"AL015","2008-01-01",0.329
"AL021","2008-01-01",0.445
"AL022","2008-01-01",1.319
"AL031","2008-01-01",0.368
"AL032","2008-01-01",0.741
"AL033","2008-01-01",0.197
"AL034","2008-01-01",0.027
"AL035","2008-01-01",0.309
"AT111","2008-01-01",0.99
"AT112","2008-01-01",1.131
"AT113","2008-01-01",0.479
"AT121","2008-01-01",1.294
"AT122","2008-01-01",0.971
"AT123","2008-01-01",1.382
"AT124","2008-01-01",0.94
"AT125","2008-01-01",1.049
"AT126","2008-01-01",1.285
"AT127","2008-01-01",1.028
"AT130","2008-01-01",0.665
"AT211","2008-01-01",-0.787
"AT212","2008-01-01",-0.142
"AT213","2008-01-01",-0.225
"AT221","2008-01-01",0.194
"AT222","2008-01-01",0.7
"AT223","2008-01-01",0.748
"AT224","2008-01-01",0.413
"AT225","2008-01-01",0.112
"AT226","2008-01-01",0.023
"AT311","2008-01-01",1.319
"AT312","2008-01-01",1.133
"AT313","2008-01-01",1.01
"AT314","2008-01-01",1.004
"AT315","2008-01-01",1.298
"AT321","2008-01-01",0.139
"AT322","2008-01-01",0.048
"AT323","2008-01-01",0.966
"AT331","2008-01-01",-0.226
"AT332","2008-01-01",-0.735
"AT333","2008-01-01",-0.634
"AT334","2008-01-01",-0.764
"AT335","2008-01-01",-0.034
"AT341","2008-01-01",-0.407
"AT342","2008-01-01",-0.46
"BA","2008-01-01",0.696
"BE100","2008-01-01",-2.507
"BE211","2008-01-01",-0.054
"BE212","2008-01-01",-2.274
"BE213","2008-01-01",0.11
"BE223","2008-01-01",0.109
"BE224","2008-01-01",0.189
"BE225","2008-01-01",0.33
"BE231","2008-01-01",-1.257
"BE232","2008-01-01",-1.142
"BE233","2008-01-01",-0.037
"BE234","2008-01-01",-1.237
"BE235","2008-01-01",-0.485
"BE236","2008-01-01",-0.474
"BE241","2008-01-01",-1.818
"BE242","2008-01-01",0.236
"BE251","2008-01-01",0.057
"BE252","2008-01-01",-0.893
"BE253","2008-01-01",-0.744
"BE254","2008-01-01",-1.206
"BE255","2008-01-01",-0.252
"BE256","2008-01-01",-1.174
"BE257","2008-01-01",-1.229
"BE258","2008-01-01",-0.867
"BE310","2008-01-01",0.069
"BE323","2008-01-01",-0.191
"BE328","2008-01-01",-0.493
"BE329","2008-01-01",-0.108
"BE32A","2008-01-01",-0.255
"BE32B","2008-01-01",-0.131
"BE32C","2008-01-01",-0.193
"BE32D","2008-01-01",0.189
"BE331","2008-01-01",0.04
"BE332","2008-01-01",-0.158
"BE334","2008-01-01",-0.136
"BE335","2008-01-01",0.324
"BE336","2008-01-01",0.268
"BE341","2008-01-01",0.35
"BE342","2008-01-01",0.342
"BE343","2008-01-01",0.5
"BE344","2008-01-01",0.375
"BE345","2008-01-01",0.338
"BE351","2008-01-01",0.314
"BE352","2008-01-01",0.113
"BE353","2008-01-01",0.204
"BG311","2008-01-01",1.614
"BG312","2008-01-01",1.798
"BG313","2008-01-01",1.191
"BG314","2008-01-01",1.208
"BG315","2008-01-01",0.207
"BG321","2008-01-01",1.107
"BG322","2008-01-01",0.523
"BG323","2008-01-01",1.239
"BG324","2008-01-01",0.905
"BG325","2008-01-01",0.175
"BG331","2008-01-01",0.804
"BG332","2008-01-01",0.67
"BG333","2008-01-01",1.034
"BG334","2008-01-01",1.153
"BG341","2008-01-01",0.757
"BG342","2008-01-01",1.23
"BG343","2008-01-01",1.067
"BG344","2008-01-01",1.368
"BG411","2008-01-01",1.475
"BG412","2008-01-01",1.538
"BG413","2008-01-01",1.1
"BG414","2008-01-01",1.108
"BG415","2008-01-01",0.99
"BG421","2008-01-01",1.186
"BG422","2008-01-01",0.967
"BG423","2008-01-01",1.356
"BG424","2008-01-01",0.991
"BG425","2008-01-01",0.866
"CH011","2008-01-01",0.026
"CH012","2008-01-01",0.513
"CH013","2008-01-01",0.026
"CH021","2008-01-01",0.125
"CH022","2008-01-01",-0.377
"CH023","2008-01-01",0.628
"CH024","2008-01-01",0.473
"CH025","2008-01-01",0.595
"CH032","2008-01-01",0.391
"CH033","2008-01-01",0.284
"CH040","2008-01-01",0.066
"CH051","2008-01-01",-0.636
"CH052","2008-01-01",0.212
"CH053","2008-01-01",-0.056
"CH054","2008-01-01",0.29
"CH055","2008-01-01",-0.207
"CH056","2008-01-01",-0.363
"CH057","2008-01-01",-0.147
"CH061","2008-01-01",-0.14
"CH062","2008-01-01",-0.439
"CH063","2008-01-01",-0.233
