"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2010-01-01",0.334
"AL011","2010-01-01",0.428
"AL012","2010-01-01",1.003
"AL013","2010-01-01",0.597
"AL014","2010-01-01",0.933
"AL015","2010-01-01",0.724
"AL021","2010-01-01",0.872
"AL022","2010-01-01",1.014
"AL031","2010-01-01",0.659
"AL032","2010-01-01",0.789
"AL033","2010-01-01",0.731
"AL034","2010-01-01",0.602
"AL035","2010-01-01",0.297
"AT111","2010-01-01",-0.576
"AT112","2010-01-01",-0.18
"AT113","2010-01-01",0.31
"AT121","2010-01-01",-0.073
"AT122","2010-01-01",-0.252
"AT123","2010-01-01",-0.294
"AT124","2010-01-01",0.157
"AT125","2010-01-01",-0.806
"AT126","2010-01-01",-0.406
"AT127","2010-01-01",-0.1
"AT130","2010-01-01",0.25
"AT211","2010-01-01",0.394
"AT212","2010-01-01",0.164
"AT213","2010-01-01",0.55
"AT221","2010-01-01",0.566
"AT222","2010-01-01",-0.509
"AT223","2010-01-01",0.291
"AT224","2010-01-01",0.451
"AT225","2010-01-01",0.505
"AT226","2010-01-01",0.551
"AT311","2010-01-01",-0.302
"AT312","2010-01-01",-0.093
"AT313","2010-01-01",-0.035
"AT314","2010-01-01",-0.429
"AT315","2010-01-01",-0.505
"AT321","2010-01-01",-0.013
"AT322","2010-01-01",-0.498
"AT323","2010-01-01",-0.165
"AT331","2010-01-01",0.084
"AT332","2010-01-01",-0.039
"AT333","2010-01-01",0.07
"AT334","2010-01-01",0.027
"AT335","2010-01-01",-0.864
"AT341","2010-01-01",-0.405
"AT342","2010-01-01",0.064
"BA","2010-01-01",0.654
"BE100","2010-01-01",0.148
"BE211","2010-01-01",0.368
"BE212","2010-01-01",0.402
"BE213","2010-01-01",-0.144
"BE223","2010-01-01",-0.097
"BE224","2010-01-01",0.198
"BE225","2010-01-01",0.343
"BE231","2010-01-01",0.3
"BE232","2010-01-01",0.474
"BE233","2010-01-01",0.582
"BE234","2010-01-01",0.414
"BE235","2010-01-01",0.212
"BE236","2010-01-01",0.573
"BE241","2010-01-01",0.166
"BE242","2010-01-01",0.201
"BE251","2010-01-01",0.467
"BE252","2010-01-01",0.486
"BE253","2010-01-01",0.562
"BE254","2010-01-01",0.183
"BE255","2010-01-01",0.456
"BE256","2010-01-01",0.39
