"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2013-01-01",0.249
"AL011","2013-01-01",0.683
"AL012","2013-01-01",0.335
"AL013","2013-01-01",0.228
"AL014","2013-01-01",0.343
"AL015","2013-01-01",0.398
"AL021","2013-01-01",0.669
"AL022","2013-01-01",0.034
"AL031","2013-01-01",0.452
"AL032","2013-01-01",0.472
"AL033","2013-01-01",0.736
"AL034","2013-01-01",0.566
"AL035","2013-01-01",0.62
"AT111","2013-01-01",0.603
"AT112","2013-01-01",0.656
"AT113","2013-01-01",0.569
"AT121","2013-01-01",0.37
"AT122","2013-01-01",0.746
"AT123","2013-01-01",0.2
"AT124","2013-01-01",0.804
"AT125","2013-01-01",-0.256
"AT126","2013-01-01",-0.193
"AT127","2013-01-01",0.735
"AT130","2013-01-01",0.688
"AT211","2013-01-01",0.806
"AT212","2013-01-01",0.937
"AT213","2013-01-01",0.919
"AT221","2013-01-01",0.206
"AT222","2013-01-01",0.286
"AT223","2013-01-01",0.605
"AT224","2013-01-01",0.474
"AT225","2013-01-01",0.488
"AT226","2013-01-01",0.806
"AT311","2013-01-01",0.961
"AT312","2013-01-01",0.383
"AT313","2013-01-01",0.508
"AT314","2013-01-01",0.489
"AT315","2013-01-01",0.27
"AT321","2013-01-01",0.462
"AT322","2013-01-01",-0.036
"AT323","2013-01-01",0.281
"AT331","2013-01-01",0.044
"AT332","2013-01-01",-0.578
"AT333","2013-01-01",1.148
"AT334","2013-01-01",-0.272
"AT335","2013-01-01",0.097
"AT341","2013-01-01",-0.324
"AT342","2013-01-01",0.762
"BA","2013-01-01",0.366
"BE100","2013-01-01",0.445
"BE211","2013-01-01",0.357
"BE212","2013-01-01",0.238
"BE213","2013-01-01",0.387
"BE223","2013-01-01",0.406
"BE224","2013-01-01",0.391
"BE225","2013-01-01",0.343
"BE231","2013-01-01",0.672
"BE232","2013-01-01",0.237
"BE233","2013-01-01",0.069
"BE234","2013-01-01",0.325
"BE235","2013-01-01",0.571
"BE236","2013-01-01",0.124
"BE241","2013-01-01",0.583
"BE242","2013-01-01",0.487
"BE251","2013-01-01",0.05
"BE252","2013-01-01",0.351
"BE253","2013-01-01",0.816
"BE254","2013-01-01",0.456
"BE255","2013-01-01",0.121
"BE256","2013-01-01",0.482
"BE257","2013-01-01",0.424
"BE258","2013-01-01",0.444
"BE310","2013-01-01",0.517
"BE323","2013-01-01",0.351
"BE328","2013-01-01",0.63
"BE329","2013-01-01",0.418
"BE32A","2013-01-01",0.507
"BE32B","2013-01-01",0.374
"BE32C","2013-01-01",0.494
"BE32D","2013-01-01",0.386
"BE331","2013-01-01",0.455
"BE332","2013-01-01",0.446
"BE334","2013-01-01",0.451
"BE335","2013-01-01",0.305
"BE336","2013-01-01",0.281
"BE341","2013-01-01",0.35
"BE342","2013-01-01",0.366
"BE343","2013-01-01",0.382
"BE344","2013-01-01",0.414
"BE345","2013-01-01",0.098
"BE351","2013-01-01",0.433
"BE352","2013-01-01",0.514
"BE353","2013-01-01",0.403
"BG311","2013-01-01",-0.736
"BG312","2013-01-01",-0.101
"BG313","2013-01-01",-0.471
"BG314","2013-01-01",0.289
"BG315","2013-01-01",-0.308
"BG321","2013-01-01",-0.378
"BG322","2013-01-01",-0.584
"BG323","2013-01-01",0.237
"BG324","2013-01-01",0.62
"BG325","2013-01-01",-0.392
"BG331","2013-01-01",0.772
"BG332","2013-01-01",0.425
"BG333","2013-01-01",0.807
"BG334","2013-01-01",0.918
"BG341","2013-01-01",0.81
"BG342","2013-01-01",0.908
"BG343","2013-01-01",0.834
"BG344","2013-01-01",0.876
"BG411","2013-01-01",0.036
"BG412","2013-01-01",-0.119
"BG413","2013-01-01",0.599
"BG414","2013-01-01",0.148
"BG415","2013-01-01",0.479
"BG421","2013-01-01",0.699
"BG422","2013-01-01",0.675
"BG423","2013-01-01",0.294
"BG424","2013-01-01",0.823
"BG425","2013-01-01",0.554
"CH011","2013-01-01",0.146
"CH012","2013-01-01",0.174
"CH013","2013-01-01",0.478
"CH021","2013-01-01",0.44
"CH022","2013-01-01",-0.112
"CH023","2013-01-01",0.484
"CH024","2013-01-01",0.438
"CH025","2013-01-01",0.62
"CH032","2013-01-01",0.588
"CH033","2013-01-01",0.59
"CH040","2013-01-01",0.317
"CH051","2013-01-01",-0.829
"CH052","2013-01-01",0.872
"CH053","2013-01-01",0.168
"CH054","2013-01-01",0.211
"CH055","2013-01-01",0.01
"CH056","2013-01-01",-0.302
"CH057","2013-01-01",0.653
"CH061","2013-01-01",0.385
"CH062","2013-01-01",0.312
"CH063","2013-01-01",-0.225
"CH064","2013-01-01",-0.167
"CH065","2013-01-01",-0.317
"CH066","2013-01-01",-0.203
"CH070","2013-01-01",0.404
"CY000","2013-01-01",0.419
"CZ010","2013-01-01",1.158
"CZ020","2013-01-01",0.984
"CZ031","2013-01-01",0.85
"CZ032","2013-01-01",0.576
"CZ041","2013-01-01",0.089
"CZ042","2013-01-01",0.704
"CZ051","2013-01-01",0.438
"CZ052","2013-01-01",0.552
"CZ053","2013-01-01",0.75
"CZ063","2013-01-01",0.86
"CZ064","2013-01-01",0.309
"CZ071","2013-01-01",0.427
"CZ072","2013-01-01",-0.307
"CZ080","2013-01-01",0.074
"DE111","2013-01-01",1.062
"DE112","2013-01-01",1.08
"DE113","2013-01-01",0.687
"DE114","2013-01-01",0.737
"DE115","2013-01-01",1.104
"DE116","2013-01-01",1.122
"DE117","2013-01-01",0.764
"DE118","2013-01-01",0.673
"DE119","2013-01-01",0.63
"DE11A","2013-01-01",0.569
"DE11B","2013-01-01",0.697
"DE11C","2013-01-01",0.948
"DE11D","2013-01-01",0.677
"DE121","2013-01-01",-0.035
"DE122","2013-01-01",0.427
"DE123","2013-01-01",0.457
"DE124","2013-01-01",0
"DE125","2013-01-01",0.395
"DE126","2013-01-01",-0.208
"DE127","2013-01-01",0.576
"DE128","2013-01-01",0.499
"DE129","2013-01-01",0.647
"DE12A","2013-01-01",0.754
"DE12B","2013-01-01",0.56
"DE12C","2013-01-01",0.331
"DE131","2013-01-01",0.509
"DE132","2013-01-01",0.607
"DE133","2013-01-01",0.398
"DE134","2013-01-01",0.126
"DE135","2013-01-01",0.633
"DE136","2013-01-01",0.719
"DE137","2013-01-01",0.81
"DE138","2013-01-01",0.057
"DE139","2013-01-01",-0.275
"DE13A","2013-01-01",0.599
"DE141","2013-01-01",0.614
"DE142","2013-01-01",0.837
"DE143","2013-01-01",0.666
"DE144","2013-01-01",0.853
"DE145","2013-01-01",0.849
"DE146","2013-01-01",0.615
"DE147","2013-01-01",0.332
"DE148","2013-01-01",0.556
"DE149","2013-01-01",0.823
"DE211","2013-01-01",0.762
"DE212","2013-01-01",0.599
"DE213","2013-01-01",1.06
"DE214","2013-01-01",1.157
"DE215","2013-01-01",-0.12
"DE216","2013-01-01",0.788
"DE217","2013-01-01",0.601
"DE218","2013-01-01",0.214
"DE219","2013-01-01",0.417
"DE21A","2013-01-01",0.306
"DE21B","2013-01-01",0.458
"DE21C","2013-01-01",0.832
"DE21D","2013-01-01",0.759
"DE21E","2013-01-01",1
"DE21F","2013-01-01",0.749
"DE21G","2013-01-01",0.348
"DE21H","2013-01-01",0.656
"DE21I","2013-01-01",0.519
"DE21J","2013-01-01",0.646
"DE21K","2013-01-01",0.585
"DE21L","2013-01-01",0.895
"DE21M","2013-01-01",0.376
"DE21N","2013-01-01",0.988
"DE221","2013-01-01",0.707
"DE222","2013-01-01",0.592
"DE223","2013-01-01",0.435
"DE224","2013-01-01",0.771
"DE225","2013-01-01",0.782
"DE226","2013-01-01",0.413
"DE227","2013-01-01",0.708
"DE228","2013-01-01",0.67
"DE229","2013-01-01",0.418
"DE22A","2013-01-01",0.854
"DE22B","2013-01-01",0.748
"DE22C","2013-01-01",0.779
"DE231","2013-01-01",0.267
"DE232","2013-01-01",0.462
"DE233","2013-01-01",0.449
"DE234","2013-01-01",0.042
"DE235","2013-01-01",0.562
"DE236","2013-01-01",0.233
"DE237","2013-01-01",0.463
