"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2005-01-01",-2.061
"AL011","2005-01-01",-0.727
"AL012","2005-01-01",-0.648
"AL013","2005-01-01",0.143
"AL014","2005-01-01",0.116
"AL015","2005-01-01",-0.592
"AL021","2005-01-01",-0.241
"AL022","2005-01-01",-0.672
"AL031","2005-01-01",-0.17
"AL032","2005-01-01",-0.632
"AL033","2005-01-01",-0.993
"AL034","2005-01-01",-0.133
"AL035","2005-01-01",-0.325
"AT111","2005-01-01",0.786
"AT112","2005-01-01",0.213
"AT113","2005-01-01",0.19
"AT121","2005-01-01",0.823
"AT122","2005-01-01",0.342
"AT123","2005-01-01",-0.199
"AT124","2005-01-01",0.474
"AT125","2005-01-01",0.286
"AT126","2005-01-01",0.347
"AT127","2005-01-01",-0.313
"AT130","2005-01-01",0.035
"AT211","2005-01-01",0.203
"AT212","2005-01-01",-0.219
"AT213","2005-01-01",-0.393
"AT221","2005-01-01",0.276
"AT222","2005-01-01",0.188
"AT223","2005-01-01",0.23
"AT224","2005-01-01",-0.229
"AT225","2005-01-01",-0.733
"AT226","2005-01-01",-0.16
"AT311","2005-01-01",0.265
"AT312","2005-01-01",0.824
"AT313","2005-01-01",0.454
"AT314","2005-01-01",0.483
"AT315","2005-01-01",0.271
"AT321","2005-01-01",-0.117
"AT322","2005-01-01",-0.558
"AT323","2005-01-01",0.248
"AT331","2005-01-01",-0.958
"AT332","2005-01-01",-0.444
"AT333","2005-01-01",-0.386
"AT334","2005-01-01",-0.426
"AT335","2005-01-01",-0.626
"AT341","2005-01-01",-0.499
"AT342","2005-01-01",-0.671
"BA","2005-01-01",0.271
"BE100","2005-01-01",-0.023
"BE211","2005-01-01",0.164
"BE212","2005-01-01",-0.213
"BE213","2005-01-01",0.056
"BE223","2005-01-01",0.304
"BE224","2005-01-01",0.036
"BE225","2005-01-01",0.317
"BE231","2005-01-01",-1.041
"BE232","2005-01-01",-0.678
"BE233","2005-01-01",-0.699
"BE234","2005-01-01",-0.855
"BE235","2005-01-01",-1.527
"BE236","2005-01-01",-0.547
"BE241","2005-01-01",-0.182
"BE242","2005-01-01",0.086
"BE251","2005-01-01",-0.318
"BE252","2005-01-01",-1.337
"BE253","2005-01-01",-2.298
"BE254","2005-01-01",-0.905
"BE255","2005-01-01",-0.831
"BE256","2005-01-01",-1.662
"BE257","2005-01-01",-1.683
"BE258","2005-01-01",-0.39
"BE310","2005-01-01",-0.06
"BE323","2005-01-01",-0.548
"BE328","2005-01-01",-1.117
"BE329","2005-01-01",-0.135
"BE32A","2005-01-01",-0.534
"BE32B","2005-01-01",0.237
"BE32C","2005-01-01",-0.236
"BE32D","2005-01-01",0.003
"BE331","2005-01-01",0.493
"BE332","2005-01-01",0.457
"BE334","2005-01-01",0.333
"BE335","2005-01-01",0.373
"BE336","2005-01-01",0.392
"BE341","2005-01-01",0.081
"BE342","2005-01-01",0.397
"BE343","2005-01-01",0.413
"BE344","2005-01-01",0.103
"BE345","2005-01-01",0.015
"BE351","2005-01-01",0.129
"BE352","2005-01-01",0.133
"BE353","2005-01-01",-0.019
"BG311","2005-01-01",-0.174
"BG312","2005-01-01",0.14
"BG313","2005-01-01",-0.11
"BG314","2005-01-01",-0.115
"BG315","2005-01-01",-0.452
"BG321","2005-01-01",-0.478
"BG322","2005-01-01",-0.43
"BG323","2005-01-01",-0.483
"BG324","2005-01-01",0.248
"BG325","2005-01-01",-0.112
"BG331","2005-01-01",-0.55
"BG332","2005-01-01",-0.682
"BG333","2005-01-01",0.317
"BG334","2005-01-01",0.653
