"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2007-01-01",-0.185
"AL011","2007-01-01",-0.66
"AL012","2007-01-01",0.494
"AL013","2007-01-01",0.329
"AL014","2007-01-01",0.228
"AL015","2007-01-01",0.334
"AL021","2007-01-01",-0.714
"AL022","2007-01-01",0.058
"AL031","2007-01-01",-0.459
"AL032","2007-01-01",0.073
"AL033","2007-01-01",-1.082
"AL034","2007-01-01",-0.779
"AL035","2007-01-01",-1.009
"AT111","2007-01-01",-1.277
"AT112","2007-01-01",-2.429
"AT113","2007-01-01",-1.007
"AT121","2007-01-01",0.197
"AT122","2007-01-01",-0.603
"AT123","2007-01-01",-2.459
"AT124","2007-01-01",-0.751
"AT125","2007-01-01",-1.439
"AT126","2007-01-01",-2.002
"AT127","2007-01-01",-2.351
"AT130","2007-01-01",-1.483
"AT211","2007-01-01",-1.712
"AT212","2007-01-01",-0.576
"AT213","2007-01-01",-1.127
"AT221","2007-01-01",-0.677
"AT222","2007-01-01",0.466
"AT223","2007-01-01",0.51
"AT224","2007-01-01",-0.589
"AT225","2007-01-01",-0.557
"AT226","2007-01-01",-0.126
"AT311","2007-01-01",-0.024
"AT312","2007-01-01",0.021
"AT313","2007-01-01",0.08
"AT314","2007-01-01",0.452
"AT315","2007-01-01",0.269
"AT321","2007-01-01",0.243
"AT322","2007-01-01",-0.23
"AT323","2007-01-01",0.313
"AT331","2007-01-01",-0.162
"AT332","2007-01-01",-0.209
"AT333","2007-01-01",-0.962
"AT334","2007-01-01",-0.799
"AT335","2007-01-01",-0.454
"AT341","2007-01-01",-0.341
"AT342","2007-01-01",-0.93
"BA","2007-01-01",-0.293
"BE100","2007-01-01",0.234
"BE211","2007-01-01",0.751
"BE212","2007-01-01",0.762
"BE213","2007-01-01",0.629
"BE223","2007-01-01",0.438
"BE224","2007-01-01",0.522
"BE225","2007-01-01",0.433
"BE231","2007-01-01",0.331
"BE232","2007-01-01",0.487
"BE233","2007-01-01",0.579
"BE234","2007-01-01",0.429
"BE235","2007-01-01",0.353
"BE236","2007-01-01",0.523
"BE241","2007-01-01",0.303
"BE242","2007-01-01",0.502
"BE251","2007-01-01",0.676
"BE252","2007-01-01",0.593
"BE253","2007-01-01",0.478
"BE254","2007-01-01",0.335
"BE255","2007-01-01",0.701
"BE256","2007-01-01",0.503
"BE257","2007-01-01",0.48
"BE258","2007-01-01",0.501
"BE310","2007-01-01",0.235
"BE323","2007-01-01",0.331
"BE328","2007-01-01",0.265
"BE329","2007-01-01",0.37
"BE32A","2007-01-01",0.457
"BE32B","2007-01-01",0.496
"BE32C","2007-01-01",0.339
"BE32D","2007-01-01",0.442
"BE331","2007-01-01",0.561
"BE332","2007-01-01",0.532
"BE334","2007-01-01",0.478
"BE335","2007-01-01",0.488
"BE336","2007-01-01",0.676
"BE341","2007-01-01",0.243
"BE342","2007-01-01",0.345
"BE343","2007-01-01",0.155
"BE344","2007-01-01",0.003
"BE345","2007-01-01",0.126
"BE351","2007-01-01",0.405
"BE352","2007-01-01",0.418
"BE353","2007-01-01",0.482
"BG311","2007-01-01",-0.779
"BG312","2007-01-01",-0.344
"BG313","2007-01-01",-0.097
"BG314","2007-01-01",-0.237
"BG315","2007-01-01",-0.605
"BG321","2007-01-01",-0.524
"BG322","2007-01-01",-0.424
"BG323","2007-01-01",-0.897
"BG324","2007-01-01",-0.508
"BG325","2007-01-01",-0.892
"BG331","2007-01-01",-0.938
"BG332","2007-01-01",-1.66
"BG333","2007-01-01",-0.96
"BG334","2007-01-01",-0.252
"BG341","2007-01-01",-0.854
"BG342","2007-01-01",-0.786
"BG343","2007-01-01",-0.808
"BG344","2007-01-01",-0.513
"BG411","2007-01-01",0.097
"BG412","2007-01-01",0.424
"BG413","2007-01-01",0.449
"BG414","2007-01-01",0.441
"BG415","2007-01-01",0.476
"BG421","2007-01-01",-0.293
"BG422","2007-01-01",-0.13
"BG423","2007-01-01",0.848
"BG424","2007-01-01",0.567
"BG425","2007-01-01",0.336
"CH011","2007-01-01",0.257
"CH012","2007-01-01",0.614
"CH013","2007-01-01",0.298
"CH021","2007-01-01",0.28
"CH022","2007-01-01",-0.26
"CH023","2007-01-01",0.73
"CH024","2007-01-01",0.185
"CH025","2007-01-01",0.672
"CH032","2007-01-01",0.458
"CH033","2007-01-01",0.292
"CH040","2007-01-01",-0.249
"CH051","2007-01-01",-0.071
"CH052","2007-01-01",0.063
"CH053","2007-01-01",-0.195
"CH054","2007-01-01",0.364
"CH055","2007-01-01",-0.199
"CH056","2007-01-01",0.55
"CH057","2007-01-01",-1.247
"CH061","2007-01-01",0.041
"CH062","2007-01-01",0.451
"CH063","2007-01-01",0.258
"CH064","2007-01-01",-0.277
"CH065","2007-01-01",0.229
"CH066","2007-01-01",0.213
"CH070","2007-01-01",0.417
"CY000","2007-01-01",-1.737
"CZ010","2007-01-01",-1.764
"CZ020","2007-01-01",-1.103
"CZ031","2007-01-01",0.073
"CZ032","2007-01-01",-0.976
"CZ041","2007-01-01",0.04
"CZ042","2007-01-01",-0.568
"CZ051","2007-01-01",0.597
"CZ052","2007-01-01",0.712
"CZ053","2007-01-01",0.74
"CZ063","2007-01-01",0.457
"CZ064","2007-01-01",-0.472
"CZ071","2007-01-01",-0.172
"CZ072","2007-01-01",0.396
"CZ080","2007-01-01",-0.594
"DE111","2007-01-01",-1.187
