"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2017-01-01",0.066
"AL011","2017-01-01",0.134
"AL012","2017-01-01",-1.137
"AL013","2017-01-01",0.141
"AL014","2017-01-01",-1.05
"AL015","2017-01-01",-1.462
"AL021","2017-01-01",-0.333
"AL022","2017-01-01",-1.348
"AL031","2017-01-01",-0.519
"AL032","2017-01-01",-0.908
"AL033","2017-01-01",-0.756
"AL034","2017-01-01",-0.028
"AL035","2017-01-01",-0.927
"AT111","2017-01-01",-0.133
"AT112","2017-01-01",-0.966
"AT113","2017-01-01",-0.158
"AT121","2017-01-01",0.123
"AT122","2017-01-01",0.425
"AT123","2017-01-01",0.514
"AT124","2017-01-01",0.035
"AT125","2017-01-01",-0.556
"AT126","2017-01-01",-0.47
"AT127","2017-01-01",-0.106
"AT130","2017-01-01",-0.937
"AT211","2017-01-01",-0.441
"AT212","2017-01-01",-1.166
"AT213","2017-01-01",-0.559
"AT221","2017-01-01",-0.901
"AT222","2017-01-01",-0.719
"AT223","2017-01-01",-0.411
"AT224","2017-01-01",-0.615
"AT225","2017-01-01",-0.59
"AT226","2017-01-01",-1.247
"AT311","2017-01-01",-1.081
"AT312","2017-01-01",-0.603
"AT313","2017-01-01",-0.309
"AT314","2017-01-01",-0.436
"AT315","2017-01-01",-1.479
"AT321","2017-01-01",-0.943
"AT322","2017-01-01",-1.08
"AT323","2017-01-01",-1.241
"AT331","2017-01-01",-1.358
"AT332","2017-01-01",-0.552
"AT333","2017-01-01",-1.398
"AT334","2017-01-01",-0.763
"AT335","2017-01-01",-1.122
"AT341","2017-01-01",-1.105
"AT342","2017-01-01",-0.669
"BA","2017-01-01",-0.871
"BE100","2017-01-01",-0.593
"BE211","2017-01-01",-1.425
"BE212","2017-01-01",-1.307
"BE213","2017-01-01",-1.024
"BE223","2017-01-01",-3.558
"BE224","2017-01-01",-0.736
"BE225","2017-01-01",-0.81
"BE231","2017-01-01",-0.929
"BE232","2017-01-01",0.092
"BE233","2017-01-01",-0.223
"BE234","2017-01-01",-0.116
"BE235","2017-01-01",-1.872
"BE236","2017-01-01",-1.037
"BE241","2017-01-01",-1.257
"BE242","2017-01-01",-1.135
"BE251","2017-01-01",-0.545
"BE252","2017-01-01",-0.595
"BE253","2017-01-01",-0.037
"BE254","2017-01-01",0.322
"BE255","2017-01-01",-1.024
"BE256","2017-01-01",0.507
"BE257","2017-01-01",-0.107
"BE258","2017-01-01",-2.646
"BE310","2017-01-01",-2.905
"BE323","2017-01-01",-2.922
"BE328","2017-01-01",-1.779
"BE329","2017-01-01",-4.291
"BE32A","2017-01-01",-3.01
"BE32B","2017-01-01",-4.12
"BE32C","2017-01-01",-3.567
"BE32D","2017-01-01",-3.962
"BE331","2017-01-01",-3.899
"BE332","2017-01-01",-3.148
"BE334","2017-01-01",-4.467
"BE335","2017-01-01",-2.545
"BE336","2017-01-01",-2.499
"BE341","2017-01-01",-3.36
"BE342","2017-01-01",-3.278
"BE343","2017-01-01",-2.975
"BE344","2017-01-01",-3.088
"BE345","2017-01-01",-3.255
"BE351","2017-01-01",-3.032
"BE352","2017-01-01",-3.5
"BE353","2017-01-01",-3.069
"BG311","2017-01-01",-1.086
"BG312","2017-01-01",0.422
"BG313","2017-01-01",-0.035
"BG314","2017-01-01",0.754
"BG315","2017-01-01",-0.037
"BG321","2017-01-01",-0.364
"BG322","2017-01-01",-0.072
"BG323","2017-01-01",-0.206
"BG324","2017-01-01",-0.454
"BG325","2017-01-01",-0.404
"BG331","2017-01-01",-0.701
"BG332","2017-01-01",-0.403
"BG333","2017-01-01",-0.226
"BG334","2017-01-01",0.199
