"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2020-01-01",0.718
"AL011","2020-01-01",-0.242
"AL012","2020-01-01",-1.052
"AL013","2020-01-01",-0.265
"AL014","2020-01-01",-1.217
"AL015","2020-01-01",-1.065
"AL021","2020-01-01",0.209
"AL022","2020-01-01",-1.019
"AL031","2020-01-01",-0.228
"AL032","2020-01-01",-1.489
"AL033","2020-01-01",-1.595
"AL034","2020-01-01",-0.114
"AL035","2020-01-01",-2.066
"AT111","2020-01-01",0.393
"AT112","2020-01-01",0.108
"AT113","2020-01-01",0.385
"AT121","2020-01-01",-1.213
"AT122","2020-01-01",-0.334
"AT123","2020-01-01",-1.007
"AT124","2020-01-01",-0.128
"AT125","2020-01-01",0.281
"AT126","2020-01-01",-0.069
"AT127","2020-01-01",-0.353
"AT130","2020-01-01",-0.283
"AT211","2020-01-01",0.562
"AT212","2020-01-01",0.325
"AT213","2020-01-01",0.586
"AT221","2020-01-01",-0.307
"AT222","2020-01-01",0.169
"AT223","2020-01-01",0.256
"AT224","2020-01-01",0.082
"AT225","2020-01-01",0.325
"AT226","2020-01-01",0.355
"AT311","2020-01-01",-1.18
"AT312","2020-01-01",-1.045
"AT313","2020-01-01",-0.7
"AT314","2020-01-01",-0.645
"AT315","2020-01-01",-1.054
"AT321","2020-01-01",-1.058
"AT322","2020-01-01",-0.014
"AT323","2020-01-01",-0.116
"AT331","2020-01-01",0.441
"AT332","2020-01-01",-0.782
"AT333","2020-01-01",-0.313
"AT334","2020-01-01",-0.631
"AT335","2020-01-01",0.549
"AT341","2020-01-01",-0.515
"AT342","2020-01-01",-0.509
"BA","2020-01-01",-1.032
"BE100","2020-01-01",-0.66
"BE211","2020-01-01",-1.308
"BE212","2020-01-01",-1.358
"BE213","2020-01-01",-0.167
"BE223","2020-01-01",0.028
"BE224","2020-01-01",-0.051
"BE225","2020-01-01",-3.809
"BE231","2020-01-01",-0.557
"BE232","2020-01-01",-1.1
"BE233","2020-01-01",-1.75
