"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2012-01-01",0.768
"AL011","2012-01-01",-0.149
"AL012","2012-01-01",-2.146
"AL013","2012-01-01",-2.772
"AL014","2012-01-01",-2.254
"AL015","2012-01-01",-2.649
"AL021","2012-01-01",-1.878
"AL022","2012-01-01",-1.686
"AL031","2012-01-01",-3.901
"AL032","2012-01-01",-2.471
"AL033","2012-01-01",-1.589
"AL034","2012-01-01",-0.569
"AL035","2012-01-01",-1.703
"AT111","2012-01-01",-0.825
"AT112","2012-01-01",-1.256
"AT113","2012-01-01",-0.543
"AT121","2012-01-01",-0.627
"AT122","2012-01-01",-0.415
"AT123","2012-01-01",-0.423
"AT124","2012-01-01",-0.939
"AT125","2012-01-01",-1.518
"AT126","2012-01-01",-1.223
"AT127","2012-01-01",-0.108
"AT130","2012-01-01",-0.792
"AT211","2012-01-01",-0.95
"AT212","2012-01-01",-0.604
"AT213","2012-01-01",-0.596
"AT221","2012-01-01",-1.482
"AT222","2012-01-01",-1.593
"AT223","2012-01-01",-1.395
"AT224","2012-01-01",-0.774
"AT225","2012-01-01",-0.625
"AT226","2012-01-01",-1.11
"AT311","2012-01-01",0.696
"AT312","2012-01-01",0.479
"AT313","2012-01-01",0.423
"AT314","2012-01-01",-0.383
"AT315","2012-01-01",-0.517
"AT321","2012-01-01",-1.616
"AT322","2012-01-01",-1.003
"AT323","2012-01-01",-0.793
"AT331","2012-01-01",-0.715
"AT332","2012-01-01",-0.33
"AT333","2012-01-01",-0.372
"AT334","2012-01-01",-0.378
"AT335","2012-01-01",-0.698
"AT341","2012-01-01",-0.711
"AT342","2012-01-01",0.445
"BA","2012-01-01",-1.948
"BE100","2012-01-01",0.482
"BE211","2012-01-01",0.49
"BE212","2012-01-01",0.393
"BE213","2012-01-01",0.31
"BE223","2012-01-01",0.275
"BE224","2012-01-01",0.433
"BE225","2012-01-01",0.407
"BE231","2012-01-01",0.482
"BE232","2012-01-01",0.447
"BE233","2012-01-01",0.402
"BE234","2012-01-01",0.345
"BE235","2012-01-01",0.444
"BE236","2012-01-01",0.58
"BE241","2012-01-01",0.455
"BE242","2012-01-01",0.442
"BE251","2012-01-01",-0.031
"BE252","2012-01-01",-0.334
"BE253","2012-01-01",0.048
"BE254","2012-01-01",0.194
"BE255","2012-01-01",-0.84
"BE256","2012-01-01",0.137
"BE257","2012-01-01",0.258
"BE258","2012-01-01",-1.571
"BE310","2012-01-01",0.155
"BE323","2012-01-01",0.371
"BE328","2012-01-01",0.38
"BE329","2012-01-01",0.387
"BE32A","2012-01-01",0.4
"BE32B","2012-01-01",0.289
"BE32C","2012-01-01",0.445
"BE32D","2012-01-01",0.231
"BE331","2012-01-01",-0.27
"BE332","2012-01-01",-0.12
"BE334","2012-01-01",-0.254
"BE335","2012-01-01",0.019
"BE336","2012-01-01",0.133
"BE341","2012-01-01",0.448
"BE342","2012-01-01",0.307
"BE343","2012-01-01",0.242
"BE344","2012-01-01",0.324
"BE345","2012-01-01",0.026
"BE351","2012-01-01",0.5
"BE352","2012-01-01",0.452
"BE353","2012-01-01",0.367
"BG311","2012-01-01",-1.332
"BG312","2012-01-01",-0.373
"BG313","2012-01-01",0.024
"BG314","2012-01-01",0.493
"BG315","2012-01-01",-0.471
"BG321","2012-01-01",-0.4
"BG322","2012-01-01",-0.46
"BG323","2012-01-01",-0.363
"BG324","2012-01-01",-0.581
"BG325","2012-01-01",-0.604
"BG331","2012-01-01",0.683
"BG332","2012-01-01",0.644
"BG333","2012-01-01",0.285
