"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2006-01-01",-0.421
"AL011","2006-01-01",-0.176
"AL012","2006-01-01",-0.269
"AL013","2006-01-01",0.442
"AL014","2006-01-01",0.505
"AL015","2006-01-01",0.318
"AL021","2006-01-01",0.187
"AL022","2006-01-01",0.179
"AL031","2006-01-01",0.323
"AL032","2006-01-01",0.206
"AL033","2006-01-01",0.438
"AL034","2006-01-01",0.178
"AL035","2006-01-01",0.527
"AT111","2006-01-01",1.078
"AT112","2006-01-01",0.964
"AT113","2006-01-01",0.635
"AT121","2006-01-01",-0.442
"AT122","2006-01-01",-0.346
"AT123","2006-01-01",-0.606
"AT124","2006-01-01",0.229
"AT125","2006-01-01",0.866
"AT126","2006-01-01",1.213
"AT127","2006-01-01",0.45
"AT130","2006-01-01",0.725
"AT211","2006-01-01",-0.608
"AT212","2006-01-01",-0.572
"AT213","2006-01-01",-0.458
"AT221","2006-01-01",0.476
"AT222","2006-01-01",-1.377
"AT223","2006-01-01",-0.986
"AT224","2006-01-01",0.27
"AT225","2006-01-01",-0.216
"AT226","2006-01-01",-0.936
"AT311","2006-01-01",-0.7
"AT312","2006-01-01",0.308
"AT313","2006-01-01",-2.081
"AT314","2006-01-01",-1.982
"AT315","2006-01-01",-0.979
"AT321","2006-01-01",-0.197
"AT322","2006-01-01",-0.881
"AT323","2006-01-01",-1.205
"AT331","2006-01-01",-1.891
"AT332","2006-01-01",-0.558
"AT333","2006-01-01",-0.194
"AT334","2006-01-01",-0.701
"AT335","2006-01-01",-1.257
"AT341","2006-01-01",-0.856
"AT342","2006-01-01",-0.89
"BA","2006-01-01",0.714
"BE100","2006-01-01",-0.54
"BE211","2006-01-01",-0.063
"BE212","2006-01-01",-0.214
"BE213","2006-01-01",-0.192
"BE223","2006-01-01",-0.821
"BE224","2006-01-01",-0.452
"BE225","2006-01-01",0.278
"BE231","2006-01-01",-0.692
"BE232","2006-01-01",-0.414
"BE233","2006-01-01",-0.298
"BE234","2006-01-01",-0.28
"BE235","2006-01-01",-0.506
"BE236","2006-01-01",-0.278
"BE241","2006-01-01",-1.052
"BE242","2006-01-01",-0.691
"BE251","2006-01-01",0.317
"BE252","2006-01-01",0.316
"BE253","2006-01-01",0.146
"BE254","2006-01-01",0.007
"BE255","2006-01-01",0.428
"BE256","2006-01-01",0.08
"BE257","2006-01-01",-0.255
"BE258","2006-01-01",0.492
"BE310","2006-01-01",-1.325
"BE323","2006-01-01",-0.236
"BE328","2006-01-01",0.154
"BE329","2006-01-01",-0.394
"BE32A","2006-01-01",-0.263
"BE32B","2006-01-01",-0.099
"BE32C","2006-01-01",-0.573
"BE32D","2006-01-01",-0.771
