"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2014-01-01",-0.164
"AL011","2014-01-01",-0.129
"AL012","2014-01-01",-1.258
"AL013","2014-01-01",0.281
"AL014","2014-01-01",-0.779
"AL015","2014-01-01",0.342
"AL021","2014-01-01",-0.707
"AL022","2014-01-01",-1.334
"AL031","2014-01-01",-0.217
"AL032","2014-01-01",-0.707
"AL033","2014-01-01",0.125
"AL034","2014-01-01",0.285
"AL035","2014-01-01",0.14
"AT111","2014-01-01",0.736
"AT112","2014-01-01",0.266
"AT113","2014-01-01",0.671
"AT121","2014-01-01",-0.051
"AT122","2014-01-01",0.351
"AT123","2014-01-01",0.452
"AT124","2014-01-01",0.195
"AT125","2014-01-01",-0.759
"AT126","2014-01-01",-0.824
"AT127","2014-01-01",-0.051
"AT130","2014-01-01",-2.035
"AT211","2014-01-01",0.966
"AT212","2014-01-01",0.718
"AT213","2014-01-01",1.037
"AT221","2014-01-01",0.498
"AT222","2014-01-01",0.429
"AT223","2014-01-01",0.765
"AT224","2014-01-01",0.564
"AT225","2014-01-01",0.601
"AT226","2014-01-01",0.821
"AT311","2014-01-01",-0.279
"AT312","2014-01-01",-0.747
"AT313","2014-01-01",-0.515
"AT314","2014-01-01",-0.185
"AT315","2014-01-01",-0.058
"AT321","2014-01-01",0.574
"AT322","2014-01-01",0.174
"AT323","2014-01-01",0.31
"AT331","2014-01-01",0.065
"AT332","2014-01-01",-0.715
"AT333","2014-01-01",0.192
"AT334","2014-01-01",-0.552
"AT335","2014-01-01",0.101
"AT341","2014-01-01",-0.252
"AT342","2014-01-01",-0.121
"BA","2014-01-01",-0.948
"BE100","2014-01-01",-0.696
"BE211","2014-01-01",-0.354
"BE212","2014-01-01",-0.337
"BE213","2014-01-01",-0.141
"BE223","2014-01-01",-1.128
"BE224","2014-01-01",-0.131
"BE225","2014-01-01",0.258
"BE231","2014-01-01",0.537
"BE232","2014-01-01",0.37
"BE233","2014-01-01",0.185
"BE234","2014-01-01",0.447
"BE235","2014-01-01",0.67
"BE236","2014-01-01",-0.018
"BE241","2014-01-01",-0.11
"BE242","2014-01-01",0.063
"BE251","2014-01-01",-1.103
"BE252","2014-01-01",0.185
"BE253","2014-01-01",-0.092
"BE254","2014-01-01",-0.25
"BE255","2014-01-01",0.072
"BE256","2014-01-01",-0.746
"BE257","2014-01-01",-0.208
"BE258","2014-01-01",0.357
"BE310","2014-01-01",0.135
"BE323","2014-01-01",0.606
"BE328","2014-01-01",0.67
"BE329","2014-01-01",0.174
"BE32A","2014-01-01",0.568
"BE32B","2014-01-01",-0.11
"BE32C","2014-01-01",0.413
"BE32D","2014-01-01",0.31
"BE331","2014-01-01",-0.107
"BE332","2014-01-01",-0.525
"BE334","2014-01-01",-0.13
"BE335","2014-01-01",0.094
"BE336","2014-01-01",0.337
"BE341","2014-01-01",0.613
"BE342","2014-01-01",0.487
"BE343","2014-01-01",0.266
"BE344","2014-01-01",0.53
"BE345","2014-01-01",0.453
"BE351","2014-01-01",0.336
"BE352","2014-01-01",0.211
"BE353","2014-01-01",0.231
"BG311","2014-01-01",-0.922
"BG312","2014-01-01",-0.564
"BG313","2014-01-01",-0.802
"BG314","2014-01-01",0.199
"BG315","2014-01-01",-0.38
"BG321","2014-01-01",-0.372
"BG322","2014-01-01",-0.477
"BG323","2014-01-01",-0.166
"BG324","2014-01-01",-0.87
"BG325","2014-01-01",-1.084
"BG331","2014-01-01",-1.816
"BG332","2014-01-01",-0.74
"BG333","2014-01-01",-0.173
"BG334","2014-01-01",0.359
"BG341","2014-01-01",-1.878
"BG342","2014-01-01",-0.867
"BG343","2014-01-01",-1.092
"BG344","2014-01-01",-0.372
"BG411","2014-01-01",-0.855
"BG412","2014-01-01",-0.696
"BG413","2014-01-01",-0.308
"BG414","2014-01-01",-0.181
"BG415","2014-01-01",-0.128
"BG421","2014-01-01",-0.799
"BG422","2014-01-01",-1.327
"BG423","2014-01-01",-0.805
"BG424","2014-01-01",-0.153
"BG425","2014-01-01",-1.315
"CH011","2014-01-01",0.178
"CH012","2014-01-01",-0.127
"CH013","2014-01-01",0.415
"CH021","2014-01-01",0.209
"CH022","2014-01-01",-0.178
"CH023","2014-01-01",0.28
"CH024","2014-01-01",-0.013
"CH025","2014-01-01",0.151
"CH032","2014-01-01",0.378
"CH033","2014-01-01",0.224
"CH040","2014-01-01",0.038
"CH051","2014-01-01",-0.936
"CH052","2014-01-01",0.276
"CH053","2014-01-01",-0.033
"CH054","2014-01-01",-0.191
"CH055","2014-01-01",-0.415
"CH056","2014-01-01",-0.2
"CH057","2014-01-01",-0.14
"CH061","2014-01-01",-0.113
"CH062","2014-01-01",-0.278
"CH063","2014-01-01",-0.577
"CH064","2014-01-01",-0.174
"CH065","2014-01-01",-0.12
"CH066","2014-01-01",-0.443
"CH070","2014-01-01",0.165
"CY000","2014-01-01",-2.157
"CZ010","2014-01-01",0.478
"CZ020","2014-01-01",0.226
"CZ031","2014-01-01",-0.08
"CZ032","2014-01-01",0.034
"CZ041","2014-01-01",-1.058
"CZ042","2014-01-01",-0.22
"CZ051","2014-01-01",0.26
"CZ052","2014-01-01",0.177
"CZ053","2014-01-01",0.154
"CZ063","2014-01-01",0.119
"CZ064","2014-01-01",0.055
"CZ071","2014-01-01",0.082
"CZ072","2014-01-01",-0.218
"CZ080","2014-01-01",-0.228
"DE111","2014-01-01",1.048
"DE112","2014-01-01",0.871
"DE113","2014-01-01",0.32
"DE114","2014-01-01",0.233
"DE115","2014-01-01",0.971
"DE116","2014-01-01",1.011
"DE117","2014-01-01",0.847
"DE118","2014-01-01",0.766
"DE119","2014-01-01",0.134
"DE11A","2014-01-01",0.204
"DE11B","2014-01-01",0.649
"DE11C","2014-01-01",0.549
"DE11D","2014-01-01",0.111
"DE121","2014-01-01",0.495
"DE122","2014-01-01",0.823
"DE123","2014-01-01",0.722
"DE124","2014-01-01",0.473
"DE125","2014-01-01",0.646
"DE126","2014-01-01",0.472
"DE127","2014-01-01",0.63
"DE128","2014-01-01",0.672
"DE129","2014-01-01",0.791
"DE12A","2014-01-01",0.763
"DE12B","2014-01-01",0.794
"DE12C","2014-01-01",0.264
"DE131","2014-01-01",0.83
"DE132","2014-01-01",0.625
"DE133","2014-01-01",0.722
"DE134","2014-01-01",0.43
"DE135","2014-01-01",0.524
"DE136","2014-01-01",0.563
"DE137","2014-01-01",0.636
"DE138","2014-01-01",-0.032
"DE139","2014-01-01",-0.237
"DE13A","2014-01-01",0.242
"DE141","2014-01-01",0.18
"DE142","2014-01-01",0.581
"DE143","2014-01-01",0.451
"DE144","2014-01-01",0.323
"DE145","2014-01-01",0.346
"DE146","2014-01-01",0.164
"DE147","2014-01-01",-0.262
"DE148","2014-01-01",-0.339
"DE149","2014-01-01",0.513
"DE211","2014-01-01",-0.3
"DE212","2014-01-01",-0.69
"DE213","2014-01-01",-0.254
"DE214","2014-01-01",-0.012
"DE215","2014-01-01",-0.436
"DE216","2014-01-01",-0.761
"DE217","2014-01-01",-0.113
"DE218","2014-01-01",-0.106
"DE219","2014-01-01",-0.236
"DE21A","2014-01-01",0.216
"DE21B","2014-01-01",0.462
"DE21C","2014-01-01",0.154
"DE21D","2014-01-01",-0.084
"DE21E","2014-01-01",0.302
"DE21F","2014-01-01",0.257
"DE21G","2014-01-01",-0.564
"DE21H","2014-01-01",0.278
"DE21I","2014-01-01",-0.045
"DE21J","2014-01-01",-0.091
"DE21K","2014-01-01",-0.317
"DE21L","2014-01-01",-0.37
"DE21M","2014-01-01",-0.462
"DE21N","2014-01-01",-0.028
"DE221","2014-01-01",-0.383
"DE222","2014-01-01",-0.647
"DE223","2014-01-01",-0.878
"DE224","2014-01-01",-0.751
"DE225","2014-01-01",-0.689
"DE226","2014-01-01",-0.519
