"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2018-01-01",-0.731
"AL011","2018-01-01",0.313
"AL012","2018-01-01",0.5
"AL013","2018-01-01",0.462
"AL014","2018-01-01",0.169
"AL015","2018-01-01",0.485
"AL021","2018-01-01",0.493
"AL022","2018-01-01",-0.154
"AL031","2018-01-01",0.198
"AL032","2018-01-01",0.371
"AL033","2018-01-01",0.427
"AL034","2018-01-01",0.359
"AL035","2018-01-01",0.142
"AT111","2018-01-01",-0.016
"AT112","2018-01-01",0.632
"AT113","2018-01-01",0.61
"AT121","2018-01-01",0.975
"AT122","2018-01-01",0.616
"AT123","2018-01-01",0.661
"AT124","2018-01-01",0.145
"AT125","2018-01-01",0.27
"AT126","2018-01-01",0.175
"AT127","2018-01-01",0.65
"AT130","2018-01-01",0.588
"AT211","2018-01-01",0.761
"AT212","2018-01-01",0.295
"AT213","2018-01-01",0.781
"AT221","2018-01-01",0.133
"AT222","2018-01-01",0.806
"AT223","2018-01-01",0.692
"AT224","2018-01-01",0.632
"AT225","2018-01-01",0.633
"AT226","2018-01-01",0.453
"AT311","2018-01-01",0.759
"AT312","2018-01-01",0.551
"AT313","2018-01-01",0.785
"AT314","2018-01-01",0.922
"AT315","2018-01-01",0.458
"AT321","2018-01-01",-0.472
"AT322","2018-01-01",0.16
"AT323","2018-01-01",0.7
"AT331","2018-01-01",0.88
"AT332","2018-01-01",0.017
"AT333","2018-01-01",-0.106
"AT334","2018-01-01",-0.339
"AT335","2018-01-01",1.096
"AT341","2018-01-01",-0.165
"AT342","2018-01-01",0.487
"BA","2018-01-01",0.462
"BE100","2018-01-01",0.647
"BE211","2018-01-01",0.393
"BE212","2018-01-01",0.472
"BE213","2018-01-01",0.478
"BE223","2018-01-01",0.543
"BE224","2018-01-01",0.298
"BE225","2018-01-01",0.102
"BE231","2018-01-01",0.832
"BE232","2018-01-01",0.72
"BE233","2018-01-01",0.616
"BE234","2018-01-01",0.72
"BE235","2018-01-01",0.702
"BE236","2018-01-01",0.639
"BE241","2018-01-01",0.775
"BE242","2018-01-01",-0.016
"BE251","2018-01-01",0.44
"BE252","2018-01-01",0.52
"BE253","2018-01-01",0.736
"BE254","2018-01-01",0.701
"BE255","2018-01-01",0.407
"BE256","2018-01-01",0.779
"BE257","2018-01-01",0.782
"BE258","2018-01-01",0.319
"BE310","2018-01-01",0.155
"BE323","2018-01-01",0.58
"BE328","2018-01-01",0.657
"BE329","2018-01-01",0.439
"BE32A","2018-01-01",0.682
"BE32B","2018-01-01",0.291
"BE32C","2018-01-01",0.593
"BE32D","2018-01-01",0.412
"BE331","2018-01-01",0.3
"BE332","2018-01-01",0.489
"BE334","2018-01-01",0.173
"BE335","2018-01-01",0.632
"BE336","2018-01-01",0.484
"BE341","2018-01-01",0.769
"BE342","2018-01-01",0.431
"BE343","2018-01-01",0.235
"BE344","2018-01-01",0.349
"BE345","2018-01-01",0.664
"BE351","2018-01-01",0.363
"BE352","2018-01-01",0.321
"BE353","2018-01-01",0.512
"BG311","2018-01-01",-0.462
"BG312","2018-01-01",1.018
"BG313","2018-01-01",0.341
"BG314","2018-01-01",1.087
"BG315","2018-01-01",-0.211
"BG321","2018-01-01",-0.394
"BG322","2018-01-01",-0.143
"BG323","2018-01-01",0.524
"BG324","2018-01-01",-0.325
"BG325","2018-01-01",0.183
"BG331","2018-01-01",0.795
"BG332","2018-01-01",0.695
"BG333","2018-01-01",0.723
"BG334","2018-01-01",0.831
"BG341","2018-01-01",1.018
"BG342","2018-01-01",1.187
"BG343","2018-01-01",0.921
"BG344","2018-01-01",1.159
"BG411","2018-01-01",0.924
"BG412","2018-01-01",0.404
"BG413","2018-01-01",0.42
"BG414","2018-01-01",1.088
"BG415","2018-01-01",0.789
"BG421","2018-01-01",0.691
"BG422","2018-01-01",0.665
"BG423","2018-01-01",0.271
"BG424","2018-01-01",0.42
"BG425","2018-01-01",0.423
"CH011","2018-01-01",0.395
"CH012","2018-01-01",-0.517
"CH013","2018-01-01",0.302
"CH021","2018-01-01",0.009
"CH022","2018-01-01",-0.031
"CH023","2018-01-01",-0.105
"CH024","2018-01-01",-0.457
"CH025","2018-01-01",-0.195
"CH032","2018-01-01",0.229
"CH033","2018-01-01",0.453
"CH040","2018-01-01",0.658
"CH051","2018-01-01",-0.971
"CH052","2018-01-01",0.651
"CH053","2018-01-01",0.691
"CH054","2018-01-01",0.182
"CH055","2018-01-01",0.401
"CH056","2018-01-01",-0.536
"CH057","2018-01-01",0.46
"CH061","2018-01-01",0.781
"CH062","2018-01-01",-0.343
"CH063","2018-01-01",-0.098
"CH064","2018-01-01",-0.053
"CH065","2018-01-01",-0.324
"CH066","2018-01-01",0.471
"CH070","2018-01-01",-1.243
"CY000","2018-01-01",-0.876
"CZ010","2018-01-01",0.444
"CZ020","2018-01-01",0.391
"CZ031","2018-01-01",0.325
"CZ032","2018-01-01",0.422
"CZ041","2018-01-01",0.858
"CZ042","2018-01-01",0.649
