"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2009-01-01",-1.534
"AL011","2009-01-01",0.236
"AL012","2009-01-01",0.832
"AL013","2009-01-01",0.524
"AL014","2009-01-01",0.657
"AL015","2009-01-01",0.587
"AL021","2009-01-01",0.365
"AL022","2009-01-01",0.848
"AL031","2009-01-01",0.34
"AL032","2009-01-01",0.775
"AL033","2009-01-01",0.534
"AL034","2009-01-01",0.232
"AL035","2009-01-01",0.577
"AT111","2009-01-01",0.34
"AT112","2009-01-01",0.145
"AT113","2009-01-01",0.096
"AT121","2009-01-01",0.177
"AT122","2009-01-01",0.248
"AT123","2009-01-01",-0.103
"AT124","2009-01-01",0.382
"AT125","2009-01-01",-0.807
"AT126","2009-01-01",-0.327
"AT127","2009-01-01",0.345
"AT130","2009-01-01",-0.118
"AT211","2009-01-01",0.621
"AT212","2009-01-01",0.532
"AT213","2009-01-01",0.483
"AT221","2009-01-01",0.353
"AT222","2009-01-01",-0.12
"AT223","2009-01-01",0.3
"AT224","2009-01-01",0.408
"AT225","2009-01-01",0.441
"AT226","2009-01-01",0.328
"AT311","2009-01-01",-0.323
"AT312","2009-01-01",-0.35
"AT313","2009-01-01",-0.001
"AT314","2009-01-01",0.101
"AT315","2009-01-01",-0.015
"AT321","2009-01-01",0.225
"AT322","2009-01-01",-0.489
"AT323","2009-01-01",-0.075
"AT331","2009-01-01",-0.664
"AT332","2009-01-01",-0.437
"AT333","2009-01-01",0.671
"AT334","2009-01-01",0.028
"AT335","2009-01-01",-0.764
"AT341","2009-01-01",-0.573
"AT342","2009-01-01",-0.208
"BA","2009-01-01",0.304
"BE100","2009-01-01",-1.887
"BE211","2009-01-01",-0.721
"BE212","2009-01-01",-1.263
"BE213","2009-01-01",-0.561
"BE223","2009-01-01",-0.409
"BE224","2009-01-01",-0.164
"BE225","2009-01-01",0.238
"BE231","2009-01-01",-1.514
"BE232","2009-01-01",-1.394
"BE233","2009-01-01",-0.99
"BE234","2009-01-01",-1.661
"BE235","2009-01-01",-0.721
"BE236","2009-01-01",-0.876
"BE241","2009-01-01",-1.998
"BE242","2009-01-01",-0.441
"BE251","2009-01-01",-0.064
"BE252","2009-01-01",-1.405
"BE253","2009-01-01",-0.768
"BE254","2009-01-01",-1.608
"BE255","2009-01-01",-1.22
"BE256","2009-01-01",-1.065
"BE257","2009-01-01",-1.228
"BE258","2009-01-01",-0.897
"BE310","2009-01-01",0.189
"BE323","2009-01-01",-0.356
"BE328","2009-01-01",-0.427
"BE329","2009-01-01",-0.305
"BE32A","2009-01-01",-0.646
"BE32B","2009-01-01",-0.171
"BE32C","2009-01-01",-0.407
"BE32D","2009-01-01",-0.128
"BE331","2009-01-01",0.004
"BE332","2009-01-01",-0.389
"BE334","2009-01-01",0.106
"BE335","2009-01-01",-0.307
"BE336","2009-01-01",-0.297
"BE341","2009-01-01",-0.522
"BE342","2009-01-01",-0.329
"BE343","2009-01-01",-0.009
"BE344","2009-01-01",-0.241
"BE345","2009-01-01",-0.447
"BE351","2009-01-01",0.045
"BE352","2009-01-01",0.376
"BE353","2009-01-01",-0.227
"BG311","2009-01-01",0.593
"BG312","2009-01-01",0.363
"BG313","2009-01-01",0.129
"BG314","2009-01-01",0.565
"BG315","2009-01-01",-0.107
"BG321","2009-01-01",-0.435
"BG322","2009-01-01",-0.292
"BG323","2009-01-01",-1.008
"BG324","2009-01-01",-1.181
"BG325","2009-01-01",-1.274
"BG331","2009-01-01",-1.123
"BG332","2009-01-01",-1.415
"BG333","2009-01-01",-1.043
"BG334","2009-01-01",-0.365
"BG341","2009-01-01",-0.824
"BG342","2009-01-01",-0.472
"BG343","2009-01-01",-0.654
"BG344","2009-01-01",-0.484
"BG411","2009-01-01",-0.234
"BG412","2009-01-01",0.368
"BG413","2009-01-01",0.411
"BG414","2009-01-01",0.507
"BG415","2009-01-01",0.81
"BG421","2009-01-01",-0.779
"BG422","2009-01-01",-1.855
"BG423","2009-01-01",-0.004
"BG424","2009-01-01",-0.298
"BG425","2009-01-01",-2.532
"CH011","2009-01-01",-0.271
"CH012","2009-01-01",0.708
"CH013","2009-01-01",0.013
"CH021","2009-01-01",-0.284
"CH022","2009-01-01",-0.519
"CH023","2009-01-01",0.29
"CH024","2009-01-01",-0.452
"CH025","2009-01-01",0.228
"CH032","2009-01-01",0.197
"CH033","2009-01-01",0.157
"CH040","2009-01-01",-0.006
"CH051","2009-01-01",-0.18
"CH052","2009-01-01",0.345
"CH053","2009-01-01",-0.832
"CH054","2009-01-01",-0.508
"CH055","2009-01-01",-0.174
"CH056","2009-01-01",0.545
"CH057","2009-01-01",0.242
"CH061","2009-01-01",-0.423
"CH062","2009-01-01",0.186
"CH063","2009-01-01",0.202
"CH064","2009-01-01",-0.637
"CH065","2009-01-01",-0.238
"CH066","2009-01-01",0.175
"CH070","2009-01-01",1.195
"CY000","2009-01-01",-0.399
"CZ010","2009-01-01",0.184
"CZ020","2009-01-01",-0.152
"CZ031","2009-01-01",-0.237
"CZ032","2009-01-01",-0.693
"CZ041","2009-01-01",-0.746
"CZ042","2009-01-01",-0.069
"CZ051","2009-01-01",0.299
"CZ052","2009-01-01",0.041
"CZ053","2009-01-01",0.169
"CZ063","2009-01-01",0.317
"CZ064","2009-01-01",-0.265
"CZ071","2009-01-01",-0.246
"CZ072","2009-01-01",-0.018
"CZ080","2009-01-01",-0.02
"DE111","2009-01-01",-0.007
"DE112","2009-01-01",-0.047
"DE113","2009-01-01",0.422
"DE114","2009-01-01",0.115
"DE115","2009-01-01",-0.569
"DE116","2009-01-01",-0.092
"DE117","2009-01-01",-0.662
"DE118","2009-01-01",-0.582
"DE119","2009-01-01",-0.562
"DE11A","2009-01-01",-0.144
"DE11B","2009-01-01",-0.867
"DE11C","2009-01-01",-0.44
"DE11D","2009-01-01",0.108
"DE121","2009-01-01",-0.408
"DE122","2009-01-01",-1.068
"DE123","2009-01-01",-0.897
"DE124","2009-01-01",-0.365
"DE125","2009-01-01",-1.308
"DE126","2009-01-01",-2.564
"DE127","2009-01-01",-0.904
"DE128","2009-01-01",-0.712
"DE129","2009-01-01",-1.23
"DE12A","2009-01-01",-0.347
"DE12B","2009-01-01",-1.042
