"NUTS_CODE","TIMESTAMP","MEDIAN"
"AD","2022-01-01",-0.708
"AL011","2022-01-01",-0.428
"AL012","2022-01-01",-0.842
"AL013","2022-01-01",-0.231
"AL014","2022-01-01",-0.779
"AL015","2022-01-01",-0.43
"AL021","2022-01-01",0.166
"AL022","2022-01-01",-0.909
"AL031","2022-01-01",-0.346
"AL032","2022-01-01",-1.288
"AL033","2022-01-01",-1.057
"AL034","2022-01-01",0.206
"AL035","2022-01-01",-1.17
"AT111","2022-01-01",-1.589
"AT112","2022-01-01",-0.445
"AT113","2022-01-01",-0.59
"AT121","2022-01-01",-0.337
"AT122","2022-01-01",-0.515
"AT123","2022-01-01",0.086
"AT124","2022-01-01",0.157
"AT125","2022-01-01",0.094
"AT126","2022-01-01",-0.185
"AT127","2022-01-01",-0.25
"AT130","2022-01-01",0.229
"AT211","2022-01-01",-1.937
"AT212","2022-01-01",-0.864
"AT213","2022-01-01",-2.17
"AT221","2022-01-01",-1.414
"AT222","2022-01-01",-2.467
"AT223","2022-01-01",-1.841
"AT224","2022-01-01",-0.446
"AT225","2022-01-01",-0.807
"AT226","2022-01-01",-2.704
"AT311","2022-01-01",-0.283
"AT312","2022-01-01",-0.453
"AT313","2022-01-01",-0.399
"AT314","2022-01-01",-0.683
"AT315","2022-01-01",-0.628
"AT321","2022-01-01",-2.35
"AT322","2022-01-01",-0.731
"AT323","2022-01-01",-0.84
"AT331","2022-01-01",-0.709
"AT332","2022-01-01",0.558
"AT333","2022-01-01",-1.439
"AT334","2022-01-01",0.196
"AT335","2022-01-01",-0.611
"AT341","2022-01-01",-0.55
"AT342","2022-01-01",-0.235
"BA","2022-01-01",0.164
"BE100","2022-01-01",0.834
"BE211","2022-01-01",0.376
"BE212","2022-01-01",0.747
"BE213","2022-01-01",0.477
"BE223","2022-01-01",0.556
"BE224","2022-01-01",0.581
"BE225","2022-01-01",0.387
"BE231","2022-01-01",0.77
"BE232","2022-01-01",0.664
"BE233","2022-01-01",0.539
"BE234","2022-01-01",0.61
"BE235","2022-01-01",0.739
"BE236","2022-01-01",0.54
"BE241","2022-01-01",0.822
"BE242","2022-01-01",0.684
"BE251","2022-01-01",0.575
"BE252","2022-01-01",0.534
"BE253","2022-01-01",0.58
"BE254","2022-01-01",0.717
"BE255","2022-01-01",0.414
"BE256","2022-01-01",0.648
"BE257","2022-01-01",0.764
"BE258","2022-01-01",0.533
"BE310","2022-01-01",0.565
"BE323","2022-01-01",0.356
"BE328","2022-01-01",0.715
"BE329","2022-01-01",0.718
"BE32A","2022-01-01",0.575
"BE32B","2022-01-01",0.723
"BE32C","2022-01-01",0.761
"BE32D","2022-01-01",0.567
"BE331","2022-01-01",0.536
"BE332","2022-01-01",0.545
"BE334","2022-01-01",0.417
"BE335","2022-01-01",0.939
"BE336","2022-01-01",0.274
"BE341","2022-01-01",0.193
"BE342","2022-01-01",-0.003
"BE343","2022-01-01",0.497
"BE344","2022-01-01",0.115
"BE345","2022-01-01",-0.226
"BE351","2022-01-01",0.563
"BE352","2022-01-01",0.543
"BE353","2022-01-01",0.452
"BG311","2022-01-01",-0.331
"BG312","2022-01-01",0.647
"BG313","2022-01-01",0.78
"BG314","2022-01-01",0.868
"BG315","2022-01-01",0.586
"BG321","2022-01-01",-0.033
"BG322","2022-01-01",-0.067
"BG323","2022-01-01",0.052
"BG324","2022-01-01",0.241
"BG325","2022-01-01",-1.463
"BG331","2022-01-01",0.64
"BG332","2022-01-01",0.508
"BG333","2022-01-01",0.645
"BG334","2022-01-01",0.702
"BG341","2022-01-01",0.585
"BG342","2022-01-01",0.695
"BG343","2022-01-01",0.408
"BG344","2022-01-01",0.969
"BG411","2022-01-01",1.392
"BG412","2022-01-01",1.041
